record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,model_promoted
vertex-ai-020-00001,2026-01-01,project-15,bigquery,global,dev,security,security,68.017,8.824,0.571,135.413,84.128,1
vertex-ai-020-00002,2026-01-02,project-11,bigquery,europe-west1,prod,backend,quality,83.005,8.616,0.601,134.421,89.794,1
vertex-ai-020-00003,2026-01-03,project-22,vertex-ai,global,prod,mlops,cost,57.557,8.481,0.577,122.627,78.012,1
vertex-ai-020-00004,2026-01-04,project-22,bigquery,global,sandbox,finops,latency,39.706,12.29,0.512,137.575,80.557,1
vertex-ai-020-00005,2026-01-05,project-12,vertex-ai,global,dev,mlops,latency,33.781,13.802,0.593,69.649,74.94,1
vertex-ai-020-00006,2026-01-06,project-04,gke,asia-south1,sandbox,data,security,34.274,5.59,0.86,41.974,61.26,0
vertex-ai-020-00007,2026-01-07,project-14,cloud-run,global,prod,platform,quality,49.756,11.948,0.693,103.214,84.6,1
vertex-ai-020-00008,2026-01-08,project-14,cloud-sql,asia-south1,sandbox,finops,cost,56.875,7.114,0.593,114.104,73.901,1
vertex-ai-020-00009,2026-01-09,project-07,cloud-sql,asia-south1,dev,platform,quality,35.543,9.698,0.743,76.603,72.245,1
vertex-ai-020-00010,2026-01-10,project-01,compute,europe-west1,prod,platform,security,57.344,16.989,0.495,170.534,100,1
vertex-ai-020-00011,2026-01-11,project-02,vertex-ai,global,dev,data,reliability,36.006,8.397,0.56,136.33,71.677,1
vertex-ai-020-00012,2026-01-12,project-03,compute,global,prod,backend,quality,43.554,6.964,0.464,125.14,65.983,0
vertex-ai-020-00013,2026-01-13,project-21,gke,asia-south1,dev,data,security,29.626,9.086,0.812,109.704,75.988,1
vertex-ai-020-00014,2026-01-14,project-05,compute,us-east1,sandbox,finops,latency,54.221,7.651,0.752,113.418,79.69,1
vertex-ai-020-00015,2026-01-15,project-24,compute,global,sandbox,backend,security,46.075,4.222,0.243,165.284,58.587,0
vertex-ai-020-00016,2026-01-16,project-24,pubsub,europe-west1,staging,finops,quality,39.63,12.061,0.429,37.987,62.568,0
vertex-ai-020-00017,2026-01-17,project-22,vertex-ai,us-east1,prod,mlops,quality,59.267,14.568,0.447,82.647,82.433,1
vertex-ai-020-00018,2026-01-18,project-06,cloud-sql,us-east1,prod,data,security,82.759,9.298,0.494,104.654,83.213,1
vertex-ai-020-00019,2026-01-19,project-11,pubsub,us-central1,dev,mlops,security,74.011,9.283,0.46,157.397,86.618,1
vertex-ai-020-00020,2026-01-20,project-14,compute,europe-west1,prod,platform,reliability,31.787,8.284,0.457,180.177,72.726,1
vertex-ai-020-00021,2026-01-21,project-11,vertex-ai,us-east1,staging,finops,quality,85.029,7.031,0.679,61.138,78.847,1
vertex-ai-020-00022,2026-01-22,project-05,gke,asia-south1,staging,security,reliability,20.214,9.305,0.28,86.558,51.21,0
vertex-ai-020-00023,2026-01-23,project-05,vertex-ai,asia-south1,dev,backend,reliability,33.192,5.391,0.44,248.365,75.816,1
vertex-ai-020-00024,2026-01-24,project-01,compute,us-central1,prod,backend,reliability,74.396,5.04,0.523,189.606,83.754,1
vertex-ai-020-00025,2026-01-25,project-24,pubsub,us-central1,prod,mlops,reliability,77.077,5.254,0.62,134.332,80.526,1
vertex-ai-020-00026,2026-01-26,project-20,vertex-ai,us-central1,sandbox,platform,cost,57.441,7.151,0.254,15.975,48.01,0
vertex-ai-020-00027,2026-01-27,project-24,compute,europe-west1,prod,data,reliability,82.034,9.369,0.729,73.719,86.839,1
vertex-ai-020-00028,2026-01-28,project-14,vertex-ai,asia-south1,prod,security,cost,50.163,6.989,0.178,17.801,42.691,0
