record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,retraining_needed
mlops-drift-013-00001,2026-01-01,project-09,compute,us-east1,prod,backend,cost,86.295,11.698,0.508,111.843,91.589,1
mlops-drift-013-00002,2026-01-02,project-22,cloud-run,europe-west1,prod,security,cost,43.731,3.294,0.588,136.407,63.465,1
mlops-drift-013-00003,2026-01-03,project-09,bigquery,global,dev,data,quality,29.479,10.357,0.447,85.864,62.651,0
mlops-drift-013-00004,2026-01-04,project-06,compute,asia-south1,staging,data,cost,25.409,4.482,0.438,107.677,50.384,0
mlops-drift-013-00005,2026-01-05,project-02,pubsub,us-central1,prod,backend,security,24.609,25.787,0.319,221.292,100,1
mlops-drift-013-00006,2026-01-06,project-23,pubsub,us-east1,staging,security,reliability,54.032,7.838,0.571,118.524,74.47,1
mlops-drift-013-00007,2026-01-07,project-06,cloud-run,us-east1,dev,security,security,28.848,8.721,0.259,120.199,57.04,0
mlops-drift-013-00008,2026-01-08,project-21,vertex-ai,europe-west1,sandbox,mlops,latency,60.668,7.556,0.452,44.223,61.134,0
mlops-drift-013-00009,2026-01-09,project-10,gke,asia-south1,prod,data,security,77.736,9.904,0.815,263.428,100,1
mlops-drift-013-00010,2026-01-10,project-18,vertex-ai,us-east1,prod,backend,latency,40.074,8.741,0.657,0.0,57.417,0
mlops-drift-013-00011,2026-01-11,project-21,pubsub,europe-west1,sandbox,backend,reliability,43.643,5.588,0.23,3.729,36.908,0
mlops-drift-013-00012,2026-01-12,project-06,cloud-run,asia-south1,dev,finops,quality,55.238,9.443,0.311,68.935,62.305,1
mlops-drift-013-00013,2026-01-13,project-06,compute,us-central1,prod,platform,quality,70.748,6.378,0.473,107.41,71.863,1
mlops-drift-013-00014,2026-01-14,project-11,gke,us-east1,prod,mlops,cost,60.649,11.074,0.748,251.16,100,1
mlops-drift-013-00015,2026-01-15,project-14,cloud-run,europe-west1,prod,platform,security,67.311,9.907,0.512,134.163,84.161,1
mlops-drift-013-00016,2026-01-16,project-19,bigquery,europe-west1,sandbox,backend,cost,42.519,15.72,0.457,106.11,83.031,1
mlops-drift-013-00017,2026-01-17,project-06,compute,asia-south1,prod,finops,cost,63.77,5.195,0.611,109.806,71.84,1
mlops-drift-013-00018,2026-01-18,project-22,vertex-ai,global,prod,platform,cost,41.388,11.296,0.736,201.484,95.986,1
mlops-drift-013-00019,2026-01-19,project-13,compute,us-east1,prod,finops,reliability,74.154,10.093,0.492,81.2,78.566,1
mlops-drift-013-00020,2026-01-20,project-17,pubsub,europe-west1,dev,platform,latency,47.5,6.306,0.262,229.156,73.928,1
mlops-drift-013-00021,2026-01-21,project-08,cloud-run,asia-south1,sandbox,platform,security,19.934,9.568,0.403,48.634,50.5,0
mlops-drift-013-00022,2026-01-22,project-15,vertex-ai,asia-south1,prod,mlops,quality,72.899,24.973,0.452,108.523,100,1
mlops-drift-013-00023,2026-01-23,project-07,compute,us-central1,prod,data,quality,103.806,12.855,0.421,66.404,90.746,1
mlops-drift-013-00024,2026-01-24,project-11,pubsub,us-east1,prod,finops,cost,61.29,17.661,0.521,178.352,100,1
mlops-drift-013-00025,2026-01-25,project-16,gke,asia-south1,prod,security,cost,69.211,14.893,0.302,278.763,100,1
mlops-drift-013-00026,2026-01-26,project-21,pubsub,us-central1,prod,data,cost,74.229,9.324,0.634,55.477,78.017,1
mlops-drift-013-00027,2026-01-27,project-13,pubsub,asia-south1,prod,platform,security,52.465,12.345,0.48,174.11,89.359,1
mlops-drift-013-00028,2026-01-28,project-24,bigquery,global,prod,backend,latency,94.092,9.003,0.66,121.018,94.688,1
