record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,pipeline_failed
devops-ci-036-00001,2026-01-01,project-03,pubsub,europe-west1,dev,mlops,security,41.311,7.778,0.702,176.768,82.956,1
devops-ci-036-00002,2026-01-02,project-15,cloud-sql,asia-south1,prod,security,security,58.755,9.931,0.555,183.881,89.978,1
devops-ci-036-00003,2026-01-03,project-01,gke,us-east1,prod,finops,cost,58.177,8.05,0.378,178.896,78.464,1
devops-ci-036-00004,2026-01-04,project-13,gke,europe-west1,staging,mlops,reliability,20.618,7.057,0.486,104.555,55.94,0
devops-ci-036-00005,2026-01-05,project-02,gke,us-east1,prod,finops,reliability,63.442,4.561,0.963,62.585,75.679,0
devops-ci-036-00006,2026-01-06,project-07,gke,us-central1,prod,backend,quality,76.165,3.958,0.546,181.472,81.468,1
devops-ci-036-00007,2026-01-07,project-21,compute,global,prod,finops,latency,89.793,7.863,0.628,142.336,92.512,1
devops-ci-036-00008,2026-01-08,project-24,cloud-sql,us-east1,staging,security,quality,48.055,7.567,0.54,120.987,71.02,1
devops-ci-036-00009,2026-01-09,project-18,gke,us-central1,dev,backend,security,45.198,10.113,0.475,151.458,78.129,1
devops-ci-036-00010,2026-01-10,project-22,pubsub,us-central1,prod,finops,reliability,67.576,3.789,0.705,189.637,84.823,1
devops-ci-036-00011,2026-01-11,project-15,pubsub,us-east1,sandbox,platform,reliability,68.079,4.918,0.43,48.321,57.4,0
devops-ci-036-00012,2026-01-12,project-16,gke,global,dev,data,cost,15.926,8.307,0.651,0.0,47.742,0
devops-ci-036-00013,2026-01-13,project-06,gke,us-east1,staging,data,latency,79.246,19.872,0.588,205.83,100,1
devops-ci-036-00014,2026-01-14,project-12,pubsub,us-central1,prod,platform,cost,22.83,6.551,0.727,147.395,70.216,1
devops-ci-036-00015,2026-01-15,project-05,bigquery,us-east1,dev,security,latency,46.345,8.411,0.452,150.434,73.605,1
devops-ci-036-00016,2026-01-16,project-05,cloud-sql,us-east1,prod,backend,quality,48.992,10.506,0.433,118.089,74.038,1
devops-ci-036-00017,2026-01-17,project-22,gke,europe-west1,dev,mlops,security,23.233,23.171,0.412,131.879,95.85,1
devops-ci-036-00018,2026-01-18,project-03,compute,europe-west1,dev,data,quality,21.409,9.065,0.684,145.389,73.787,1
devops-ci-036-00019,2026-01-19,project-02,cloud-sql,asia-south1,prod,platform,reliability,71.1,12.764,0.72,175.154,100,1
devops-ci-036-00020,2026-01-20,project-14,pubsub,global,prod,backend,reliability,84.348,22.065,0.469,228.042,100,1
