record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,evaluation_passed
genai-rag-065-00001,2026-01-01,project-24,cloud-run,us-east1,prod,platform,reliability,65.272,10.041,0.366,107.4,74.747,1
genai-rag-065-00002,2026-01-02,project-02,cloud-sql,us-east1,dev,platform,latency,42.985,11.059,0.29,122.667,68.888,1
genai-rag-065-00003,2026-01-03,project-11,gke,europe-west1,prod,backend,security,72.181,5.87,0.274,194.242,76.877,1
genai-rag-065-00004,2026-01-04,project-01,compute,europe-west1,staging,finops,security,24.115,10.119,0.535,51.649,58.308,0
genai-rag-065-00005,2026-01-05,project-02,bigquery,us-central1,sandbox,finops,security,87.43,16.032,0.475,150.29,100,1
genai-rag-065-00006,2026-01-06,project-08,compute,global,prod,data,reliability,47.906,16.683,0.77,164.318,100,1
genai-rag-065-00007,2026-01-07,project-05,pubsub,asia-south1,sandbox,mlops,cost,24.118,7.625,0.411,51.657,48.151,0
genai-rag-065-00008,2026-01-08,project-05,compute,global,prod,backend,latency,71.654,8.709,0.603,81.173,78.343,1
genai-rag-065-00009,2026-01-09,project-09,cloud-run,europe-west1,prod,security,cost,34.577,15.304,0.777,45.828,81.69,1
genai-rag-065-00010,2026-01-10,project-17,compute,asia-south1,prod,mlops,cost,42.724,9.189,0.605,128.098,76.25,1
genai-rag-065-00011,2026-01-11,project-15,cloud-run,asia-south1,staging,data,latency,38.8,5.137,0.466,98.227,56.201,1
genai-rag-065-00012,2026-01-12,project-14,pubsub,global,dev,backend,latency,52.137,6.965,0.307,63.004,54.433,0
genai-rag-065-00013,2026-01-13,project-21,compute,asia-south1,dev,data,security,67.567,12.941,0.418,205.725,98.476,1
genai-rag-065-00014,2026-01-14,project-20,cloud-sql,us-east1,prod,data,cost,65.676,10.017,0.496,164.828,87.757,1
genai-rag-065-00015,2026-01-15,project-13,compute,global,dev,platform,cost,54.942,7.811,0.518,227.447,88.755,1
genai-rag-065-00016,2026-01-16,project-11,pubsub,us-central1,prod,security,security,59.585,9.539,0.755,116.8,86.571,1
genai-rag-065-00017,2026-01-17,project-17,vertex-ai,us-east1,staging,data,latency,46.678,11.041,0.463,85.5,70.773,1
genai-rag-065-00018,2026-01-18,project-05,vertex-ai,us-central1,prod,data,security,41.984,6.083,0.505,152.649,68.824,1
genai-rag-065-00019,2026-01-19,project-03,bigquery,europe-west1,prod,platform,quality,52.138,5.832,0.218,260.287,77.445,1
genai-rag-065-00020,2026-01-20,project-18,gke,europe-west1,dev,mlops,security,38.085,11.91,0.446,139.783,77.115,1
genai-rag-065-00021,2026-01-21,project-22,gke,global,sandbox,security,quality,27.904,7.116,0.747,0.0,52.515,0
genai-rag-065-00022,2026-01-22,project-23,vertex-ai,asia-south1,staging,security,security,45.643,9.547,0.434,206.9,83.614,1
genai-rag-065-00023,2026-01-23,project-14,compute,us-east1,prod,backend,quality,48.004,27.201,0.601,138.102,100,1
genai-rag-065-00024,2026-01-24,project-14,cloud-run,us-central1,sandbox,backend,latency,54.711,9.787,0.677,0.0,65.68,1
genai-rag-065-00025,2026-01-25,project-23,cloud-sql,us-central1,staging,data,quality,63.997,8.376,0.759,82.873,80.594,1
genai-rag-065-00026,2026-01-26,project-19,bigquery,us-east1,sandbox,finops,security,49.004,9.261,0.465,44.143,61.473,1
genai-rag-065-00027,2026-01-27,project-03,cloud-sql,global,sandbox,data,latency,75.374,7.284,0.895,104.177,89.894,1
genai-rag-065-00028,2026-01-28,project-15,pubsub,us-east1,prod,security,cost,48.295,6.228,0.906,120.257,80.683,1
genai-rag-065-00029,2026-01-29,project-15,bigquery,us-east1,prod,data,security,65.501,8.09,0.664,36.265,70.331,1
genai-rag-065-00030,2026-01-30,project-01,vertex-ai,us-east1,prod,backend,quality,53.305,9.213,0.811,87.414,81.287,1
genai-rag-065-00031,2026-01-31,project-13,gke,asia-south1,prod,finops,cost,37.542,8.927,0.687,108.389,73.821,0
genai-rag-065-00032,2026-02-01,project-11,gke,global,prod,security,reliability,56.946,17.376,0.549,157.818,100,1
genai-rag-065-00033,2026-02-02,project-13,gke,europe-west1,staging,data,quality,53.281,9.946,0.595,109.63,78.668,1
genai-rag-065-00034,2026-02-03,project-06,gke,asia-south1,prod,platform,quality,42.104,8.546,0.475,52.392,58.943,0
genai-rag-065-00035,2026-02-04,project-19,vertex-ai,global,prod,platform,cost,89.236,12.724,0.688,110.372,100,1
genai-rag-065-00036,2026-02-05,project-18,gke,asia-south1,prod,platform,quality,70.85,17.571,0.659,0.0,88.861,1
genai-rag-065-00037,2026-02-06,project-03,bigquery,us-central1,dev,backend,quality,43.854,10.463,0.568,136.335,79.525,1
genai-rag-065-00038,2026-02-07,project-19,compute,europe-west1,sandbox,finops,cost,53.535,3.933,0.593,115.268,65.479,0
genai-rag-065-00039,2026-02-08,project-22,cloud-run,asia-south1,dev,data,quality,49.766,11.364,0.713,141.768,89.564,1
genai-rag-065-00040,2026-02-09,project-10,cloud-sql,us-central1,staging,mlops,cost,52.327,7.486,0.667,135.834,78.936,1
genai-rag-065-00041,2026-02-10,project-23,vertex-ai,europe-west1,sandbox,mlops,cost,31.638,10.368,0.63,102.848,72.314,1
genai-rag-065-00042,2026-02-11,project-11,cloud-sql,europe-west1,sandbox,mlops,latency,35.922,16.95,0.798,114.811,96.796,1
genai-rag-065-00043,2026-02-12,project-19,cloud-sql,us-east1,prod,finops,security,91.146,6.782,0.241,103.723,71.287,0
genai-rag-065-00044,2026-02-13,project-03,cloud-run,us-central1,dev,platform,security,28.259,17.644,0.775,94.737,92.001,1
genai-rag-065-00045,2026-02-14,project-18,compute,europe-west1,prod,backend,reliability,53.76,7.176,0.547,155.841,77.432,1
genai-rag-065-00046,2026-02-15,project-04,compute,global,sandbox,security,reliability,25.301,7.532,0.356,55.394,46.968,0
