record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,retraining_needed
mlops-drift-033-00001,2026-01-01,project-14,bigquery,us-east1,prod,security,cost,102.253,11.136,0.577,177.91,100,1
mlops-drift-033-00002,2026-01-02,project-19,cloud-run,global,prod,finops,reliability,86.931,12.706,0.698,175.591,100,1
mlops-drift-033-00003,2026-01-03,project-15,bigquery,global,prod,data,reliability,31.992,15.202,0.521,157.493,87.871,1
mlops-drift-033-00004,2026-01-04,project-23,cloud-sql,us-east1,prod,platform,reliability,67.529,12.655,0.305,0.0,63.838,0
mlops-drift-033-00005,2026-01-05,project-15,cloud-sql,europe-west1,prod,mlops,latency,71.2,7.477,0.491,140.429,80.031,1
mlops-drift-033-00006,2026-01-06,project-15,pubsub,us-east1,staging,platform,latency,68.342,4.175,0.64,163.792,79.948,1
mlops-drift-033-00007,2026-01-07,project-02,vertex-ai,us-central1,prod,platform,latency,88.841,8.29,0.605,172.746,96.805,1
mlops-drift-033-00008,2026-01-08,project-19,cloud-sql,global,dev,backend,quality,51.695,14.97,0.491,73.708,80.957,1
mlops-drift-033-00009,2026-01-09,project-07,bigquery,us-central1,prod,platform,security,93.903,14.899,0.771,57.547,100,1
mlops-drift-033-00010,2026-01-10,project-20,pubsub,us-central1,dev,data,cost,69.707,5.219,0.551,0.0,55.86,0
mlops-drift-033-00011,2026-01-11,project-08,cloud-run,global,prod,mlops,latency,61.097,6.718,0.662,123.669,78.264,0
mlops-drift-033-00012,2026-01-12,project-24,bigquery,us-east1,prod,mlops,security,43.569,9.221,0.698,30.965,65.711,0
mlops-drift-033-00013,2026-01-13,project-18,cloud-sql,us-east1,prod,data,latency,106.415,6.985,0.907,125.195,100,1
mlops-drift-033-00014,2026-01-14,project-21,pubsub,us-central1,prod,platform,reliability,50.456,10.737,0.499,46.696,66.987,0
mlops-drift-033-00015,2026-01-15,project-23,pubsub,europe-west1,dev,security,latency,33.489,7.012,0.526,138.571,66.701,0
mlops-drift-033-00016,2026-01-16,project-08,compute,us-central1,staging,backend,cost,4.808,4.891,0.559,141.409,53.282,0
mlops-drift-033-00017,2026-01-17,project-02,cloud-run,us-east1,sandbox,platform,quality,45.497,9.414,0.653,62.289,69.829,1
mlops-drift-033-00018,2026-01-18,project-08,vertex-ai,asia-south1,prod,security,quality,82.331,7.47,0.492,137.13,83.464,1
mlops-drift-033-00019,2026-01-19,project-21,cloud-sql,us-east1,staging,mlops,security,60.266,8.293,0.615,140.149,82.407,1
mlops-drift-033-00020,2026-01-20,project-03,vertex-ai,asia-south1,staging,finops,security,16.543,21.57,0.507,171.477,98.872,1
mlops-drift-033-00021,2026-01-21,project-02,vertex-ai,us-central1,prod,finops,reliability,50.364,11.071,0.954,122.514,94.716,1
mlops-drift-033-00022,2026-01-22,project-19,vertex-ai,us-east1,dev,security,security,42.055,15.401,0.77,157.736,100,1
mlops-drift-033-00023,2026-01-23,project-03,pubsub,global,prod,platform,quality,105.04,17.496,0.842,54.014,100,1
mlops-drift-033-00024,2026-01-24,project-21,pubsub,asia-south1,prod,backend,latency,65.748,10.135,0.486,146.126,84.98,1
mlops-drift-033-00025,2026-01-25,project-23,bigquery,us-east1,sandbox,mlops,reliability,48.71,16.818,0.288,85.872,78.894,1
mlops-drift-033-00026,2026-01-26,project-15,compute,us-central1,sandbox,backend,reliability,16.815,15.142,0.634,114.069,80.042,1
mlops-drift-033-00027,2026-01-27,project-02,pubsub,europe-west1,prod,security,quality,58.645,9.459,0.235,77.465,62.119,0
mlops-drift-033-00028,2026-01-28,project-24,gke,global,staging,mlops,cost,46.693,8.36,0.315,73.61,57.609,0
mlops-drift-033-00029,2026-01-29,project-10,compute,europe-west1,dev,backend,security,11.005,6.865,0.441,172.731,60.495,0
mlops-drift-033-00030,2026-01-30,project-23,pubsub,global,prod,data,cost,72.931,10.327,0.595,122.033,88.244,1
mlops-drift-033-00031,2026-01-31,project-12,pubsub,us-east1,prod,security,cost,64.096,11.627,0.616,64.427,80.519,1
mlops-drift-033-00032,2026-02-01,project-18,cloud-run,asia-south1,prod,security,security,67.422,8.76,0.666,115.156,84.141,1
mlops-drift-033-00033,2026-02-02,project-07,gke,us-central1,prod,data,latency,72.337,10.33,0.68,120.501,90.794,1
mlops-drift-033-00034,2026-02-03,project-11,bigquery,europe-west1,prod,mlops,quality,86.758,5.614,0.1,104.526,62.208,1
