record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,risk_detected
cloud-security-017-00001,2026-01-01,project-04,pubsub,us-central1,prod,finops,reliability,91.794,15.25,0.589,124.282,100,1
cloud-security-017-00002,2026-01-02,project-23,compute,europe-west1,sandbox,data,cost,47.751,5.91,0.537,5.026,50.031,0
cloud-security-017-00003,2026-01-03,project-21,gke,global,prod,security,security,92.708,8.124,0.698,100.705,90.52,1
cloud-security-017-00004,2026-01-04,project-21,bigquery,us-central1,prod,finops,reliability,48.096,9.672,0.753,0.927,65.892,1
cloud-security-017-00005,2026-01-05,project-04,compute,asia-south1,dev,security,latency,51.451,9.25,0.375,100.702,67.402,0
cloud-security-017-00006,2026-01-06,project-20,gke,europe-west1,dev,mlops,quality,23.146,11.892,0.58,7.839,57.292,0
cloud-security-017-00007,2026-01-07,project-21,compute,us-central1,dev,security,quality,47.024,25.76,0.65,244.527,100,1
cloud-security-017-00008,2026-01-08,project-02,gke,us-east1,dev,data,reliability,75.511,16.51,0.51,107.387,98.463,1
cloud-security-017-00009,2026-01-09,project-01,bigquery,us-central1,staging,data,security,42.483,7.41,0.403,171.272,71.241,1
cloud-security-017-00010,2026-01-10,project-18,compute,us-central1,prod,mlops,latency,68.825,15.32,0.574,72.438,90.489,1
cloud-security-017-00011,2026-01-11,project-08,bigquery,asia-south1,dev,security,quality,20.99,12.806,0.344,70.729,59.582,1
cloud-security-017-00012,2026-01-12,project-20,cloud-sql,us-central1,sandbox,mlops,cost,67.381,14.394,0.222,81.951,76.891,1
cloud-security-017-00013,2026-01-13,project-20,cloud-sql,europe-west1,prod,security,reliability,46.225,3.854,0.388,102.211,53.657,0
cloud-security-017-00014,2026-01-14,project-17,cloud-sql,global,prod,mlops,security,56.145,11.24,0.802,179.107,100,1
cloud-security-017-00015,2026-01-15,project-07,compute,europe-west1,prod,mlops,latency,51.154,5.037,0.598,194.718,78.983,1
cloud-security-017-00016,2026-01-16,project-09,vertex-ai,us-central1,dev,backend,latency,37.609,14.389,0.718,155.641,94.565,1
cloud-security-017-00017,2026-01-17,project-21,cloud-run,europe-west1,prod,backend,security,94.078,8.578,0.519,149.057,92.845,1
cloud-security-017-00018,2026-01-18,project-17,compute,europe-west1,staging,mlops,security,62.473,12.653,0.614,299.464,100,1
cloud-security-017-00019,2026-01-19,project-16,pubsub,us-east1,staging,finops,cost,57.149,13.304,0.538,101.818,84.723,1
cloud-security-017-00020,2026-01-20,project-01,cloud-run,global,dev,mlops,reliability,31.746,17.558,0.539,121.01,88.592,1
cloud-security-017-00021,2026-01-21,project-19,cloud-run,europe-west1,dev,security,reliability,47.732,7.003,0.556,85.993,65.047,0
cloud-security-017-00022,2026-01-22,project-20,vertex-ai,us-central1,staging,security,latency,8.209,8.932,0.729,183.012,75.919,1
cloud-security-017-00023,2026-01-23,project-24,bigquery,us-east1,sandbox,finops,security,33.232,15.581,0.431,174.551,88.527,1
cloud-security-017-00024,2026-01-24,project-15,cloud-run,us-east1,sandbox,data,latency,49.507,16.696,0.531,68.645,84.881,1
cloud-security-017-00025,2026-01-25,project-17,pubsub,us-east1,prod,finops,reliability,70.581,14.382,0.852,102.937,100,1
cloud-security-017-00026,2026-01-26,project-02,bigquery,us-central1,prod,finops,cost,58.565,7.046,0.548,95.484,70.043,1
cloud-security-017-00027,2026-01-27,project-07,pubsub,global,prod,finops,cost,56.307,6.485,0.665,91.407,71.444,1
cloud-security-017-00028,2026-01-28,project-14,vertex-ai,us-central1,dev,security,reliability,54.223,16.64,0.555,131.923,96.468,1
cloud-security-017-00029,2026-01-29,project-18,gke,global,prod,mlops,security,95.765,8.184,0.037,60.932,62.795,1
cloud-security-017-00030,2026-01-30,project-01,compute,global,sandbox,security,cost,85.715,10.337,0.521,188.213,99.803,1
cloud-security-017-00031,2026-01-31,project-14,cloud-sql,us-central1,sandbox,finops,latency,25.925,4.347,0.641,102.9,56.658,0
cloud-security-017-00032,2026-02-01,project-02,compute,asia-south1,prod,data,reliability,58.84,4.809,0.647,34.811,59.537,0
cloud-security-017-00033,2026-02-02,project-04,cloud-run,us-central1,prod,security,reliability,65.697,14.139,0.262,53.129,72.903,1
cloud-security-017-00034,2026-02-03,project-18,cloud-run,asia-south1,prod,backend,cost,80.316,5.609,0.462,141.147,77.952,1
cloud-security-017-00035,2026-02-04,project-13,cloud-sql,asia-south1,sandbox,backend,cost,71.82,5.269,0.697,152.818,84.112,1
cloud-security-017-00036,2026-02-05,project-11,vertex-ai,global,sandbox,security,cost,48.441,10.642,0.472,89.255,71.322,1
cloud-security-017-00037,2026-02-06,project-05,cloud-run,us-east1,prod,finops,cost,54.544,14.227,0.677,94.78,89.804,1
cloud-security-017-00038,2026-02-07,project-01,gke,europe-west1,staging,finops,reliability,36.069,12.753,0.439,154.721,80.31,1
cloud-security-017-00039,2026-02-08,project-13,vertex-ai,global,prod,backend,cost,59.788,5.128,0.183,135.431,59.046,0
cloud-security-017-00040,2026-02-09,project-03,cloud-sql,us-central1,staging,mlops,cost,44.209,11.566,0.338,119.955,71.784,0
cloud-security-017-00041,2026-02-10,project-06,cloud-run,asia-south1,dev,data,latency,68.808,7.529,0.463,0.0,57.855,0
cloud-security-017-00042,2026-02-11,project-06,pubsub,us-east1,prod,mlops,latency,61.969,13.284,0.805,198.9,100,1
cloud-security-017-00043,2026-02-12,project-21,compute,global,prod,mlops,quality,69.769,8.878,0.959,187.307,100,1
cloud-security-017-00044,2026-02-13,project-03,cloud-sql,us-east1,sandbox,finops,latency,68.808,18.243,0.717,154.169,100,1
cloud-security-017-00045,2026-02-14,project-07,vertex-ai,us-central1,prod,data,reliability,38.134,15.89,0.522,72.033,79.198,1
cloud-security-017-00046,2026-02-15,project-22,bigquery,us-central1,prod,security,quality,50.857,4.718,0.585,18.564,51.991,0
cloud-security-017-00047,2026-02-16,project-14,pubsub,us-east1,dev,backend,security,21.45,14.011,0.448,58.503,64.412,0
cloud-security-017-00048,2026-02-17,project-19,cloud-sql,global,prod,finops,quality,64.779,12.584,0.402,60.574,74.939,1
cloud-security-017-00049,2026-02-18,project-09,gke,asia-south1,prod,finops,cost,82.104,5.501,0.408,208.707,86.289,1
cloud-security-017-00050,2026-02-19,project-15,compute,us-central1,dev,backend,reliability,40.042,5.68,0.738,187.986,80.513,1
cloud-security-017-00051,2026-02-20,project-10,bigquery,us-east1,sandbox,data,quality,45.874,17.022,0.391,75.74,80.504,1
cloud-security-017-00052,2026-02-21,project-02,bigquery,asia-south1,staging,platform,cost,34.15,12.969,0.636,142.531,85.259,1
cloud-security-017-00053,2026-02-22,project-12,cloud-run,asia-south1,prod,finops,latency,68.13,11.432,0.553,96.03,83.88,1
cloud-security-017-00054,2026-02-23,project-16,bigquery,us-central1,prod,finops,latency,17.226,4.624,0.719,75.42,52.982,0
cloud-security-017-00055,2026-02-24,project-01,bigquery,asia-south1,dev,data,security,54.923,7.363,0.351,140.154,69.128,1
cloud-security-017-00056,2026-02-25,project-19,gke,asia-south1,sandbox,backend,reliability,48.264,8.509,0.604,128.798,76.67,1
cloud-security-017-00057,2026-02-26,project-20,vertex-ai,europe-west1,staging,security,quality,45.158,14.507,0.626,139.559,91.917,1
cloud-security-017-00058,2026-02-27,project-17,cloud-sql,asia-south1,staging,mlops,security,63.649,14.237,0.452,106.189,86.803,1
cloud-security-017-00059,2026-02-28,project-22,cloud-sql,asia-south1,sandbox,platform,security,49.451,10.079,0.536,107.807,75.307,1
cloud-security-017-00060,2026-03-01,project-16,vertex-ai,global,prod,security,reliability,35.017,12.001,0.622,189.94,89.728,1
cloud-security-017-00061,2026-03-02,project-24,bigquery,global,prod,finops,reliability,43.692,21.354,0.651,157.027,100,1
cloud-security-017-00062,2026-03-03,project-22,gke,us-east1,dev,backend,security,51.45,7.868,0.745,130.633,81.492,1
cloud-security-017-00063,2026-03-04,project-07,cloud-run,global,prod,platform,security,76.115,8.482,0.537,46.997,72.08,0
cloud-security-017-00064,2026-03-05,project-09,bigquery,global,sandbox,data,cost,23.169,12.581,0.334,198.91,78.163,1
cloud-security-017-00065,2026-03-06,project-23,bigquery,europe-west1,prod,finops,quality,90.233,4.828,0.407,144.148,78.113,1
cloud-security-017-00066,2026-03-07,project-13,compute,asia-south1,prod,data,latency,66.182,9.989,0.661,129.079,88.43,1
cloud-security-017-00067,2026-03-08,project-16,gke,global,dev,finops,quality,29.776,5.677,0.38,157.785,59.978,0
cloud-security-017-00068,2026-03-09,project-19,cloud-run,us-central1,prod,mlops,cost,92.48,5.398,0.507,138.713,82.937,1
cloud-security-017-00069,2026-03-10,project-22,pubsub,asia-south1,prod,security,cost,65.358,8.334,0.949,130.279,94.535,1
cloud-security-017-00070,2026-03-11,project-21,bigquery,us-central1,prod,mlops,cost,80.703,11.97,0.474,216.719,100,1
cloud-security-017-00071,2026-03-12,project-20,compute,europe-west1,prod,mlops,cost,72.027,8.284,0.675,116.102,85.095,1
cloud-security-017-00072,2026-03-13,project-13,vertex-ai,us-central1,prod,mlops,latency,69.552,5.907,0.182,86.879,57.166,0
cloud-security-017-00073,2026-03-14,project-16,gke,asia-south1,dev,backend,security,38.611,11.052,0.652,35.606,67.314,1
cloud-security-017-00074,2026-03-15,project-09,cloud-run,asia-south1,sandbox,data,reliability,33.227,14.747,0.767,52.322,80.514,1
cloud-security-017-00075,2026-03-16,project-22,cloud-run,us-central1,staging,security,latency,44.888,9.166,0.519,59.311,63.913,0
cloud-security-017-00076,2026-03-17,project-07,cloud-run,asia-south1,prod,mlops,latency,67.578,13.855,0.452,121.407,89.506,1
cloud-security-017-00077,2026-03-18,project-20,cloud-sql,asia-south1,sandbox,platform,latency,68.21,12.185,0.56,225.092,100,1
cloud-security-017-00078,2026-03-19,project-17,gke,asia-south1,prod,backend,cost,49.639,8.381,0.608,208.992,88.687,1
cloud-security-017-00079,2026-03-20,project-06,compute,us-east1,prod,finops,security,78.287,17.634,0.368,142.523,100,1
cloud-security-017-00080,2026-03-21,project-06,cloud-sql,asia-south1,dev,mlops,latency,43.408,17.961,0.679,63.475,90.124,1
cloud-security-017-00081,2026-03-22,project-11,compute,us-central1,dev,platform,quality,44.407,12.939,0.456,147.365,83.184,1
cloud-security-017-00082,2026-03-23,project-19,vertex-ai,us-central1,prod,backend,quality,60.594,6.965,0.347,118.038,66.818,0
cloud-security-017-00083,2026-03-24,project-24,vertex-ai,asia-south1,prod,data,security,82.852,7.352,0.474,135.725,82.536,1
cloud-security-017-00084,2026-03-25,project-11,pubsub,us-central1,prod,data,cost,81.644,7.335,0.33,111.129,73.447,0
cloud-security-017-00085,2026-03-26,project-07,bigquery,europe-west1,sandbox,data,quality,8.266,4.369,0.465,120.849,46.986,0
cloud-security-017-00086,2026-03-27,project-01,bigquery,us-east1,prod,platform,latency,65.194,6.141,0.707,58.623,70.441,0
cloud-security-017-00087,2026-03-28,project-11,cloud-sql,us-central1,dev,finops,cost,55.238,9.314,0.727,24.795,70.127,0
cloud-security-017-00088,2026-03-29,project-06,cloud-run,asia-south1,staging,mlops,latency,21.345,11.025,0.568,165.908,77.271,1
cloud-security-017-00089,2026-03-30,project-08,bigquery,asia-south1,prod,data,latency,62.656,5.351,0.65,68.409,67.142,0
cloud-security-017-00090,2026-03-31,project-04,compute,us-central1,dev,finops,latency,33.337,5.511,0.744,111.648,66.849,0
cloud-security-017-00091,2026-04-01,project-14,compute,asia-south1,dev,data,latency,54.228,9.309,0.707,107.237,81.085,1
cloud-security-017-00092,2026-04-02,project-03,vertex-ai,us-central1,dev,platform,reliability,15.217,6.947,0.472,135.408,57.803,0
cloud-security-017-00093,2026-04-03,project-06,vertex-ai,us-east1,prod,data,latency,45.981,5.747,0.496,128.49,65.601,1
cloud-security-017-00094,2026-04-04,project-14,vertex-ai,asia-south1,staging,backend,quality,42.902,11.274,0.66,106.605,79.968,1
cloud-security-017-00095,2026-04-05,project-02,pubsub,global,prod,finops,latency,76.041,6.235,0.518,2.659,59.68,1
cloud-security-017-00096,2026-04-06,project-01,cloud-sql,europe-west1,prod,backend,cost,68.707,11.019,0.592,200.046,99.652,1
cloud-security-017-00097,2026-04-07,project-02,gke,us-central1,staging,finops,security,0.0,12.951,0.578,92.947,64.004,1
cloud-security-017-00098,2026-04-08,project-19,gke,us-central1,prod,data,quality,38.058,4.693,0.449,197.829,68.836,0
cloud-security-017-00099,2026-04-09,project-20,compute,asia-south1,prod,finops,quality,41.076,8.108,0.71,24.271,61.685,1
cloud-security-017-00100,2026-04-10,project-19,gke,us-central1,dev,security,reliability,37.732,4.198,0.725,89.573,61.439,0
cloud-security-017-00101,2026-04-11,project-15,bigquery,asia-south1,staging,platform,security,35.702,8.041,0.584,121.598,69.431,1
cloud-security-017-00102,2026-04-12,project-02,cloud-sql,us-central1,dev,data,reliability,51.065,21.716,0.846,301.571,100,1
cloud-security-017-00103,2026-04-13,project-03,pubsub,europe-west1,sandbox,data,latency,41.66,9.079,0.83,97.523,79.037,1
cloud-security-017-00104,2026-04-14,project-08,pubsub,global,prod,mlops,security,66.877,4.531,0.522,32.461,56.983,0
cloud-security-017-00105,2026-04-15,project-12,cloud-sql,us-central1,prod,backend,reliability,68.467,8.827,0.736,243.383,100,1
cloud-security-017-00106,2026-04-16,project-22,cloud-sql,global,staging,backend,cost,23.982,12.139,0.349,183.318,75.667,1
cloud-security-017-00107,2026-04-17,project-19,bigquery,global,prod,security,security,65.224,6.911,0.124,189.984,71.0,0
cloud-security-017-00108,2026-04-18,project-12,cloud-run,us-central1,prod,data,cost,63.024,6.082,0.509,81.663,65.974,0
cloud-security-017-00109,2026-04-19,project-24,cloud-sql,global,dev,finops,cost,86.757,4.611,0.495,152.161,80.639,1
cloud-security-017-00110,2026-04-20,project-14,pubsub,us-east1,prod,finops,security,55.496,6.254,0.709,132.701,78.183,1
cloud-security-017-00111,2026-04-21,project-24,cloud-run,global,dev,data,reliability,28.755,6.017,0.492,144.739,62.432,0
cloud-security-017-00112,2026-04-22,project-12,cloud-sql,global,staging,backend,latency,49.497,17.863,0.493,53.768,84.1,1
cloud-security-017-00113,2026-04-23,project-12,cloud-run,us-central1,staging,security,reliability,40.727,9.004,0.77,68.949,72.269,1
cloud-security-017-00114,2026-04-24,project-16,vertex-ai,us-east1,staging,security,latency,32.85,16.48,0.534,133.852,88.161,1
cloud-security-017-00115,2026-04-25,project-06,compute,asia-south1,prod,finops,reliability,48.603,10.851,0.681,194.831,94.578,1
cloud-security-017-00116,2026-04-26,project-03,gke,us-east1,staging,mlops,quality,60.749,6.472,0.282,48.975,53.376,0
cloud-security-017-00117,2026-04-27,project-13,cloud-sql,europe-west1,prod,mlops,reliability,81.54,5.108,0.428,71.169,65.816,1
cloud-security-017-00118,2026-04-28,project-04,gke,asia-south1,dev,platform,security,12.664,18.521,0.351,143.926,80.922,1
cloud-security-017-00119,2026-04-29,project-13,cloud-sql,us-east1,sandbox,finops,security,36.861,13.635,0.542,124.198,81.799,1
cloud-security-017-00120,2026-04-30,project-16,bigquery,asia-south1,sandbox,platform,quality,14.671,7.148,0.599,33.871,47.718,0
cloud-security-017-00121,2026-05-01,project-18,cloud-run,global,sandbox,data,latency,44.831,9.856,0.412,206.373,83.204,1
cloud-security-017-00122,2026-05-02,project-22,gke,us-east1,staging,security,reliability,19.249,28.479,0.454,106.809,100,1
cloud-security-017-00123,2026-05-03,project-22,pubsub,us-east1,prod,finops,cost,114.82,9.357,0.505,138.19,99.848,1
