record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,retraining_needed
mlops-drift-043-00001,2026-01-01,project-13,cloud-sql,us-east1,prod,backend,cost,85.333,21.539,0.607,144.794,100,1
mlops-drift-043-00002,2026-01-02,project-18,vertex-ai,asia-south1,dev,mlops,quality,51.561,6.785,0.101,81.498,49.298,0
mlops-drift-043-00003,2026-01-03,project-12,compute,global,dev,mlops,quality,28.739,9.177,0.755,38.001,63.438,0
mlops-drift-043-00004,2026-01-04,project-15,compute,global,prod,platform,security,48.992,5.499,0.454,107.666,61.569,0
mlops-drift-043-00005,2026-01-05,project-11,cloud-run,asia-south1,prod,finops,cost,86.692,4.88,0.51,185.238,86.593,1
mlops-drift-043-00006,2026-01-06,project-24,compute,us-east1,dev,finops,quality,68.352,5.028,0.891,41.2,72.849,0
mlops-drift-043-00007,2026-01-07,project-09,gke,us-east1,dev,finops,latency,52.346,9.661,0.599,92.854,75.37,1
mlops-drift-043-00008,2026-01-08,project-24,vertex-ai,us-central1,prod,finops,security,72.903,13.57,0.59,28.396,81.97,1
mlops-drift-043-00009,2026-01-09,project-03,vertex-ai,us-east1,dev,mlops,cost,37.829,7.341,0.543,97.405,63.579,0
mlops-drift-043-00010,2026-01-10,project-17,gke,europe-west1,dev,mlops,quality,70.621,6.137,0.543,162.869,81.794,1
mlops-drift-043-00011,2026-01-11,project-09,pubsub,global,prod,data,reliability,24.954,10.137,0.462,143.417,69.472,1
mlops-drift-043-00012,2026-01-12,project-08,cloud-sql,europe-west1,staging,backend,cost,54.155,5.616,0.598,60.899,61.869,0
mlops-drift-043-00013,2026-01-13,project-24,pubsub,us-east1,dev,mlops,security,29.859,11.731,0.644,166.394,84.629,1
mlops-drift-043-00014,2026-01-14,project-14,cloud-run,us-central1,prod,mlops,latency,60.629,8.763,0.84,49.925,78.348,1
mlops-drift-043-00015,2026-01-15,project-03,pubsub,asia-south1,prod,backend,security,54.657,12.02,1.1,73.594,96.409,1
mlops-drift-043-00016,2026-01-16,project-16,gke,us-east1,dev,backend,reliability,53.224,12.275,0.744,106.204,88.798,1
mlops-drift-043-00017,2026-01-17,project-03,cloud-run,global,staging,security,reliability,22.708,7.572,0.573,133.787,65.181,0
mlops-drift-043-00018,2026-01-18,project-08,vertex-ai,europe-west1,dev,security,cost,45.281,9.233,0.577,136.141,77.441,1
mlops-drift-043-00019,2026-01-19,project-04,gke,europe-west1,prod,mlops,security,73.829,12.563,0.495,199.684,100,1
mlops-drift-043-00020,2026-01-20,project-21,gke,asia-south1,dev,backend,security,17.967,7.124,0.534,207.944,71.926,1
mlops-drift-043-00021,2026-01-21,project-05,bigquery,asia-south1,dev,mlops,quality,25.755,7.791,0.35,68.546,49.44,0
mlops-drift-043-00022,2026-01-22,project-18,cloud-run,us-central1,prod,platform,cost,59.625,8.849,0.464,92.21,71.204,1
mlops-drift-043-00023,2026-01-23,project-14,cloud-sql,europe-west1,dev,platform,security,29.599,13.196,0.472,39.558,63.439,1
mlops-drift-043-00024,2026-01-24,project-03,pubsub,europe-west1,staging,backend,reliability,23.232,5.718,0.78,112.347,65.157,0
mlops-drift-043-00025,2026-01-25,project-22,pubsub,us-east1,dev,platform,cost,29.618,13.88,0.443,137.483,78.308,1
mlops-drift-043-00026,2026-01-26,project-21,pubsub,global,prod,platform,security,91.266,7.035,0.279,130.115,77.098,1
mlops-drift-043-00027,2026-01-27,project-09,cloud-run,global,prod,security,latency,71.736,6.53,0.725,123.15,83.679,1
mlops-drift-043-00028,2026-01-28,project-02,compute,global,prod,backend,cost,55.527,10.307,0.552,60.95,71.693,0
mlops-drift-043-00029,2026-01-29,project-10,pubsub,europe-west1,staging,backend,quality,36.815,6.84,0.213,163.187,60.098,0
mlops-drift-043-00030,2026-01-30,project-13,cloud-run,us-east1,prod,backend,latency,75.57,8.001,0.835,78.625,85.81,1
mlops-drift-043-00031,2026-01-31,project-16,pubsub,asia-south1,staging,finops,quality,0.0,9.23,0.401,157.948,58.606,0
mlops-drift-043-00032,2026-02-01,project-21,gke,global,dev,backend,security,84.215,13.473,0.404,86.538,87.672,1
