record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,model_promoted
vertex-ai-030-00001,2026-01-01,project-08,pubsub,us-east1,dev,data,cost,12.809,5.885,0.657,101.224,55.972,0
vertex-ai-030-00002,2026-01-02,project-02,vertex-ai,global,prod,backend,latency,67.457,7.38,0.399,29.382,59.08,0
vertex-ai-030-00003,2026-01-03,project-02,bigquery,asia-south1,sandbox,security,cost,48.251,5.899,0.557,61.911,59.176,0
vertex-ai-030-00004,2026-01-04,project-05,cloud-sql,global,dev,platform,reliability,35.497,9.606,0.792,92.482,76.045,1
vertex-ai-030-00005,2026-01-05,project-19,bigquery,asia-south1,staging,finops,cost,65.692,5.829,0.465,154.245,75.362,1
vertex-ai-030-00006,2026-01-06,project-02,cloud-sql,us-east1,prod,backend,latency,40.797,7.385,0.425,180.948,72.774,1
vertex-ai-030-00007,2026-01-07,project-10,cloud-sql,us-central1,prod,backend,latency,62.373,7.111,0.713,144.417,84.439,1
vertex-ai-030-00008,2026-01-08,project-08,gke,global,prod,finops,quality,44.771,4.052,0.605,113.31,62.824,1
vertex-ai-030-00009,2026-01-09,project-03,cloud-sql,europe-west1,prod,mlops,quality,75.312,15.688,0.86,85.246,100,1
vertex-ai-030-00010,2026-01-10,project-13,bigquery,europe-west1,prod,mlops,reliability,21.073,5.752,0.258,124.506,47.984,0
vertex-ai-030-00011,2026-01-11,project-18,pubsub,us-east1,dev,security,latency,40.57,16.211,0.405,90.986,79.469,1
vertex-ai-030-00012,2026-01-12,project-01,vertex-ai,europe-west1,dev,security,cost,39.973,9.252,0.724,104.162,76.109,1
vertex-ai-030-00013,2026-01-13,project-19,compute,us-central1,prod,finops,security,78.002,5.661,0.644,133.946,82.583,1
vertex-ai-030-00014,2026-01-14,project-15,cloud-sql,us-east1,sandbox,finops,quality,21.543,6.49,0.567,180.593,68.865,1
vertex-ai-030-00015,2026-01-15,project-19,cloud-sql,us-east1,prod,data,security,62.243,6.707,0.799,124.792,83.599,1
vertex-ai-030-00016,2026-01-16,project-14,cloud-run,us-east1,dev,data,latency,77.759,14.441,0.484,132.39,97.158,1
vertex-ai-030-00017,2026-01-17,project-15,gke,us-central1,prod,finops,latency,8.912,11.137,0.51,93.107,60.534,1
vertex-ai-030-00018,2026-01-18,project-04,vertex-ai,us-east1,sandbox,security,reliability,68.812,13.854,0.721,158.996,100,1
vertex-ai-030-00019,2026-01-19,project-19,compute,us-central1,staging,finops,security,46.526,11.301,0.733,183.799,95.112,1
vertex-ai-030-00020,2026-01-20,project-21,gke,asia-south1,sandbox,mlops,reliability,27.04,12.341,0.821,195.439,95.496,1
vertex-ai-030-00021,2026-01-21,project-18,cloud-sql,us-east1,dev,finops,cost,60.188,21.623,0.887,145.433,100,1
vertex-ai-030-00022,2026-01-22,project-17,compute,us-east1,dev,backend,latency,46.913,5.325,0.692,207.036,83.257,1
