record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,critical_alert
aiops-alerts-024-00001,2026-01-01,project-02,cloud-run,global,prod,data,reliability,35.444,5.964,0.491,224.241,76.208,1
aiops-alerts-024-00002,2026-01-02,project-04,gke,asia-south1,prod,security,reliability,46.085,11.858,0.277,42.58,59.703,1
aiops-alerts-024-00003,2026-01-03,project-06,bigquery,global,dev,data,reliability,37.842,10.644,0.799,81.136,77.878,1
aiops-alerts-024-00004,2026-01-04,project-03,bigquery,global,prod,finops,quality,60.447,10.757,0.804,220.731,100,1
aiops-alerts-024-00005,2026-01-05,project-19,cloud-run,asia-south1,sandbox,backend,reliability,65.348,5.183,0.554,46.827,61.184,0
aiops-alerts-024-00006,2026-01-06,project-18,compute,asia-south1,prod,finops,latency,84.703,5.15,0.804,163.583,93.659,1
aiops-alerts-024-00007,2026-01-07,project-04,cloud-run,us-central1,prod,platform,security,99.035,10.495,0.493,7.136,77.446,1
aiops-alerts-024-00008,2026-01-08,project-18,vertex-ai,us-east1,prod,mlops,security,40.093,6.517,0.332,140.682,61.375,0
aiops-alerts-024-00009,2026-01-09,project-09,cloud-run,us-east1,prod,data,latency,100.378,11.031,0.828,120.313,100,1
aiops-alerts-024-00010,2026-01-10,project-17,compute,europe-west1,sandbox,data,latency,61.493,8.439,0.285,193.515,79.409,1
aiops-alerts-024-00011,2026-01-11,project-20,pubsub,global,prod,backend,reliability,74.69,6.716,0.639,22.65,67.48,0
aiops-alerts-024-00012,2026-01-12,project-01,compute,us-central1,prod,backend,security,71.893,11.238,0.36,165.497,88.12,1
aiops-alerts-024-00013,2026-01-13,project-07,vertex-ai,us-east1,dev,security,quality,24.575,4.842,0.427,144.317,55.89,0
aiops-alerts-024-00014,2026-01-14,project-14,vertex-ai,us-central1,prod,backend,security,81.473,7.992,0.675,217.761,100,1
aiops-alerts-024-00015,2026-01-15,project-17,vertex-ai,asia-south1,sandbox,platform,security,32.108,6.992,0.409,94.909,55.708,0
aiops-alerts-024-00016,2026-01-16,project-15,pubsub,global,prod,finops,latency,87.963,21.26,0.67,118.789,100,1
