record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,critical_alert
aiops-alerts-014-00001,2026-01-01,project-09,bigquery,us-east1,prod,security,cost,67.722,14.2,0.553,52.607,83.863,1
aiops-alerts-014-00002,2026-01-02,project-02,cloud-sql,us-central1,prod,mlops,reliability,65.232,6.552,0.774,19.908,68.112,0
aiops-alerts-014-00003,2026-01-03,project-03,bigquery,us-central1,staging,finops,quality,20.241,5.527,0.537,145.976,60.064,1
aiops-alerts-014-00004,2026-01-04,project-15,vertex-ai,us-east1,dev,security,security,66.055,14.582,0.862,158.686,100,1
aiops-alerts-014-00005,2026-01-05,project-14,cloud-sql,global,dev,security,quality,27.774,6.933,0.563,175.95,71.262,0
aiops-alerts-014-00006,2026-01-06,project-24,pubsub,us-east1,prod,security,latency,70.191,6.299,0.328,165.735,74.914,1
aiops-alerts-014-00007,2026-01-07,project-20,pubsub,us-central1,sandbox,platform,security,56.149,15.432,0.663,187.116,100,1
aiops-alerts-014-00008,2026-01-08,project-22,compute,us-east1,prod,security,reliability,63.936,10.098,0.511,105.412,79.197,1
aiops-alerts-014-00009,2026-01-09,project-15,vertex-ai,europe-west1,dev,finops,cost,88.851,5.829,0.539,130.888,82.652,1
aiops-alerts-014-00010,2026-01-10,project-22,gke,global,dev,backend,latency,37.781,9.696,0.604,86.307,69.574,1
aiops-alerts-014-00011,2026-01-11,project-23,cloud-run,us-central1,staging,mlops,latency,18.706,5.663,0.386,177.199,59.112,1
aiops-alerts-014-00012,2026-01-12,project-09,cloud-run,us-east1,dev,backend,cost,64.525,3.665,0.404,115.398,62.104,1
aiops-alerts-014-00013,2026-01-13,project-10,vertex-ai,europe-west1,dev,backend,latency,39.586,8.497,0.581,69.569,64.162,1
aiops-alerts-014-00014,2026-01-14,project-05,cloud-sql,europe-west1,dev,backend,latency,58.464,6.643,0.358,146.874,69.912,1
aiops-alerts-014-00015,2026-01-15,project-17,cloud-sql,us-east1,prod,backend,security,73.451,8.691,0.614,74.928,78.404,1
aiops-alerts-014-00016,2026-01-16,project-07,vertex-ai,global,staging,mlops,latency,89.635,8.036,0.606,121.631,89.071,1
aiops-alerts-014-00017,2026-01-17,project-11,bigquery,us-east1,dev,security,security,31.503,8.078,0.811,135.071,77.958,1
aiops-alerts-014-00018,2026-01-18,project-07,pubsub,us-central1,prod,backend,reliability,70.448,10.744,0.997,139.017,100,1
aiops-alerts-014-00019,2026-01-19,project-17,cloud-sql,us-central1,sandbox,platform,security,78.526,9.802,0.445,50.751,73.332,1
aiops-alerts-014-00020,2026-01-20,project-05,cloud-run,europe-west1,sandbox,finops,latency,98.738,5.825,0.334,61.748,68.845,1
aiops-alerts-014-00021,2026-01-21,project-02,pubsub,us-east1,sandbox,backend,quality,21.582,11.732,0.468,112.281,67.683,1
aiops-alerts-014-00022,2026-01-22,project-13,vertex-ai,europe-west1,staging,backend,security,76.183,11.963,0.56,68.377,84.149,1
aiops-alerts-014-00023,2026-01-23,project-16,pubsub,global,dev,backend,security,55.295,5.436,0.45,155.42,70.453,1
aiops-alerts-014-00024,2026-01-24,project-14,gke,us-central1,prod,platform,cost,80.263,4.975,0.524,183.718,84.833,1
aiops-alerts-014-00025,2026-01-25,project-09,cloud-sql,us-east1,dev,backend,cost,11.204,7.726,0.6,192.855,71.073,1
aiops-alerts-014-00026,2026-01-26,project-09,cloud-run,global,dev,finops,security,50.491,6.485,0.432,69.062,57.995,0
aiops-alerts-014-00027,2026-01-27,project-02,cloud-sql,europe-west1,prod,data,quality,51.12,9.98,0.232,133.245,68.73,1
aiops-alerts-014-00028,2026-01-28,project-13,cloud-run,us-east1,prod,finops,reliability,65.098,13.693,0.675,94.192,92.096,1
aiops-alerts-014-00029,2026-01-29,project-24,bigquery,asia-south1,prod,platform,security,71.092,7.021,0.641,105.799,79.129,1
aiops-alerts-014-00030,2026-01-30,project-18,bigquery,us-central1,sandbox,finops,reliability,43.529,6.821,0.439,133.686,66.012,1
aiops-alerts-014-00031,2026-01-31,project-18,compute,asia-south1,dev,security,cost,42.663,5.449,0.412,97.811,56.33,0
aiops-alerts-014-00032,2026-02-01,project-24,cloud-run,asia-south1,dev,security,quality,39.661,8.871,0.144,121.021,57.269,0
aiops-alerts-014-00033,2026-02-02,project-07,pubsub,asia-south1,prod,platform,quality,85.917,17.691,0.523,103.879,100,1
aiops-alerts-014-00034,2026-02-03,project-14,gke,us-central1,dev,finops,latency,39.721,11.602,0.507,42.088,64.857,1
aiops-alerts-014-00035,2026-02-04,project-04,compute,global,prod,mlops,quality,37.805,8.86,0.381,180.528,73.567,0
aiops-alerts-014-00036,2026-02-05,project-19,gke,global,prod,platform,latency,54.529,9.593,0.496,106.769,74.399,1
aiops-alerts-014-00037,2026-02-06,project-20,cloud-sql,us-east1,staging,backend,cost,47.834,8.141,0.823,14.752,66.694,1
aiops-alerts-014-00038,2026-02-07,project-03,gke,us-central1,prod,security,latency,53.415,7.836,0.92,117.03,86.246,1
aiops-alerts-014-00039,2026-02-08,project-17,pubsub,global,prod,mlops,cost,82.471,6.321,0.43,59.88,67.396,0
aiops-alerts-014-00040,2026-02-09,project-04,vertex-ai,us-central1,staging,platform,cost,58.508,20.247,0.609,109.476,100,1
aiops-alerts-014-00041,2026-02-10,project-04,gke,global,prod,data,reliability,14.623,14.953,0.547,0.0,59.153,1
aiops-alerts-014-00042,2026-02-11,project-10,bigquery,us-central1,staging,platform,cost,60.363,5.379,0.424,117.987,65.724,1
aiops-alerts-014-00043,2026-02-12,project-19,cloud-sql,asia-south1,dev,finops,cost,68.067,6.978,0.181,74.285,57.274,0
aiops-alerts-014-00044,2026-02-13,project-07,vertex-ai,asia-south1,dev,mlops,cost,36.746,6.287,0.706,179.215,78.376,1
aiops-alerts-014-00045,2026-02-14,project-03,vertex-ai,asia-south1,prod,finops,cost,67.34,5.529,0.392,133.592,69.672,0
aiops-alerts-014-00046,2026-02-15,project-01,cloud-run,global,dev,mlops,latency,28.661,5.602,0.542,144.925,63.208,0
aiops-alerts-014-00047,2026-02-16,project-23,gke,asia-south1,prod,data,quality,88.29,19.035,0.348,147.599,100,1
aiops-alerts-014-00048,2026-02-17,project-10,cloud-run,asia-south1,sandbox,mlops,security,75.783,6.574,0.914,134.605,93.483,1
aiops-alerts-014-00049,2026-02-18,project-15,compute,us-east1,sandbox,data,latency,25.391,6.074,0.382,90.133,49.574,0
aiops-alerts-014-00050,2026-02-19,project-17,compute,europe-west1,prod,finops,security,35.602,8.674,0.656,135.143,75.368,1
aiops-alerts-014-00051,2026-02-20,project-15,cloud-sql,asia-south1,sandbox,platform,latency,11.773,6.478,0.553,206.513,68.707,1
aiops-alerts-014-00052,2026-02-21,project-11,gke,asia-south1,prod,platform,latency,79.458,5.624,0.815,157.186,92.381,1
