record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,quality_issue
data-quality-078-00001,2026-01-01,project-24,gke,global,prod,security,latency,51.038,5.993,0.562,25.401,55.221,0
data-quality-078-00002,2026-01-02,project-16,pubsub,europe-west1,dev,finops,reliability,52.47,9.862,0.487,63.713,67.712,1
data-quality-078-00003,2026-01-03,project-03,cloud-run,global,prod,finops,security,33.588,11.834,0.595,128.275,78.9,1
data-quality-078-00004,2026-01-04,project-16,gke,global,prod,finops,cost,45.128,21.288,0.453,73.156,91.99,1
data-quality-078-00005,2026-01-05,project-05,vertex-ai,global,prod,security,quality,48.886,18.019,0.8,13.199,89.079,1
data-quality-078-00006,2026-01-06,project-17,cloud-run,europe-west1,dev,platform,security,57.014,8.678,0.484,0.0,57.144,0
data-quality-078-00007,2026-01-07,project-10,gke,europe-west1,staging,data,quality,37.662,7.135,0.513,149.944,69.652,0
data-quality-078-00008,2026-01-08,project-04,gke,us-east1,dev,finops,cost,47.841,18.512,0.964,38.761,99.332,1
data-quality-078-00009,2026-01-09,project-17,vertex-ai,europe-west1,dev,data,security,61.754,9.308,0.141,164.145,72.205,1
data-quality-078-00010,2026-01-10,project-17,compute,europe-west1,prod,finops,cost,79.413,8.515,0.887,180.541,100,1
data-quality-078-00011,2026-01-11,project-21,cloud-sql,us-east1,prod,platform,reliability,45.802,27.948,0.809,151.527,100,1
data-quality-078-00012,2026-01-12,project-16,compute,global,dev,security,quality,56.229,7.378,0.843,131.234,85.539,1
data-quality-078-00013,2026-01-13,project-12,vertex-ai,europe-west1,dev,platform,quality,34.47,14.376,0.485,154.176,85.067,1
data-quality-078-00014,2026-01-14,project-08,vertex-ai,us-central1,staging,mlops,quality,45.37,6.173,0.675,46.391,60.674,0
data-quality-078-00015,2026-01-15,project-01,bigquery,global,dev,data,latency,46.056,12.97,0.591,95.999,81.068,1
data-quality-078-00016,2026-01-16,project-11,vertex-ai,asia-south1,prod,finops,cost,56.315,14.417,0.494,229.241,100,1
data-quality-078-00017,2026-01-17,project-17,compute,global,dev,backend,quality,31.027,5.753,0.538,132.478,62.433,0
data-quality-078-00018,2026-01-18,project-02,cloud-run,us-central1,prod,platform,cost,68.389,6.334,0.414,32.765,57.984,0
data-quality-078-00019,2026-01-19,project-04,compute,europe-west1,sandbox,mlops,latency,40.983,6.861,0.696,74.012,65.506,1
data-quality-078-00020,2026-01-20,project-12,pubsub,asia-south1,prod,security,reliability,67.128,20.036,0.564,31.77,94.619,1
data-quality-078-00021,2026-01-21,project-14,cloud-sql,us-central1,dev,finops,cost,36.321,13.677,0.466,136.298,80.812,1
data-quality-078-00022,2026-01-22,project-01,pubsub,us-central1,prod,data,reliability,76.269,9.844,0.767,96.579,90.593,1
data-quality-078-00023,2026-01-23,project-15,cloud-sql,us-east1,staging,security,quality,66.931,9.866,0.514,77.039,75.671,1
data-quality-078-00024,2026-01-24,project-06,cloud-run,us-central1,staging,finops,latency,58.014,7.134,0.414,162.082,75.078,1
data-quality-078-00025,2026-01-25,project-05,cloud-sql,us-east1,dev,security,latency,53.835,5.559,0.62,177.47,79.394,1
data-quality-078-00026,2026-01-26,project-04,gke,us-central1,sandbox,backend,security,28.751,10.966,0.765,110.508,78.541,1
data-quality-078-00027,2026-01-27,project-14,vertex-ai,asia-south1,sandbox,platform,reliability,51.2,8.745,0.696,165.68,86.847,1
data-quality-078-00028,2026-01-28,project-22,vertex-ai,asia-south1,prod,platform,security,77.613,5.37,0.341,187.015,78.903,1
data-quality-078-00029,2026-01-29,project-03,compute,europe-west1,dev,mlops,reliability,27.251,13.501,0.319,118.751,69.523,1
data-quality-078-00030,2026-01-30,project-03,compute,us-central1,prod,security,latency,88.765,25.946,0.595,171.213,100,1
data-quality-078-00031,2026-01-31,project-08,vertex-ai,us-east1,prod,backend,reliability,86.295,13.213,0.52,93.883,92.925,1
data-quality-078-00032,2026-02-01,project-03,compute,asia-south1,prod,backend,cost,61.176,7.103,0.592,185.802,85.801,1
data-quality-078-00033,2026-02-02,project-02,cloud-run,us-east1,prod,mlops,cost,54.847,15.434,0.387,101.058,83.492,1
data-quality-078-00034,2026-02-03,project-20,cloud-sql,global,staging,mlops,cost,71.935,6.948,0.397,115.789,72.17,1
data-quality-078-00035,2026-02-04,project-04,cloud-run,europe-west1,dev,security,quality,30.333,4.731,0.573,25.257,45.394,0
data-quality-078-00036,2026-02-05,project-17,pubsub,europe-west1,prod,mlops,reliability,89.67,7.41,0.871,123.998,97.243,1
data-quality-078-00037,2026-02-06,project-17,gke,us-east1,prod,mlops,cost,72.939,14.143,0.438,199.179,100,1
data-quality-078-00038,2026-02-07,project-08,cloud-run,us-east1,prod,finops,cost,40.171,8.13,0.525,147.978,72.985,1
data-quality-078-00039,2026-02-08,project-15,compute,us-central1,dev,security,reliability,24.559,18.747,0.437,155.049,90.245,1
data-quality-078-00040,2026-02-09,project-04,cloud-sql,global,staging,data,quality,0.0,9.133,0.799,75.754,60.323,0
data-quality-078-00041,2026-02-10,project-15,cloud-run,europe-west1,sandbox,backend,latency,31.216,8.344,0.776,142.043,78.27,1
data-quality-078-00042,2026-02-11,project-13,vertex-ai,europe-west1,prod,backend,latency,79.738,10.364,0.641,137.128,94.524,1
