record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,risk_detected
cloud-security-047-00001,2026-01-01,project-22,gke,asia-south1,prod,security,latency,76.249,9.457,0.812,200.521,100,1
cloud-security-047-00002,2026-01-02,project-11,gke,us-central1,dev,data,quality,23.756,7.07,1.003,185.517,86.971,1
cloud-security-047-00003,2026-01-03,project-16,cloud-sql,us-central1,prod,mlops,latency,86.749,10.408,0.491,0.0,71.832,1
cloud-security-047-00004,2026-01-04,project-13,compute,asia-south1,sandbox,data,quality,44.879,12.752,0.505,54.022,71.016,1
cloud-security-047-00005,2026-01-05,project-04,cloud-run,us-central1,prod,backend,quality,86.653,6.702,0.305,219.863,88.705,1
cloud-security-047-00006,2026-01-06,project-23,cloud-sql,us-central1,dev,platform,latency,11.372,6.827,0.621,142.184,62.38,0
cloud-security-047-00007,2026-01-07,project-11,cloud-run,europe-west1,dev,security,cost,60.734,15.234,0.673,198.216,100,1
cloud-security-047-00008,2026-01-08,project-09,cloud-run,europe-west1,prod,security,latency,51.591,14.163,0.298,83.306,73.683,1
cloud-security-047-00009,2026-01-09,project-22,compute,us-central1,staging,backend,latency,63.76,6.783,0.491,69.719,65.495,1
cloud-security-047-00010,2026-01-10,project-18,cloud-run,us-east1,staging,mlops,cost,88.15,9.234,0.576,175.063,98.089,1
cloud-security-047-00011,2026-01-11,project-16,compute,asia-south1,prod,data,quality,64.694,10.928,0.514,128.168,84.823,1
cloud-security-047-00012,2026-01-12,project-21,vertex-ai,global,prod,data,security,98.227,8.635,0.498,161.653,95.532,1
cloud-security-047-00013,2026-01-13,project-20,vertex-ai,global,prod,finops,cost,78.119,17.655,0.714,104.813,100,1
cloud-security-047-00014,2026-01-14,project-02,pubsub,europe-west1,dev,platform,security,33.401,10.841,0.457,196.564,81.647,1
cloud-security-047-00015,2026-01-15,project-10,vertex-ai,us-central1,prod,security,latency,49.509,8.585,0.674,187.66,88.317,1
cloud-security-047-00016,2026-01-16,project-06,pubsub,europe-west1,prod,platform,reliability,58.815,8.609,0.687,110.401,80.818,1
cloud-security-047-00017,2026-01-17,project-12,vertex-ai,global,prod,finops,reliability,69.624,27.686,0.695,196.662,100,1
cloud-security-047-00018,2026-01-18,project-09,cloud-run,europe-west1,prod,backend,latency,12.222,8.652,0.503,167.17,66.45,1
cloud-security-047-00019,2026-01-19,project-15,cloud-sql,us-east1,staging,backend,quality,0.684,13.518,0.563,120.664,69.083,1
cloud-security-047-00020,2026-01-20,project-12,pubsub,us-east1,prod,data,cost,87.774,15.787,0.574,85.737,100,1
cloud-security-047-00021,2026-01-21,project-19,compute,asia-south1,prod,data,latency,70.985,8.824,0.638,58.941,76.36,0
cloud-security-047-00022,2026-01-22,project-19,gke,us-central1,dev,finops,security,21.589,5.873,0.322,118.954,49.877,0
cloud-security-047-00023,2026-01-23,project-22,bigquery,us-central1,prod,security,cost,38.385,11.75,0.557,148.834,82.051,1
cloud-security-047-00024,2026-01-24,project-24,cloud-run,asia-south1,prod,mlops,latency,61.467,12.217,0.35,287.637,100,1
cloud-security-047-00025,2026-01-25,project-04,compute,us-east1,staging,data,latency,45.508,26.162,0.466,99.576,100,1
cloud-security-047-00026,2026-01-26,project-16,gke,us-central1,prod,data,reliability,53.089,8.699,0.207,155.468,68.796,1
cloud-security-047-00027,2026-01-27,project-06,cloud-run,global,prod,mlops,cost,64.939,12.211,0.589,189.938,99.535,1
cloud-security-047-00028,2026-01-28,project-21,cloud-sql,us-central1,prod,platform,latency,44.506,11.428,0.414,122.423,74.586,0
cloud-security-047-00029,2026-01-29,project-03,gke,us-central1,prod,backend,quality,53.756,6.933,0.691,27.049,63.121,1
cloud-security-047-00030,2026-01-30,project-19,gke,europe-west1,staging,backend,security,40.107,12.167,0.637,170.502,89.587,1
cloud-security-047-00031,2026-01-31,project-19,cloud-run,global,staging,mlops,quality,53.187,8.475,0.422,147.345,74.648,1
cloud-security-047-00032,2026-02-01,project-18,gke,us-central1,dev,data,latency,45.877,7.017,0.431,76.763,58.71,0
cloud-security-047-00033,2026-02-02,project-23,vertex-ai,us-east1,prod,security,reliability,75.522,6.894,0.358,90.552,68.254,0
cloud-security-047-00034,2026-02-03,project-07,vertex-ai,asia-south1,prod,platform,latency,53.937,8.211,0.609,177.478,85.234,1
cloud-security-047-00035,2026-02-04,project-13,cloud-sql,global,prod,mlops,reliability,94.369,7.152,0.349,82.068,73.9,1
cloud-security-047-00036,2026-02-05,project-19,cloud-sql,global,dev,data,cost,59.814,20.679,0.552,144.56,100,1
cloud-security-047-00037,2026-02-06,project-16,compute,us-east1,staging,platform,security,27.757,11.037,0.727,138.35,81.089,1
cloud-security-047-00038,2026-02-07,project-11,bigquery,us-east1,prod,backend,cost,42.415,7.294,0.356,151.866,66.472,1
cloud-security-047-00039,2026-02-08,project-24,compute,asia-south1,prod,security,reliability,67.301,9.158,0.232,117.077,70.118,1
cloud-security-047-00040,2026-02-09,project-10,cloud-sql,us-central1,prod,backend,quality,88.218,6.509,0.424,172.977,86.13,1
cloud-security-047-00041,2026-02-10,project-10,pubsub,global,dev,mlops,cost,28.604,4.966,0.644,90.865,57.39,0
cloud-security-047-00042,2026-02-11,project-18,bigquery,europe-west1,sandbox,platform,security,62.822,6.695,0.547,163.821,80.645,1
cloud-security-047-00043,2026-02-12,project-03,pubsub,europe-west1,staging,finops,quality,73.97,13.554,0.767,148.201,100,1
cloud-security-047-00044,2026-02-13,project-06,compute,europe-west1,prod,mlops,quality,118.549,13.879,0.672,164.646,100,1
cloud-security-047-00045,2026-02-14,project-07,gke,global,prod,backend,reliability,45.284,12.504,0.874,228.399,100,1
cloud-security-047-00046,2026-02-15,project-23,pubsub,europe-west1,prod,platform,security,49.704,10.743,0.366,150.572,77.232,1
cloud-security-047-00047,2026-02-16,project-07,vertex-ai,europe-west1,prod,data,reliability,57.468,4.281,0.375,176.106,68.91,1
cloud-security-047-00048,2026-02-17,project-03,gke,europe-west1,prod,backend,latency,97.718,7.002,0.636,122.768,90.703,1
cloud-security-047-00049,2026-02-18,project-04,vertex-ai,europe-west1,dev,security,reliability,47.736,8.37,0.41,97.881,64.862,0
cloud-security-047-00050,2026-02-19,project-01,cloud-sql,europe-west1,sandbox,platform,quality,32.7,15.134,0.475,160.583,86.801,1
cloud-security-047-00051,2026-02-20,project-09,bigquery,global,sandbox,data,quality,0.0,6.267,0.755,150.339,62.972,0
cloud-security-047-00052,2026-02-21,project-12,bigquery,asia-south1,staging,data,quality,31.81,13.814,0.647,143.164,86.889,1
cloud-security-047-00053,2026-02-22,project-20,compute,global,prod,backend,reliability,84.587,21.629,0.634,79.515,100,1
cloud-security-047-00054,2026-02-23,project-12,cloud-sql,us-central1,staging,finops,cost,10.899,7.607,0.539,102.349,55.355,0
cloud-security-047-00055,2026-02-24,project-07,bigquery,europe-west1,staging,backend,quality,54.59,6.74,0.587,154.137,77.856,1
cloud-security-047-00056,2026-02-25,project-15,gke,us-central1,prod,backend,security,74.165,11.977,0.592,109.865,90.646,1
cloud-security-047-00057,2026-02-26,project-01,bigquery,asia-south1,staging,mlops,latency,63.95,7.775,0.454,21.96,59.617,1
cloud-security-047-00058,2026-02-27,project-17,cloud-run,us-east1,dev,mlops,reliability,7.338,9.729,0.855,100.054,69.786,1
cloud-security-047-00059,2026-02-28,project-01,bigquery,asia-south1,prod,security,latency,75.355,4.021,0.63,107.19,73.438,1
cloud-security-047-00060,2026-03-01,project-05,bigquery,asia-south1,dev,finops,security,82.009,19.927,0.645,176.422,100,1
cloud-security-047-00061,2026-03-02,project-06,bigquery,europe-west1,sandbox,backend,latency,48.35,3.16,0.514,165.489,66.42,0
cloud-security-047-00062,2026-03-03,project-01,vertex-ai,us-east1,dev,data,cost,35.88,8.845,0.155,179.137,64.745,0
cloud-security-047-00063,2026-03-04,project-21,vertex-ai,us-central1,sandbox,backend,quality,60.139,5.83,0.376,176.701,73.581,0
cloud-security-047-00064,2026-03-05,project-11,compute,global,dev,security,cost,51.617,17.887,0.715,51.327,92.312,1
cloud-security-047-00065,2026-03-06,project-17,cloud-run,global,prod,mlops,security,43.272,10.803,0.707,223.298,97.661,1
cloud-security-047-00066,2026-03-07,project-17,pubsub,europe-west1,prod,security,security,42.689,8.512,0.558,108.202,70.112,1
cloud-security-047-00067,2026-03-08,project-12,pubsub,global,staging,mlops,cost,51.601,12.835,0.577,94.697,82.014,1
cloud-security-047-00068,2026-03-09,project-01,compute,europe-west1,dev,data,security,56.04,11.184,0.46,52.908,69.526,1
cloud-security-047-00069,2026-03-10,project-01,compute,us-central1,sandbox,backend,quality,59.511,7.631,0.532,38.737,62.904,0
cloud-security-047-00070,2026-03-11,project-18,pubsub,us-central1,prod,platform,quality,49.808,3.667,0.516,164.245,68.002,0
cloud-security-047-00071,2026-03-12,project-13,compute,global,prod,backend,security,81.695,12.276,0.469,166.227,97.894,1
cloud-security-047-00072,2026-03-13,project-09,gke,us-central1,prod,security,cost,66.87,10.3,0.389,244.101,96.651,1
