record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,model_promoted
vertex-ai-090-00001,2026-01-01,project-09,cloud-run,global,sandbox,security,quality,56.363,14.594,0.587,58.429,82.846,1
vertex-ai-090-00002,2026-01-02,project-18,compute,global,dev,security,quality,37.64,10.469,0.727,217.184,94.719,1
vertex-ai-090-00003,2026-01-03,project-07,cloud-sql,asia-south1,sandbox,finops,quality,43.335,4.6,0.567,197.412,74.535,1
vertex-ai-090-00004,2026-01-04,project-16,cloud-run,global,prod,security,cost,82.926,6.147,0.372,129.284,75.241,1
vertex-ai-090-00005,2026-01-05,project-01,cloud-run,global,dev,platform,latency,60.575,6.705,0.55,73.589,66.828,1
vertex-ai-090-00006,2026-01-06,project-08,compute,us-east1,staging,finops,cost,53.376,7.242,0.834,60.954,73.659,1
vertex-ai-090-00007,2026-01-07,project-01,vertex-ai,europe-west1,prod,data,security,68.359,8.91,0.65,81.519,79.354,1
vertex-ai-090-00008,2026-01-08,project-10,bigquery,global,sandbox,finops,cost,21.834,1.665,0.493,134.766,48.435,0
vertex-ai-090-00009,2026-01-09,project-21,bigquery,global,prod,mlops,reliability,43.293,8.095,0.335,219.399,77.762,0
vertex-ai-090-00010,2026-01-10,project-11,cloud-sql,global,prod,backend,quality,61.37,9.38,0.561,184.511,89.909,1
vertex-ai-090-00011,2026-01-11,project-05,vertex-ai,global,prod,backend,security,85.404,6.554,0.753,201.728,100,1
vertex-ai-090-00012,2026-01-12,project-07,compute,us-east1,sandbox,finops,reliability,23.529,8.774,0.819,169.869,82.145,1
vertex-ai-090-00013,2026-01-13,project-05,pubsub,global,prod,backend,latency,29.339,8.997,0.37,46.713,51.024,0
vertex-ai-090-00014,2026-01-14,project-17,cloud-sql,europe-west1,prod,platform,reliability,82.793,4.31,0.302,93.503,63.24,0
vertex-ai-090-00015,2026-01-15,project-02,cloud-run,global,staging,finops,reliability,0.0,6.262,0.366,62.547,36.543,0
vertex-ai-090-00016,2026-01-16,project-09,bigquery,us-east1,prod,data,quality,84.561,11.148,0.822,15.623,86.657,1
vertex-ai-090-00017,2026-01-17,project-22,pubsub,us-central1,sandbox,platform,security,34.803,11.88,0.472,194.501,84.786,1
vertex-ai-090-00018,2026-01-18,project-17,vertex-ai,us-east1,prod,platform,reliability,57.314,7.99,0.276,140.042,68.786,1
vertex-ai-090-00019,2026-01-19,project-04,bigquery,us-central1,staging,platform,latency,28.265,11.749,0.648,103.908,75.14,1
vertex-ai-090-00020,2026-01-20,project-19,cloud-sql,us-central1,dev,security,latency,60.519,9.153,0.266,140.187,72.293,0
vertex-ai-090-00021,2026-01-21,project-05,vertex-ai,europe-west1,prod,platform,reliability,88.128,6.481,0.499,213.405,94.554,1
vertex-ai-090-00022,2026-01-22,project-07,vertex-ai,us-east1,sandbox,security,security,26.452,5.264,0.703,133.496,65.614,0
vertex-ai-090-00023,2026-01-23,project-11,compute,us-central1,dev,mlops,cost,76.036,22.634,0.361,159.746,100,1
vertex-ai-090-00024,2026-01-24,project-09,cloud-sql,us-central1,dev,mlops,reliability,66.992,8.101,0.558,162.004,85.505,1
vertex-ai-090-00025,2026-01-25,project-04,cloud-sql,us-east1,prod,finops,latency,56.851,10.295,0.7,32.849,73.21,1
vertex-ai-090-00026,2026-01-26,project-16,cloud-sql,us-east1,prod,backend,latency,109.171,11.29,0.304,78.013,86.57,1
vertex-ai-090-00027,2026-01-27,project-12,gke,asia-south1,dev,mlops,security,12.722,6.471,0.959,95.994,67.116,1
vertex-ai-090-00028,2026-01-28,project-17,pubsub,europe-west1,prod,security,cost,55.936,7.568,0.715,14.101,64.318,1
vertex-ai-090-00029,2026-01-29,project-13,pubsub,us-central1,prod,backend,cost,47.673,5.999,0.421,172.877,70.629,1
vertex-ai-090-00030,2026-01-30,project-22,bigquery,europe-west1,prod,security,quality,73.349,8.072,0.528,111.822,79.294,1
vertex-ai-090-00031,2026-01-31,project-11,cloud-sql,europe-west1,prod,finops,cost,87.492,7.871,0.61,141.224,90.933,1
vertex-ai-090-00032,2026-02-01,project-03,vertex-ai,us-central1,prod,mlops,quality,50.2,8.594,0.262,136.493,66.698,1
vertex-ai-090-00033,2026-02-02,project-12,pubsub,us-east1,prod,data,quality,72.519,9.618,0.599,33.315,73.647,1
vertex-ai-090-00034,2026-02-03,project-08,cloud-sql,global,prod,platform,latency,51.877,7.861,0.713,0.0,61.454,1
vertex-ai-090-00035,2026-02-04,project-17,pubsub,us-east1,sandbox,platform,cost,65.441,21.225,0.871,82.394,100,1
vertex-ai-090-00036,2026-02-05,project-19,bigquery,us-central1,prod,platform,cost,44.4,6.025,0.48,174.071,71.784,1
vertex-ai-090-00037,2026-02-06,project-03,bigquery,us-east1,staging,security,cost,56.619,13.851,0.519,182.487,96.913,1
vertex-ai-090-00038,2026-02-07,project-18,vertex-ai,global,prod,data,security,67.697,14.922,0.623,28.157,84.423,1
vertex-ai-090-00039,2026-02-08,project-21,cloud-run,europe-west1,staging,security,quality,62.133,14.577,0.669,188.612,100,1
vertex-ai-090-00040,2026-02-09,project-21,compute,global,prod,platform,security,83.695,15.233,0.665,74.084,98.916,1
vertex-ai-090-00041,2026-02-10,project-18,vertex-ai,us-east1,prod,finops,reliability,54.033,9.56,0.654,137.519,84.163,1
vertex-ai-090-00042,2026-02-11,project-12,gke,us-central1,sandbox,data,cost,32.85,11.28,0.582,66.679,67.912,1
vertex-ai-090-00043,2026-02-12,project-14,cloud-sql,us-central1,prod,finops,security,84.134,8.922,0.728,164.591,99.748,1
vertex-ai-090-00044,2026-02-13,project-12,vertex-ai,europe-west1,dev,mlops,cost,20.876,5.827,0.569,147.946,62.393,0
vertex-ai-090-00045,2026-02-14,project-04,compute,us-central1,dev,platform,reliability,24.099,9.583,0.544,213.264,80.936,1
vertex-ai-090-00046,2026-02-15,project-08,pubsub,asia-south1,staging,backend,reliability,51.903,7.157,0.661,178.907,84.091,1
vertex-ai-090-00047,2026-02-16,project-05,gke,europe-west1,sandbox,backend,security,51.738,4.506,0.579,74.387,59.735,0
vertex-ai-090-00048,2026-02-17,project-17,compute,us-east1,dev,finops,cost,54.776,9.157,0.39,116.307,71.149,0
vertex-ai-090-00049,2026-02-18,project-13,cloud-run,us-east1,sandbox,mlops,cost,40.466,9.773,0.637,177.849,85.198,1
vertex-ai-090-00050,2026-02-19,project-01,pubsub,us-east1,dev,security,reliability,62.796,10.458,0.63,194.212,96.753,1
vertex-ai-090-00051,2026-02-20,project-07,vertex-ai,us-east1,prod,data,cost,62.332,6.083,0.816,66.614,74.284,0
vertex-ai-090-00052,2026-02-21,project-03,gke,asia-south1,sandbox,backend,cost,50.248,11.922,0.483,135.752,82.107,1
vertex-ai-090-00053,2026-02-22,project-18,cloud-sql,europe-west1,prod,data,security,61.592,5.735,0.69,131.895,78.324,1
vertex-ai-090-00054,2026-02-23,project-02,vertex-ai,europe-west1,sandbox,data,quality,0.0,16.534,0.624,242.104,95.726,1
vertex-ai-090-00055,2026-02-24,project-20,vertex-ai,global,staging,finops,reliability,54.615,7.846,0.716,201.24,91.83,1
vertex-ai-090-00056,2026-02-25,project-09,cloud-run,asia-south1,staging,data,reliability,38.807,7.966,0.284,64.405,51.502,0
vertex-ai-090-00057,2026-02-26,project-24,pubsub,us-east1,prod,mlops,reliability,63.367,9.673,0.739,59.426,79.28,1
vertex-ai-090-00058,2026-02-27,project-21,compute,europe-west1,dev,backend,security,24.02,6.119,0.363,147.668,56.925,0
vertex-ai-090-00059,2026-02-28,project-20,pubsub,us-central1,dev,data,latency,66.754,11.433,0.683,113.144,90.446,1
vertex-ai-090-00060,2026-03-01,project-12,bigquery,global,prod,security,security,43.524,6.148,0.151,159.751,58.161,0
vertex-ai-090-00061,2026-03-02,project-19,compute,us-east1,staging,platform,reliability,24.446,6.131,0.722,189.461,75.761,1
vertex-ai-090-00062,2026-03-03,project-12,cloud-run,us-central1,prod,mlops,cost,32.884,8.24,0.475,164.111,71.294,1
vertex-ai-090-00063,2026-03-04,project-03,cloud-run,global,dev,security,reliability,52.871,12.171,0.725,90.751,85.513,1
