record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,model_promoted
vertex-ai-050-00001,2026-01-01,project-13,compute,asia-south1,prod,data,security,61.879,6.823,0.593,98.45,72.69,1
vertex-ai-050-00002,2026-01-02,project-21,compute,global,prod,data,quality,64.49,11.951,0.633,109.514,88.583,1
vertex-ai-050-00003,2026-01-03,project-07,cloud-sql,europe-west1,sandbox,platform,security,67.164,11.352,0.336,84.168,74.03,1
vertex-ai-050-00004,2026-01-04,project-12,compute,asia-south1,staging,backend,cost,33.384,8.784,0.462,190.026,76.063,1
vertex-ai-050-00005,2026-01-05,project-04,pubsub,asia-south1,dev,data,cost,61.04,9.781,0.385,121.054,75.315,1
vertex-ai-050-00006,2026-01-06,project-18,vertex-ai,global,prod,platform,cost,49.66,17.734,0.195,48.017,72.588,1
vertex-ai-050-00007,2026-01-07,project-19,pubsub,global,prod,platform,latency,64.973,5.826,0.357,186.007,75.956,0
vertex-ai-050-00008,2026-01-08,project-02,vertex-ai,europe-west1,prod,mlops,security,57.856,9.734,0.413,93.194,71.008,1
vertex-ai-050-00009,2026-01-09,project-13,vertex-ai,europe-west1,staging,mlops,quality,76.869,8.99,0.828,212.052,100,1
vertex-ai-050-00010,2026-01-10,project-15,bigquery,us-east1,prod,security,reliability,59.119,3.731,0.567,141.295,69.848,0
vertex-ai-050-00011,2026-01-11,project-04,vertex-ai,us-east1,prod,data,security,67.875,4.135,0.639,100.995,70.498,1
vertex-ai-050-00012,2026-01-12,project-14,cloud-sql,global,prod,data,quality,37.081,14.376,0.64,176.15,94.611,1
vertex-ai-050-00013,2026-01-13,project-11,cloud-run,asia-south1,dev,platform,reliability,35.003,10.323,0.368,181.822,75.734,1
vertex-ai-050-00014,2026-01-14,project-08,compute,us-east1,sandbox,platform,security,59.084,8.105,0.243,128.231,66.796,1
vertex-ai-050-00015,2026-01-15,project-09,vertex-ai,europe-west1,sandbox,finops,cost,64.586,18.409,0.679,154.511,100,1
vertex-ai-050-00016,2026-01-16,project-23,cloud-sql,global,sandbox,mlops,cost,58.043,6.441,0.318,64.935,55.944,0
vertex-ai-050-00017,2026-01-17,project-14,pubsub,asia-south1,dev,mlops,cost,66.098,6.802,0.649,228.973,95.113,1
vertex-ai-050-00018,2026-01-18,project-07,cloud-sql,europe-west1,prod,mlops,cost,60.186,7.835,0.635,118.989,78.924,1
vertex-ai-050-00019,2026-01-19,project-08,cloud-run,global,dev,security,latency,52.317,18.796,0.795,209.136,100,1
vertex-ai-050-00020,2026-01-20,project-16,bigquery,us-central1,dev,data,cost,34.171,8.432,0.821,38.191,65.939,0
vertex-ai-050-00021,2026-01-21,project-15,gke,global,prod,finops,security,51.387,6.356,0.704,222.381,89.887,1
vertex-ai-050-00022,2026-01-22,project-24,cloud-run,us-central1,prod,security,reliability,45.115,7.294,0.444,180.381,74.655,1
