record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,retraining_needed
mlops-drift-093-00001,2026-01-01,project-06,cloud-sql,global,dev,backend,cost,54.165,5.879,0.536,81.013,63.25,0
mlops-drift-093-00002,2026-01-02,project-24,compute,europe-west1,staging,backend,reliability,81.525,17.603,0.443,157.162,100,1
mlops-drift-093-00003,2026-01-03,project-18,cloud-sql,europe-west1,dev,security,quality,22.229,11.067,0.455,181.748,76.033,1
mlops-drift-093-00004,2026-01-04,project-15,cloud-run,europe-west1,dev,security,latency,63.81,8.791,0.53,188.28,88.853,1
mlops-drift-093-00005,2026-01-05,project-08,pubsub,us-east1,sandbox,data,latency,61.515,9.463,0.643,152.456,88.349,1
mlops-drift-093-00006,2026-01-06,project-18,cloud-run,us-central1,dev,finops,security,51.19,9.238,0.676,94.648,76.935,1
mlops-drift-093-00007,2026-01-07,project-21,pubsub,us-east1,prod,platform,reliability,56.77,6.06,0.942,165.35,91.093,1
mlops-drift-093-00008,2026-01-08,project-16,cloud-sql,global,dev,platform,reliability,48.207,8.906,0.224,170.311,70.33,0
mlops-drift-093-00009,2026-01-09,project-18,pubsub,europe-west1,staging,data,latency,42.574,13.479,0.382,180.785,86.086,1
mlops-drift-093-00010,2026-01-10,project-12,cloud-run,asia-south1,prod,backend,quality,58.87,18.022,0.644,78.978,96.713,1
mlops-drift-093-00011,2026-01-11,project-12,pubsub,us-east1,dev,mlops,reliability,72.303,4.506,0.587,178.172,82.348,1
mlops-drift-093-00012,2026-01-12,project-07,compute,europe-west1,prod,backend,security,68.013,5.898,0.774,10.421,66.176,0
mlops-drift-093-00013,2026-01-13,project-23,bigquery,europe-west1,prod,backend,quality,52.684,11.982,0.522,243.291,100,1
mlops-drift-093-00014,2026-01-14,project-15,cloud-run,europe-west1,prod,mlops,latency,59.821,11.666,0.383,153.506,83.949,1
mlops-drift-093-00015,2026-01-15,project-24,cloud-sql,global,prod,security,security,89.491,5.113,0.506,107.628,76.658,1
mlops-drift-093-00016,2026-01-16,project-10,vertex-ai,global,dev,data,quality,53.69,11.442,0.448,196.995,89.898,1
mlops-drift-093-00017,2026-01-17,project-23,cloud-run,us-central1,prod,finops,reliability,95.088,16.232,0.667,57.621,100,1
mlops-drift-093-00018,2026-01-18,project-14,cloud-sql,us-east1,sandbox,security,latency,53.201,7.995,0.627,126.605,77.684,1
mlops-drift-093-00019,2026-01-19,project-15,bigquery,us-central1,prod,finops,security,70.689,6.265,0.414,153.837,76.284,1
mlops-drift-093-00020,2026-01-20,project-20,pubsub,global,prod,finops,cost,75.516,8.926,0.631,72.574,79.927,1
mlops-drift-093-00021,2026-01-21,project-19,cloud-sql,us-east1,staging,finops,security,36.137,4.925,0.422,0.0,38.91,0
mlops-drift-093-00022,2026-01-22,project-21,cloud-run,asia-south1,prod,platform,reliability,84.077,7.373,0.278,138.912,76.619,1
mlops-drift-093-00023,2026-01-23,project-10,pubsub,global,prod,finops,reliability,70.809,5.903,0.448,197.989,83.11,1
mlops-drift-093-00024,2026-01-24,project-14,cloud-run,us-central1,sandbox,platform,cost,59.083,6.799,0.649,89.595,72.324,1
mlops-drift-093-00025,2026-01-25,project-18,cloud-sql,global,prod,data,security,61.128,4.254,0.694,88.615,68.534,0
mlops-drift-093-00026,2026-01-26,project-16,vertex-ai,asia-south1,staging,mlops,quality,33.773,12.402,0.022,159.292,64.759,1
mlops-drift-093-00027,2026-01-27,project-08,vertex-ai,europe-west1,sandbox,platform,reliability,72.531,8.628,0.825,162.84,98.14,1
mlops-drift-093-00028,2026-01-28,project-22,bigquery,europe-west1,dev,platform,quality,12.111,12.928,0.958,129.448,86.812,1
mlops-drift-093-00029,2026-01-29,project-16,vertex-ai,us-east1,prod,backend,cost,47.797,5.252,0.752,199.292,84.367,1
mlops-drift-093-00030,2026-01-30,project-08,gke,asia-south1,dev,finops,security,60.294,12.448,0.583,57.599,78.953,1
mlops-drift-093-00031,2026-01-31,project-12,pubsub,europe-west1,sandbox,platform,security,26.937,19.107,0.615,50.515,82.903,1
mlops-drift-093-00032,2026-02-01,project-07,pubsub,europe-west1,staging,finops,security,11.817,3.773,0.727,89.1,51.378,0
mlops-drift-093-00033,2026-02-02,project-04,compute,global,dev,finops,reliability,7.384,11.753,0.664,246.436,89.187,1
mlops-drift-093-00034,2026-02-03,project-14,gke,asia-south1,sandbox,platform,cost,33.762,5.605,0.622,146.433,68.02,1
mlops-drift-093-00035,2026-02-04,project-13,cloud-sql,us-east1,dev,mlops,quality,53.303,10.831,0.189,101.533,65.35,1
mlops-drift-093-00036,2026-02-05,project-21,pubsub,asia-south1,prod,mlops,security,60.337,34.696,0.405,125.722,100,1
mlops-drift-093-00037,2026-02-06,project-21,gke,asia-south1,dev,finops,cost,31.878,8.466,0.533,71.064,59.93,0
mlops-drift-093-00038,2026-02-07,project-01,bigquery,europe-west1,dev,backend,quality,30.139,10.398,0.719,76.244,71.095,1
mlops-drift-093-00039,2026-02-08,project-16,compute,us-east1,dev,backend,cost,42.728,3.361,0.566,91.537,55.956,0
mlops-drift-093-00040,2026-02-09,project-19,cloud-run,asia-south1,dev,finops,quality,29.39,7.331,0.873,155.483,80.622,1
mlops-drift-093-00041,2026-02-10,project-14,cloud-sql,us-central1,sandbox,backend,latency,36.467,10.688,0.097,155.747,63.81,1
mlops-drift-093-00042,2026-02-11,project-09,vertex-ai,europe-west1,dev,security,reliability,28.879,21.41,0.51,155.936,100,1
mlops-drift-093-00043,2026-02-12,project-03,vertex-ai,asia-south1,staging,security,quality,64.855,10.487,0.206,114.179,71.03,1
mlops-drift-093-00044,2026-02-13,project-05,compute,europe-west1,prod,finops,reliability,70.105,15.734,0.339,232.071,100,1
mlops-drift-093-00045,2026-02-14,project-04,vertex-ai,us-east1,dev,platform,reliability,24.759,7.814,0.42,72.362,52.151,0
mlops-drift-093-00046,2026-02-15,project-06,pubsub,global,dev,platform,security,55.076,10.471,0.536,123.663,80.503,1
mlops-drift-093-00047,2026-02-16,project-18,pubsub,asia-south1,prod,security,security,56.843,12.346,0.429,19.03,66.493,0
mlops-drift-093-00048,2026-02-17,project-10,cloud-sql,us-east1,prod,data,latency,69.563,12.598,0.402,173.365,93.095,1
mlops-drift-093-00049,2026-02-18,project-02,gke,asia-south1,prod,data,reliability,75.886,10.698,0.543,114.152,87.174,1
mlops-drift-093-00050,2026-02-19,project-10,gke,us-central1,prod,mlops,latency,57.191,9.607,0.361,110.957,71.249,1
mlops-drift-093-00051,2026-02-20,project-06,cloud-run,asia-south1,staging,mlops,quality,19.753,7.332,1.004,98.012,73.455,1
mlops-drift-093-00052,2026-02-21,project-11,pubsub,us-central1,sandbox,security,latency,40.21,17.48,0.527,84.326,85.603,1
mlops-drift-093-00053,2026-02-22,project-16,pubsub,europe-west1,prod,security,quality,79.055,8.711,0.51,208.829,96.299,1
mlops-drift-093-00054,2026-02-23,project-15,cloud-run,europe-west1,prod,backend,cost,45.114,29.521,0.37,125.821,100,1
mlops-drift-093-00055,2026-02-24,project-09,vertex-ai,us-central1,prod,data,quality,64.819,13.701,0.582,164.869,99.069,1
mlops-drift-093-00056,2026-02-25,project-12,vertex-ai,us-east1,prod,finops,cost,84.472,12.388,0.59,116.238,96.072,1
mlops-drift-093-00057,2026-02-26,project-17,cloud-run,europe-west1,prod,security,cost,61.179,9.675,0.54,88.721,75.826,0
mlops-drift-093-00058,2026-02-27,project-18,compute,us-central1,dev,backend,quality,43.608,12.538,0.482,51.382,68.881,1
mlops-drift-093-00059,2026-02-28,project-05,pubsub,global,prod,platform,cost,82.113,9.559,0.635,177.482,99.152,1
mlops-drift-093-00060,2026-03-01,project-09,cloud-run,europe-west1,prod,security,quality,56.332,15.964,0.366,149.658,91.601,1
mlops-drift-093-00061,2026-03-02,project-05,bigquery,global,prod,data,reliability,84.316,7.296,0.522,77.399,76.092,1
mlops-drift-093-00062,2026-03-03,project-03,bigquery,global,prod,mlops,security,57.25,11.004,0.437,139.167,81.304,1
mlops-drift-093-00063,2026-03-04,project-21,vertex-ai,europe-west1,dev,data,security,24.056,12.238,0.447,110.621,68.752,0
mlops-drift-093-00064,2026-03-05,project-17,bigquery,us-central1,prod,mlops,latency,99.59,4.989,0.716,180.339,97.857,1
mlops-drift-093-00065,2026-03-06,project-22,bigquery,asia-south1,staging,platform,reliability,42.91,14.298,0.342,159.73,83.644,1
mlops-drift-093-00066,2026-03-07,project-11,cloud-run,us-east1,prod,data,cost,74.448,14.904,0.77,304.676,100,1
mlops-drift-093-00067,2026-03-08,project-17,bigquery,europe-west1,sandbox,data,security,52.433,11.302,0.703,135.889,89.145,1
mlops-drift-093-00068,2026-03-09,project-22,compute,us-central1,dev,backend,reliability,65.141,8.808,0.405,208.317,87.906,1
mlops-drift-093-00069,2026-03-10,project-13,vertex-ai,us-central1,prod,finops,reliability,103.949,16.841,0.56,123.68,100,1
mlops-drift-093-00070,2026-03-11,project-14,pubsub,europe-west1,prod,security,quality,56.074,9.087,0.871,105.203,86.656,1
mlops-drift-093-00071,2026-03-12,project-22,vertex-ai,europe-west1,prod,finops,quality,80.018,14.961,0.222,81.062,82.507,1
mlops-drift-093-00072,2026-03-13,project-18,compute,global,prod,mlops,quality,58.735,9.542,0.419,35.21,62.622,1
mlops-drift-093-00073,2026-03-14,project-12,gke,asia-south1,prod,finops,security,78.354,12.067,0.688,131.555,98.845,1
mlops-drift-093-00074,2026-03-15,project-05,vertex-ai,us-east1,sandbox,mlops,quality,31.423,14.721,0.553,179.701,90.908,1
mlops-drift-093-00075,2026-03-16,project-10,cloud-sql,global,sandbox,security,quality,37.909,7.121,0.812,61.448,67.265,1
mlops-drift-093-00076,2026-03-17,project-15,cloud-run,us-east1,dev,mlops,latency,40.857,4.088,0.74,97.742,63.993,0
mlops-drift-093-00077,2026-03-18,project-13,cloud-run,global,staging,backend,security,49.222,16.267,0.618,185.793,100,1
mlops-drift-093-00078,2026-03-19,project-05,compute,asia-south1,dev,data,cost,35.927,9.923,0.533,192.721,82.488,1
mlops-drift-093-00079,2026-03-20,project-03,bigquery,global,sandbox,mlops,security,31.413,9.011,0.659,95.795,69.055,1
mlops-drift-093-00080,2026-03-21,project-05,cloud-sql,us-central1,dev,security,quality,44.62,3.695,0.62,185.234,72.952,1
mlops-drift-093-00081,2026-03-22,project-10,compute,global,prod,mlops,quality,65.028,9.16,0.379,68.582,67.4,0
mlops-drift-093-00082,2026-03-23,project-08,cloud-run,europe-west1,prod,platform,cost,80.279,13.717,0.484,178.1,100,1
mlops-drift-093-00083,2026-03-24,project-18,cloud-run,europe-west1,sandbox,mlops,quality,53.179,5.741,0.403,104.336,61.329,0
mlops-drift-093-00084,2026-03-25,project-16,cloud-run,europe-west1,prod,mlops,reliability,33.049,8.875,0.6,116.831,70.313,1
mlops-drift-093-00085,2026-03-26,project-03,cloud-sql,global,prod,security,reliability,69.729,42.834,0.474,84.056,100,1
