record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,pipeline_failed
devops-ci-056-00001,2026-01-01,project-12,cloud-run,us-east1,sandbox,security,reliability,31.127,7.65,0.488,134.286,65.408,1
devops-ci-056-00002,2026-01-02,project-21,gke,us-east1,prod,mlops,cost,22.653,9.978,0.432,222.748,78.815,1
devops-ci-056-00003,2026-01-03,project-03,vertex-ai,global,dev,backend,reliability,21.038,10.09,0.787,74.47,69.312,0
devops-ci-056-00004,2026-01-04,project-10,bigquery,us-east1,dev,security,reliability,42.038,10.125,0.135,207.965,73.392,0
devops-ci-056-00005,2026-01-05,project-04,cloud-sql,europe-west1,prod,data,quality,46.469,7.814,0.377,142.151,68.422,0
devops-ci-056-00006,2026-01-06,project-23,gke,europe-west1,sandbox,backend,quality,25.968,11.194,0.565,93.613,68.635,0
devops-ci-056-00007,2026-01-07,project-06,cloud-run,us-east1,sandbox,security,reliability,0.0,19.636,0.439,131.469,80.355,1
devops-ci-056-00008,2026-01-08,project-24,compute,us-central1,dev,mlops,cost,55.8,7.719,0.29,112.006,64.025,1
devops-ci-056-00009,2026-01-09,project-09,cloud-run,global,dev,finops,cost,20.968,8.187,0.713,90.291,64.564,1
devops-ci-056-00010,2026-01-10,project-01,cloud-run,us-east1,staging,security,reliability,26.783,11.982,0.516,204.975,85.284,1
devops-ci-056-00011,2026-01-11,project-10,pubsub,global,prod,mlops,cost,74.493,9.169,0.316,206.149,88.59,1
devops-ci-056-00012,2026-01-12,project-09,compute,us-east1,sandbox,data,reliability,54.614,4.483,0.74,109.9,71.502,0
devops-ci-056-00013,2026-01-13,project-22,cloud-sql,asia-south1,sandbox,security,reliability,35.617,14.435,0.369,124.109,77.162,1
devops-ci-056-00014,2026-01-14,project-15,vertex-ai,europe-west1,prod,platform,reliability,85.115,10.214,0.435,205.895,98.874,1
devops-ci-056-00015,2026-01-15,project-08,compute,global,prod,platform,latency,74.459,5.934,0.177,194.887,74.523,0
devops-ci-056-00016,2026-01-16,project-17,gke,europe-west1,dev,security,quality,44.854,19.537,0.595,69.69,92.273,1
devops-ci-056-00017,2026-01-17,project-22,gke,us-east1,prod,data,cost,87.612,6.559,0.457,110.235,78.039,1
devops-ci-056-00018,2026-01-18,project-23,bigquery,global,prod,security,quality,79.475,3.698,0.585,119.719,74.379,1
devops-ci-056-00019,2026-01-19,project-16,cloud-sql,us-central1,staging,security,latency,46.603,11.37,0.477,160.605,82.958,1
devops-ci-056-00020,2026-01-20,project-05,vertex-ai,europe-west1,staging,mlops,latency,53.142,16.547,0.682,184.986,100,1
devops-ci-056-00021,2026-01-21,project-08,vertex-ai,global,prod,security,reliability,51.717,2.821,0.557,68.149,54.117,0
devops-ci-056-00022,2026-01-22,project-22,pubsub,europe-west1,prod,finops,latency,68.124,7.901,0.492,123.726,77.542,1
devops-ci-056-00023,2026-01-23,project-09,compute,asia-south1,prod,backend,quality,56.744,6.168,0.611,159.395,78.883,1
devops-ci-056-00024,2026-01-24,project-22,cloud-run,us-east1,dev,mlops,cost,41.327,6.197,0.875,76.602,70.72,0
devops-ci-056-00025,2026-01-25,project-04,compute,asia-south1,sandbox,finops,cost,61.27,8.015,0.469,106.013,72.021,1
devops-ci-056-00026,2026-01-26,project-18,cloud-run,global,prod,mlops,quality,64.493,28.81,0.943,86.594,100,1
devops-ci-056-00027,2026-01-27,project-18,cloud-run,global,sandbox,data,security,55.524,8.416,0.92,110.755,87.423,1
devops-ci-056-00028,2026-01-28,project-08,cloud-run,global,staging,platform,reliability,36.671,14.655,0.583,51.674,74.971,1
devops-ci-056-00029,2026-01-29,project-12,cloud-sql,asia-south1,prod,mlops,reliability,50.734,13.325,0.659,53.267,79.682,1
devops-ci-056-00030,2026-01-30,project-11,cloud-run,us-central1,sandbox,platform,security,43.643,5.971,0.401,218.086,75.047,1
devops-ci-056-00031,2026-01-31,project-20,gke,us-east1,sandbox,security,cost,24.816,9.571,0.437,121.896,64.089,1
devops-ci-056-00032,2026-02-01,project-15,compute,us-east1,dev,backend,quality,38.062,12.107,0.724,104.729,82.184,1
devops-ci-056-00033,2026-02-02,project-18,gke,global,dev,mlops,latency,32.494,16.671,0.446,183.42,92.631,1
devops-ci-056-00034,2026-02-03,project-23,compute,europe-west1,dev,finops,security,54.361,10.776,0.527,125.445,80.909,1
devops-ci-056-00035,2026-02-04,project-16,compute,us-central1,staging,data,latency,60.178,6.606,0.332,0.0,48.096,0
devops-ci-056-00036,2026-02-05,project-24,gke,europe-west1,sandbox,backend,security,42.107,8.657,0.748,39.521,66.881,0
devops-ci-056-00037,2026-02-06,project-05,pubsub,europe-west1,sandbox,security,quality,21.952,15.859,0.597,75.386,76.576,1
devops-ci-056-00038,2026-02-07,project-08,cloud-run,asia-south1,prod,security,cost,17.664,6.706,0.659,119.763,62.36,0
devops-ci-056-00039,2026-02-08,project-13,gke,europe-west1,prod,data,latency,39.847,23.466,0.436,61.439,92.92,1
devops-ci-056-00040,2026-02-09,project-05,compute,global,sandbox,finops,latency,43.661,11.899,0.581,102.134,78.275,1
devops-ci-056-00041,2026-02-10,project-06,cloud-run,us-east1,staging,finops,latency,34.218,3.241,0.472,40.401,41.95,0
devops-ci-056-00042,2026-02-11,project-20,pubsub,global,sandbox,security,reliability,24.085,8.204,0.574,84.21,59.943,1
devops-ci-056-00043,2026-02-12,project-21,pubsub,global,dev,finops,security,70.23,14.026,0.518,198.638,100,1
devops-ci-056-00044,2026-02-13,project-02,cloud-sql,asia-south1,dev,platform,latency,71.727,6.506,0.586,129.39,79.664,1
devops-ci-056-00045,2026-02-14,project-17,cloud-sql,europe-west1,sandbox,platform,latency,37.293,8.4,0.446,116.929,65.315,1
devops-ci-056-00046,2026-02-15,project-22,bigquery,europe-west1,prod,backend,cost,67.211,7.099,0.638,186.016,89.546,1
devops-ci-056-00047,2026-02-16,project-11,vertex-ai,us-central1,prod,platform,latency,73.799,2.948,0.307,131.004,62.558,1
devops-ci-056-00048,2026-02-17,project-17,gke,us-central1,dev,platform,cost,42.948,12.161,0.572,110.659,79.565,1
devops-ci-056-00049,2026-02-18,project-16,bigquery,us-east1,staging,finops,latency,52.605,8.527,0.202,0.0,45.378,0
devops-ci-056-00050,2026-02-19,project-01,gke,us-central1,prod,data,cost,80.796,12.273,0.58,178.793,100,1
devops-ci-056-00051,2026-02-20,project-15,gke,europe-west1,staging,mlops,quality,16.696,11.907,0.444,98.117,63.475,0
devops-ci-056-00052,2026-02-21,project-08,cloud-sql,europe-west1,staging,mlops,security,51.559,12.587,0.423,143.43,83.137,1
devops-ci-056-00053,2026-02-22,project-17,compute,europe-west1,prod,backend,reliability,99.689,14.249,0.34,143.455,100,1
devops-ci-056-00054,2026-02-23,project-20,cloud-run,europe-west1,dev,finops,security,27.084,17.535,0.632,61.996,81.555,1
devops-ci-056-00055,2026-02-24,project-17,gke,asia-south1,prod,finops,security,56.642,22.438,0.823,66.256,100,1
devops-ci-056-00056,2026-02-25,project-07,vertex-ai,us-central1,staging,platform,cost,25.263,7.83,0.562,169.795,71.544,1
devops-ci-056-00057,2026-02-26,project-19,bigquery,global,staging,finops,quality,57.258,12.234,0.523,100.168,81.499,1
devops-ci-056-00058,2026-02-27,project-09,gke,us-central1,sandbox,finops,latency,73.035,10.948,0.62,134.996,92.495,1
devops-ci-056-00059,2026-02-28,project-06,cloud-sql,global,prod,mlops,quality,58.952,10.623,0.497,15.393,65.06,1
devops-ci-056-00060,2026-03-01,project-22,cloud-run,asia-south1,sandbox,platform,security,58.619,11.261,0.481,124.861,81.836,1
devops-ci-056-00061,2026-03-02,project-24,cloud-run,asia-south1,dev,mlops,cost,74.706,12.003,0.487,181.407,97.654,1
devops-ci-056-00062,2026-03-03,project-23,cloud-sql,europe-west1,staging,security,reliability,64.001,17.095,0.717,67.736,97.262,1
devops-ci-056-00063,2026-03-04,project-07,vertex-ai,global,prod,data,reliability,85.174,8.492,0.672,87.46,85.9,1
devops-ci-056-00064,2026-03-05,project-07,cloud-sql,asia-south1,dev,finops,reliability,58.397,8.974,0.377,32.619,59.33,1
devops-ci-056-00065,2026-03-06,project-11,pubsub,europe-west1,dev,mlops,quality,29.024,6.907,0.522,111.405,60.791,0
devops-ci-056-00066,2026-03-07,project-02,vertex-ai,us-central1,prod,data,latency,60.022,9.036,0.457,59.038,66.696,0
devops-ci-056-00067,2026-03-08,project-04,cloud-run,global,staging,mlops,latency,26.869,9.063,0.54,170.793,74.358,1
devops-ci-056-00068,2026-03-09,project-10,pubsub,europe-west1,dev,security,quality,76.018,15.615,0.229,111.86,87.369,1
devops-ci-056-00069,2026-03-10,project-08,cloud-sql,global,staging,security,cost,38.173,5.23,0.564,223.869,77.951,1
devops-ci-056-00070,2026-03-11,project-14,bigquery,europe-west1,prod,data,quality,42.343,13.373,0.474,75.816,73.67,0
devops-ci-056-00071,2026-03-12,project-10,gke,us-east1,prod,platform,quality,82.54,7.41,0.69,119.999,87.829,1
devops-ci-056-00072,2026-03-13,project-23,cloud-run,us-east1,staging,security,cost,59.986,8.634,0.778,143.646,89.319,1
devops-ci-056-00073,2026-03-14,project-15,cloud-sql,us-central1,staging,finops,latency,56.045,13.351,1.077,135.299,100,1
devops-ci-056-00074,2026-03-15,project-03,compute,us-east1,staging,data,quality,22.788,3.598,0.657,158.242,62.443,0
devops-ci-056-00075,2026-03-16,project-14,compute,asia-south1,staging,platform,security,58.45,9.493,0.599,102.644,78.542,1
devops-ci-056-00076,2026-03-17,project-20,bigquery,asia-south1,staging,security,cost,40.278,5.07,0.615,41.802,53.548,0
devops-ci-056-00077,2026-03-18,project-10,vertex-ai,us-east1,prod,finops,latency,47.447,14.372,0.277,94.017,73.547,1
devops-ci-056-00078,2026-03-19,project-23,cloud-run,us-central1,prod,finops,latency,64.15,8.112,0.752,58.973,76.301,1
devops-ci-056-00079,2026-03-20,project-03,gke,asia-south1,prod,platform,reliability,85.937,7.591,0.568,198.421,96.607,1
devops-ci-056-00080,2026-03-21,project-17,cloud-sql,us-central1,sandbox,backend,reliability,43.679,11.196,0.484,178.537,84.388,1
devops-ci-056-00081,2026-03-22,project-08,pubsub,us-east1,prod,mlops,reliability,77.697,9.16,0.37,75.905,72.587,1
devops-ci-056-00082,2026-03-23,project-06,cloud-run,asia-south1,prod,data,reliability,39.256,13.81,0.59,124.925,84.831,1
devops-ci-056-00083,2026-03-24,project-10,cloud-sql,europe-west1,dev,finops,cost,17.501,6.58,0.675,88.252,57.974,0
devops-ci-056-00084,2026-03-25,project-14,gke,us-central1,prod,finops,latency,55.673,8.796,0.637,171.017,87.245,1
devops-ci-056-00085,2026-03-26,project-11,bigquery,us-east1,prod,finops,reliability,54.772,8.234,0.649,107.323,76.749,1
devops-ci-056-00086,2026-03-27,project-21,bigquery,europe-west1,sandbox,security,security,52.17,6.92,0.509,140.373,72.692,1
devops-ci-056-00087,2026-03-28,project-05,bigquery,europe-west1,staging,backend,cost,59.002,6.328,0.21,68.449,52.748,0
devops-ci-056-00088,2026-03-29,project-11,pubsub,us-east1,prod,data,reliability,75.679,4.243,0.587,27.368,60.924,1
devops-ci-056-00089,2026-03-30,project-06,gke,us-central1,dev,platform,quality,22.775,14.222,0.489,110.38,74.368,1
devops-ci-056-00090,2026-03-31,project-10,compute,asia-south1,prod,mlops,reliability,87.952,31.76,0.767,57.752,100,1
devops-ci-056-00091,2026-04-01,project-14,vertex-ai,europe-west1,dev,finops,latency,49.834,6.653,0.651,72.615,66.34,0
devops-ci-056-00092,2026-04-02,project-24,pubsub,us-east1,sandbox,mlops,quality,37.723,9.42,0.698,105.535,75.004,1
devops-ci-056-00093,2026-04-03,project-16,pubsub,us-east1,sandbox,mlops,security,63.705,5.385,0.482,18.243,54.392,0
devops-ci-056-00094,2026-04-04,project-20,cloud-run,global,dev,mlops,latency,18.533,14.287,0.484,179.424,82.929,1
devops-ci-056-00095,2026-04-05,project-18,gke,us-east1,dev,finops,cost,53.913,3.957,0.639,71.874,60.949,0
devops-ci-056-00096,2026-04-06,project-18,pubsub,us-east1,prod,platform,security,68.876,14.206,0.47,195.393,100,1
devops-ci-056-00097,2026-04-07,project-05,cloud-sql,europe-west1,prod,platform,quality,63.575,9.785,0.546,95.545,78.127,1
devops-ci-056-00098,2026-04-08,project-16,gke,us-central1,dev,security,cost,34.608,10.298,0.465,138.586,72.627,1
devops-ci-056-00099,2026-04-09,project-09,gke,us-east1,prod,platform,security,71.587,5.702,0.569,123.436,76.276,1
devops-ci-056-00100,2026-04-10,project-17,cloud-sql,global,sandbox,platform,security,70.532,11.368,0.743,178.054,100,1
devops-ci-056-00101,2026-04-11,project-08,bigquery,us-central1,prod,backend,quality,103.846,7.189,0.446,135.842,88.541,1
devops-ci-056-00102,2026-04-12,project-03,vertex-ai,us-central1,dev,data,latency,82.305,4.949,0.377,167.339,77.953,1
devops-ci-056-00103,2026-04-13,project-08,vertex-ai,us-east1,prod,security,quality,70.391,4.806,0.533,217.22,86.184,1
devops-ci-056-00104,2026-04-14,project-14,compute,global,prod,backend,quality,79.717,4.961,0.468,220.852,88.064,1
devops-ci-056-00105,2026-04-15,project-22,pubsub,us-east1,dev,mlops,latency,31.57,4.543,0.55,224.316,73.613,1
devops-ci-056-00106,2026-04-16,project-17,vertex-ai,global,dev,finops,cost,36.991,18.877,0.413,50.998,78.885,1
devops-ci-056-00107,2026-04-17,project-11,cloud-run,us-central1,prod,data,latency,71.624,18.808,0.886,151.68,100,1
devops-ci-056-00108,2026-04-18,project-01,cloud-sql,us-east1,sandbox,mlops,cost,70.157,8.87,0.567,116.778,82.127,1
devops-ci-056-00109,2026-04-19,project-07,bigquery,europe-west1,dev,security,reliability,40.243,8.476,0.412,242.501,83.647,1
devops-ci-056-00110,2026-04-20,project-03,gke,asia-south1,staging,platform,latency,52.207,14.913,0.389,177.748,92.606,1
devops-ci-056-00111,2026-04-21,project-05,bigquery,us-east1,staging,platform,latency,22.791,6.736,0.247,179.83,58.564,0
devops-ci-056-00112,2026-04-22,project-17,pubsub,us-east1,dev,backend,reliability,55.164,17.124,0.244,135.251,87.528,1
devops-ci-056-00113,2026-04-23,project-20,compute,us-central1,prod,finops,cost,46.238,8.838,0.498,121.489,71.952,1
devops-ci-056-00114,2026-04-24,project-01,cloud-sql,us-central1,staging,mlops,cost,33.549,14.688,0.567,189.543,93.501,1
devops-ci-056-00115,2026-04-25,project-20,bigquery,us-east1,dev,finops,cost,72.49,22.579,0.495,94.98,100,1
devops-ci-056-00116,2026-04-26,project-22,vertex-ai,global,dev,mlops,quality,34.131,8.441,0.519,157.763,72.814,1
devops-ci-056-00117,2026-04-27,project-02,cloud-sql,us-east1,staging,backend,latency,63.459,10.017,0.667,181.211,95.355,1
devops-ci-056-00118,2026-04-28,project-22,cloud-sql,global,prod,backend,reliability,49.067,5.131,0.764,118.099,73.109,0
devops-ci-056-00119,2026-04-29,project-09,cloud-sql,us-east1,sandbox,finops,quality,17.555,8.466,0.173,138.131,52.097,0
devops-ci-056-00120,2026-04-30,project-18,cloud-run,global,sandbox,data,quality,27.56,9.285,0.244,178.095,65.823,1
devops-ci-056-00121,2026-05-01,project-11,compute,us-central1,dev,data,quality,21.187,7.93,0.451,109.733,57.707,0
devops-ci-056-00122,2026-05-02,project-06,compute,global,staging,data,latency,52.457,9.545,0.593,174.255,86.799,1
devops-ci-056-00123,2026-05-03,project-08,pubsub,us-east1,dev,security,cost,35.099,19.035,0.721,0.0,81.935,1
devops-ci-056-00124,2026-05-04,project-05,cloud-run,global,dev,platform,security,29.986,5.595,0.91,26.492,59.264,0
devops-ci-056-00125,2026-05-05,project-19,cloud-run,asia-south1,prod,security,cost,70.617,10.594,0.34,133.836,80.853,1
devops-ci-056-00126,2026-05-06,project-22,cloud-run,us-east1,sandbox,data,cost,21.96,9.694,0.447,14.716,48.096,0
devops-ci-056-00127,2026-05-07,project-18,cloud-run,us-east1,sandbox,backend,quality,36.599,15.781,0.365,134.74,82.057,1
devops-ci-056-00128,2026-05-08,project-11,pubsub,us-east1,sandbox,backend,cost,48.093,4.058,0.615,129.823,66.759,1
devops-ci-056-00129,2026-05-09,project-02,gke,europe-west1,prod,mlops,cost,80.932,9.122,0.445,127.839,83.829,1
devops-ci-056-00130,2026-05-10,project-07,vertex-ai,global,staging,backend,reliability,54.665,3.013,0.639,289.716,90.778,1
devops-ci-056-00131,2026-05-11,project-04,bigquery,us-east1,sandbox,security,security,51.977,11.508,0.317,126.791,74.629,0
devops-ci-056-00132,2026-05-12,project-19,vertex-ai,us-central1,staging,mlops,reliability,57.364,27.933,0.214,59.107,100,1
devops-ci-056-00133,2026-05-13,project-06,cloud-run,asia-south1,dev,finops,quality,45.787,10.225,0.279,115.101,66.434,1
devops-ci-056-00134,2026-05-14,project-24,bigquery,asia-south1,staging,platform,security,37.359,6.555,0.502,148.137,67.544,0
devops-ci-056-00135,2026-05-15,project-07,bigquery,europe-west1,prod,data,security,63.88,12.076,0.447,93.228,79.776,1
devops-ci-056-00136,2026-05-16,project-06,cloud-sql,europe-west1,prod,platform,quality,48.166,7.165,0.578,94.772,67.627,1
devops-ci-056-00137,2026-05-17,project-22,bigquery,global,staging,backend,reliability,53.84,5.884,0.557,83.508,64.247,0
devops-ci-056-00138,2026-05-18,project-09,gke,us-east1,prod,security,security,40.963,14.131,0.579,130.806,86.65,1
devops-ci-056-00139,2026-05-19,project-01,cloud-run,europe-west1,dev,platform,cost,33.338,14.734,0.35,153.788,80.725,1
devops-ci-056-00140,2026-05-20,project-14,cloud-sql,us-central1,prod,mlops,security,86.887,9.638,0.642,43.104,81.655,1
devops-ci-056-00141,2026-05-21,project-02,cloud-sql,europe-west1,staging,security,latency,33.613,13.895,0.312,133.74,74.61,1
devops-ci-056-00142,2026-05-22,project-13,cloud-run,global,staging,data,security,42.45,7.305,0.764,97.4,72.847,1
devops-ci-056-00143,2026-05-23,project-09,cloud-run,us-central1,prod,security,quality,64.999,13.154,0.809,72.593,92.344,1
devops-ci-056-00144,2026-05-24,project-06,bigquery,us-central1,dev,data,quality,71.44,8.314,0.866,67.419,84.545,1
devops-ci-056-00145,2026-05-25,project-03,pubsub,global,sandbox,security,latency,44.477,6.711,0.523,117.942,66.731,0
devops-ci-056-00146,2026-05-26,project-14,cloud-run,asia-south1,prod,platform,reliability,68.809,4.444,0.67,193.54,86.127,1
devops-ci-056-00147,2026-05-27,project-10,cloud-run,us-east1,prod,platform,cost,70.018,5.799,0.639,67.353,70.225,1
devops-ci-056-00148,2026-05-28,project-10,cloud-run,europe-west1,dev,finops,latency,23.27,13.526,0.477,89.27,69.419,1
