record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,critical_alert
aiops-alerts-044-00001,2026-01-01,project-14,bigquery,europe-west1,dev,backend,quality,49.568,5.198,0.428,175.793,70.094,0
aiops-alerts-044-00002,2026-01-02,project-01,bigquery,europe-west1,prod,platform,cost,89.921,12.722,0.504,68.164,88.738,1
aiops-alerts-044-00003,2026-01-03,project-24,vertex-ai,us-east1,staging,mlops,cost,18.456,16.35,0.291,83.124,66.917,1
aiops-alerts-044-00004,2026-01-04,project-23,compute,asia-south1,dev,finops,quality,39.97,10.486,0.463,93.055,68.232,0
aiops-alerts-044-00005,2026-01-05,project-22,cloud-sql,global,prod,platform,quality,75.346,7.587,0.476,49.913,68.013,1
aiops-alerts-044-00006,2026-01-06,project-23,compute,global,staging,mlops,reliability,29.086,10.818,0.532,47.621,60.987,0
aiops-alerts-044-00007,2026-01-07,project-15,bigquery,global,dev,security,latency,78.828,5.296,0.451,195.289,84.212,1
aiops-alerts-044-00008,2026-01-08,project-09,cloud-sql,us-central1,prod,mlops,cost,61.572,11.595,0.185,127.046,73.608,1
aiops-alerts-044-00009,2026-01-09,project-03,gke,asia-south1,prod,security,latency,87.9,14.247,0.691,72.87,98.82,1
aiops-alerts-044-00010,2026-01-10,project-15,cloud-run,us-east1,prod,backend,security,89.183,6.539,0.73,205.214,100,1
aiops-alerts-044-00011,2026-01-11,project-21,bigquery,europe-west1,dev,backend,cost,49.71,13.64,0.804,107.148,92.991,1
aiops-alerts-044-00012,2026-01-12,project-11,bigquery,asia-south1,prod,backend,reliability,38.053,6.0,0.624,140.115,69.592,1
aiops-alerts-044-00013,2026-01-13,project-11,cloud-run,us-central1,staging,backend,quality,27.426,10.493,0.997,100.438,83.625,1
aiops-alerts-044-00014,2026-01-14,project-04,cloud-run,asia-south1,sandbox,backend,cost,21.175,4.081,0.62,119.309,56.033,1
aiops-alerts-044-00015,2026-01-15,project-15,gke,global,dev,backend,security,43.095,10.225,0.635,99.006,75.605,1
aiops-alerts-044-00016,2026-01-16,project-01,pubsub,europe-west1,dev,data,security,32.164,14.573,0.687,176.458,95.04,1
aiops-alerts-044-00017,2026-01-17,project-08,bigquery,global,prod,data,latency,56.496,9.066,0.513,125.561,77.194,1
aiops-alerts-044-00018,2026-01-18,project-07,cloud-run,us-east1,dev,finops,reliability,39.377,11.776,0.456,74.058,68.019,0
aiops-alerts-044-00019,2026-01-19,project-20,bigquery,global,sandbox,platform,latency,46.641,9.861,0.399,187.731,80.676,1
aiops-alerts-044-00020,2026-01-20,project-22,bigquery,global,staging,platform,latency,31.122,5.736,0.491,171.194,66.427,0
aiops-alerts-044-00021,2026-01-21,project-21,cloud-run,global,prod,platform,latency,60.279,8.044,0.785,80.174,79.034,1
aiops-alerts-044-00022,2026-01-22,project-12,vertex-ai,global,prod,platform,latency,64.503,5.896,0.679,110.887,76.269,1
aiops-alerts-044-00023,2026-01-23,project-02,pubsub,us-central1,staging,backend,latency,50.491,6.624,0.595,134.026,73.498,1
aiops-alerts-044-00024,2026-01-24,project-07,cloud-sql,asia-south1,sandbox,data,reliability,35.402,9.799,0.827,157.762,87.207,1
aiops-alerts-044-00025,2026-01-25,project-16,cloud-run,us-central1,staging,data,quality,17.528,22.9,0.619,148.661,100,1
aiops-alerts-044-00026,2026-01-26,project-10,compute,europe-west1,sandbox,security,quality,35.091,9.69,0.568,67.223,64.575,0
aiops-alerts-044-00027,2026-01-27,project-19,pubsub,global,prod,finops,reliability,99.909,7.92,0.899,145.289,100,1
aiops-alerts-044-00028,2026-01-28,project-09,bigquery,global,prod,mlops,cost,64.962,8.472,0.906,121.816,91.98,1
aiops-alerts-044-00029,2026-01-29,project-22,gke,europe-west1,dev,security,quality,62.07,14.237,0.116,154.506,81.536,1
aiops-alerts-044-00030,2026-01-30,project-09,pubsub,us-central1,prod,security,cost,59.66,11.077,0.596,85.918,80.117,1
aiops-alerts-044-00031,2026-01-31,project-19,compute,asia-south1,dev,backend,quality,58.126,28.036,0.247,120.551,100,1
aiops-alerts-044-00032,2026-02-01,project-22,vertex-ai,us-central1,staging,backend,reliability,41.104,4.419,0.181,74.479,41.894,0
aiops-alerts-044-00033,2026-02-02,project-21,pubsub,europe-west1,prod,backend,quality,47.775,7.337,0.587,138.183,74.538,1
aiops-alerts-044-00034,2026-02-03,project-04,bigquery,europe-west1,sandbox,security,security,16.993,6.722,0.379,193.776,63.156,1
aiops-alerts-044-00035,2026-02-04,project-01,gke,asia-south1,sandbox,security,security,57.53,6.18,0.653,140.162,77.851,1
aiops-alerts-044-00036,2026-02-05,project-03,gke,global,prod,mlops,quality,48.104,5.581,0.692,151.069,76.11,1
aiops-alerts-044-00037,2026-02-06,project-06,cloud-sql,asia-south1,dev,security,latency,67.914,8.113,0.598,90.58,76.84,1
aiops-alerts-044-00038,2026-02-07,project-14,bigquery,us-central1,dev,mlops,security,30.942,9.036,0.879,25.949,66.463,0
aiops-alerts-044-00039,2026-02-08,project-07,bigquery,asia-south1,dev,finops,reliability,63.555,7.515,0.608,145.032,82.21,1
aiops-alerts-044-00040,2026-02-09,project-14,bigquery,global,prod,data,cost,72.209,18.345,0.65,154.165,100,1
aiops-alerts-044-00041,2026-02-10,project-14,vertex-ai,europe-west1,dev,mlops,reliability,68.616,7.962,0.843,0.0,72.099,0
aiops-alerts-044-00042,2026-02-11,project-15,cloud-run,global,prod,finops,cost,82.998,5.105,0.53,95.16,73.388,1
aiops-alerts-044-00043,2026-02-12,project-08,pubsub,us-east1,prod,data,reliability,76.88,4.538,0.398,179.01,77.532,1
aiops-alerts-044-00044,2026-02-13,project-11,gke,global,staging,security,security,41.666,5.25,0.766,142.428,74.414,1
aiops-alerts-044-00045,2026-02-14,project-04,vertex-ai,europe-west1,sandbox,data,cost,50.495,13.469,0.357,93.047,75.165,1
aiops-alerts-044-00046,2026-02-15,project-24,cloud-run,europe-west1,staging,security,cost,49.382,8.539,0.261,124.665,64.523,0
aiops-alerts-044-00047,2026-02-16,project-18,gke,asia-south1,prod,platform,quality,70.774,8.565,0.702,200.514,98.568,1
aiops-alerts-044-00048,2026-02-17,project-07,gke,europe-west1,dev,backend,security,43.215,15.993,0.285,176.794,88.2,1
aiops-alerts-044-00049,2026-02-18,project-06,bigquery,global,prod,data,security,68.822,21.565,0.726,174.522,100,1
aiops-alerts-044-00050,2026-02-19,project-05,cloud-sql,us-east1,prod,security,latency,48.805,2.943,0.797,109.161,67.763,1
aiops-alerts-044-00051,2026-02-20,project-03,bigquery,global,prod,finops,cost,48.2,19.572,0.895,139.784,100,1
aiops-alerts-044-00052,2026-02-21,project-03,bigquery,global,sandbox,backend,latency,58.096,4.607,0.687,199.945,84.287,1
aiops-alerts-044-00053,2026-02-22,project-17,bigquery,us-central1,staging,backend,reliability,42.199,4.108,0.832,103.86,68.621,1
aiops-alerts-044-00054,2026-02-23,project-04,cloud-run,us-central1,prod,mlops,latency,67.901,12.802,0.434,52.34,76.46,1
aiops-alerts-044-00055,2026-02-24,project-01,gke,asia-south1,prod,security,cost,51.218,7.702,0.408,134.889,69.849,0
