record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,risk_detected
cloud-security-097-00001,2026-01-01,project-02,compute,us-east1,prod,mlops,latency,86.945,19.029,0.77,210.295,100,1
cloud-security-097-00002,2026-01-02,project-10,pubsub,asia-south1,dev,mlops,cost,51.657,9.806,0.561,240.46,95.663,1
cloud-security-097-00003,2026-01-03,project-20,bigquery,europe-west1,prod,data,security,83.637,16.588,0.388,106.732,97.123,1
cloud-security-097-00004,2026-01-04,project-03,cloud-run,asia-south1,prod,security,cost,42.216,4.809,0.619,91.456,60.999,0
cloud-security-097-00005,2026-01-05,project-17,bigquery,global,prod,backend,latency,36.506,16.83,0.514,25.783,73.797,1
cloud-security-097-00006,2026-01-06,project-11,cloud-run,global,prod,finops,quality,65.53,5.626,0.901,108.469,83.416,1
cloud-security-097-00007,2026-01-07,project-15,pubsub,us-east1,staging,security,reliability,49.936,9.021,0.592,98.853,73.663,1
cloud-security-097-00008,2026-01-08,project-01,vertex-ai,us-central1,prod,data,latency,49.267,4.729,0.63,52.977,58.054,0
cloud-security-097-00009,2026-01-09,project-13,cloud-sql,europe-west1,staging,mlops,security,34.283,6.335,0.524,77.005,56.351,0
cloud-security-097-00010,2026-01-10,project-10,vertex-ai,us-central1,prod,platform,quality,74.819,18.405,0.345,149.121,100,1
cloud-security-097-00011,2026-01-11,project-02,compute,europe-west1,prod,mlops,quality,40.265,7.954,0.473,137.375,69.241,1
cloud-security-097-00012,2026-01-12,project-23,bigquery,us-east1,prod,finops,cost,50.825,7.241,0.485,134.924,71.336,0
cloud-security-097-00013,2026-01-13,project-04,compute,us-central1,prod,mlops,latency,71.307,4.697,0.244,164.851,68.498,1
cloud-security-097-00014,2026-01-14,project-11,vertex-ai,us-central1,dev,security,reliability,39.34,7.595,0.746,200.758,86.878,1
cloud-security-097-00015,2026-01-15,project-13,vertex-ai,us-central1,staging,security,latency,29.198,16.769,0.259,256.377,95.8,1
cloud-security-097-00016,2026-01-16,project-14,bigquery,asia-south1,prod,mlops,quality,52.409,5.953,0.623,90.519,67.239,1
cloud-security-097-00017,2026-01-17,project-13,gke,us-east1,dev,security,security,75.154,9.98,0.571,85.042,81.978,1
cloud-security-097-00018,2026-01-18,project-18,cloud-run,asia-south1,prod,security,latency,69.2,4.854,0.483,32.512,57.192,0
cloud-security-097-00019,2026-01-19,project-06,cloud-run,us-central1,prod,mlops,quality,64.932,4.078,0.571,32.784,57.008,0
cloud-security-097-00020,2026-01-20,project-16,compute,us-central1,sandbox,platform,latency,12.22,14.76,0.444,84.481,66.577,1
cloud-security-097-00021,2026-01-21,project-22,vertex-ai,europe-west1,staging,security,reliability,22.958,6.952,0.555,172.431,68.828,1
cloud-security-097-00022,2026-01-22,project-12,pubsub,europe-west1,staging,mlops,latency,36.378,11.226,0.743,139.277,85.243,1
cloud-security-097-00023,2026-01-23,project-18,compute,us-central1,prod,mlops,latency,58.296,3.303,0.369,169.262,65.71,1
cloud-security-097-00024,2026-01-24,project-02,cloud-sql,us-east1,dev,backend,latency,19.975,10.137,0.713,141.291,76.204,1
cloud-security-097-00025,2026-01-25,project-15,gke,us-east1,prod,finops,latency,77.183,6.192,0.268,174.111,76.233,1
cloud-security-097-00026,2026-01-26,project-08,pubsub,us-central1,sandbox,backend,quality,67.644,8.373,0.625,161.461,88.634,1
cloud-security-097-00027,2026-01-27,project-06,vertex-ai,asia-south1,prod,backend,quality,75.793,12.934,0.685,233.626,100,1
cloud-security-097-00028,2026-01-28,project-24,cloud-sql,us-east1,prod,platform,security,59.395,9.789,0.558,33.575,68.056,1
cloud-security-097-00029,2026-01-29,project-24,gke,global,prod,data,latency,40.736,7.41,0.724,7.657,58.004,0
cloud-security-097-00030,2026-01-30,project-05,bigquery,europe-west1,dev,finops,security,54.542,8.583,0.342,102.113,65.978,1
cloud-security-097-00031,2026-01-31,project-01,vertex-ai,global,prod,data,latency,41.288,5.984,0.478,161.296,68.666,1
cloud-security-097-00032,2026-02-01,project-06,cloud-sql,us-central1,dev,data,latency,53.805,9.503,0.527,116.581,76.452,1
cloud-security-097-00033,2026-02-02,project-10,cloud-sql,us-east1,prod,data,reliability,30.803,6.124,0.351,122.221,55.179,0
cloud-security-097-00034,2026-02-03,project-24,bigquery,global,prod,backend,latency,90.829,15.217,0.58,143.761,100,1
cloud-security-097-00035,2026-02-04,project-16,bigquery,asia-south1,prod,backend,reliability,60.627,17.982,0.823,47.41,98.896,1
cloud-security-097-00036,2026-02-05,project-22,cloud-sql,asia-south1,prod,data,security,51.938,11.763,0.013,85.151,58.498,0
cloud-security-097-00037,2026-02-06,project-03,gke,asia-south1,staging,platform,cost,22.174,13.029,0.386,103.532,66.77,0
cloud-security-097-00038,2026-02-07,project-07,vertex-ai,us-central1,dev,platform,cost,42.244,6.057,0.439,176.716,70.054,0
cloud-security-097-00039,2026-02-08,project-15,cloud-run,global,prod,data,reliability,65.124,10.166,0.171,167.835,76.975,1
cloud-security-097-00040,2026-02-09,project-07,cloud-sql,asia-south1,prod,backend,quality,70.682,3.522,0.399,141.962,67.624,1
cloud-security-097-00041,2026-02-10,project-01,compute,us-central1,prod,platform,cost,51.02,5.666,0.43,147.286,67.607,1
cloud-security-097-00042,2026-02-11,project-12,vertex-ai,europe-west1,sandbox,finops,security,58.626,16.397,0.758,182.574,100,1
cloud-security-097-00043,2026-02-12,project-07,vertex-ai,asia-south1,dev,mlops,latency,36.419,7.174,0.487,83.521,58.711,0
cloud-security-097-00044,2026-02-13,project-18,cloud-sql,us-central1,dev,backend,cost,14.523,7.782,0.395,0.0,37.066,0
cloud-security-097-00045,2026-02-14,project-08,compute,asia-south1,prod,security,reliability,61.163,10.075,0.493,186.911,89.428,1
cloud-security-097-00046,2026-02-15,project-04,compute,global,prod,data,latency,83.489,10.487,0.798,126.465,100,1
cloud-security-097-00047,2026-02-16,project-16,cloud-run,asia-south1,staging,security,cost,58.605,10.941,0.526,251.739,100,1
cloud-security-097-00048,2026-02-17,project-21,vertex-ai,asia-south1,prod,mlops,latency,74.412,3.054,0.806,106.201,76.868,1
