record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,retraining_needed
mlops-drift-003-00001,2026-01-01,project-20,compute,europe-west1,staging,backend,reliability,49.841,6.242,0.55,51.334,58.745,1
mlops-drift-003-00002,2026-01-02,project-04,cloud-sql,us-central1,prod,security,latency,79.823,4.509,0.408,56.765,61.017,0
mlops-drift-003-00003,2026-01-03,project-05,compute,us-east1,prod,data,cost,73.433,21.23,0.376,172.271,100,1
mlops-drift-003-00004,2026-01-04,project-22,pubsub,us-east1,prod,backend,quality,46.575,8.595,0.281,79.659,57.808,0
mlops-drift-003-00005,2026-01-05,project-01,bigquery,us-east1,staging,finops,cost,65.197,5.049,0.628,122.055,74.38,0
mlops-drift-003-00006,2026-01-06,project-23,vertex-ai,europe-west1,dev,platform,reliability,81.928,5.101,0.715,88.245,78.471,1
mlops-drift-003-00007,2026-01-07,project-02,cloud-sql,europe-west1,sandbox,data,cost,69.119,9.447,0.387,52.667,67.46,0
mlops-drift-003-00008,2026-01-08,project-19,pubsub,europe-west1,sandbox,backend,latency,49.002,4.291,0.588,20.99,50.804,0
mlops-drift-003-00009,2026-01-09,project-20,bigquery,global,sandbox,finops,security,53.588,10.939,0.325,95.745,69.618,1
mlops-drift-003-00010,2026-01-10,project-08,gke,us-east1,dev,platform,reliability,59.504,7.489,0.664,219.784,93.593,1
mlops-drift-003-00011,2026-01-11,project-06,vertex-ai,global,dev,backend,latency,68.753,9.51,0.401,110.251,76.367,1
mlops-drift-003-00012,2026-01-12,project-19,vertex-ai,us-east1,staging,backend,security,37.41,6.433,0.243,70.538,46.896,0
mlops-drift-003-00013,2026-01-13,project-23,vertex-ai,asia-south1,prod,mlops,latency,61.679,11.064,0.377,211.643,91.463,1
mlops-drift-003-00014,2026-01-14,project-02,compute,global,sandbox,backend,quality,34.18,9.841,0.705,147.574,81.122,1
mlops-drift-003-00015,2026-01-15,project-11,bigquery,asia-south1,dev,backend,quality,29.999,10.424,0.403,86.307,61.514,0
mlops-drift-003-00016,2026-01-16,project-18,bigquery,europe-west1,dev,finops,latency,39.379,5.111,0.523,166.066,68.231,0
mlops-drift-003-00017,2026-01-17,project-15,compute,asia-south1,prod,platform,security,66.845,11.528,0.341,131.307,81.378,1
mlops-drift-003-00018,2026-01-18,project-20,bigquery,us-east1,prod,mlops,quality,61.351,9.811,0.61,163.056,89.494,1
mlops-drift-003-00019,2026-01-19,project-03,vertex-ai,europe-west1,prod,security,latency,60.046,9.645,0.43,57.269,66.923,0
mlops-drift-003-00020,2026-01-20,project-08,gke,asia-south1,prod,finops,security,67.551,11.739,0.532,141.35,90.267,1
mlops-drift-003-00021,2026-01-21,project-24,cloud-run,asia-south1,dev,finops,reliability,14.769,6.355,0.665,96.258,57.31,0
mlops-drift-003-00022,2026-01-22,project-22,bigquery,europe-west1,sandbox,backend,reliability,41.488,9.926,0.381,152.474,73.252,1
mlops-drift-003-00023,2026-01-23,project-18,gke,asia-south1,dev,backend,cost,35.274,8.757,0.585,149.106,74.999,1
mlops-drift-003-00024,2026-01-24,project-03,cloud-sql,global,dev,mlops,cost,44.317,13.729,0.315,121.79,76.331,1
mlops-drift-003-00025,2026-01-25,project-07,gke,us-central1,staging,mlops,security,42.638,8.634,0.424,188.228,77.359,1
mlops-drift-003-00026,2026-01-26,project-04,cloud-sql,global,staging,security,latency,64.25,7.929,0.08,90.892,57.044,0
mlops-drift-003-00027,2026-01-27,project-15,compute,asia-south1,sandbox,finops,quality,63.612,42.936,0.89,77.465,100,1
mlops-drift-003-00028,2026-01-28,project-21,vertex-ai,us-central1,dev,mlops,latency,35.111,5.837,0.641,109.002,64.24,0
mlops-drift-003-00029,2026-01-29,project-22,vertex-ai,global,prod,platform,cost,41.377,10.216,0.5,125.156,74.071,0
mlops-drift-003-00030,2026-01-30,project-05,pubsub,asia-south1,staging,backend,quality,46.014,20.687,0.444,131.98,99.162,1
mlops-drift-003-00031,2026-01-31,project-22,gke,asia-south1,prod,data,security,52.531,22.678,0.683,11.002,96.811,1
mlops-drift-003-00032,2026-02-01,project-19,gke,us-central1,sandbox,backend,reliability,37.221,5.455,0.344,153.174,60.134,0
mlops-drift-003-00033,2026-02-02,project-03,vertex-ai,asia-south1,dev,mlops,security,51.82,5.279,0.263,107.483,55.334,0
mlops-drift-003-00034,2026-02-03,project-19,compute,us-central1,prod,data,cost,49.027,3.849,0.458,258.5,79.868,1
mlops-drift-003-00035,2026-02-04,project-06,bigquery,global,prod,backend,latency,70.223,12.982,0.837,117.545,100,1
mlops-drift-003-00036,2026-02-05,project-23,compute,europe-west1,dev,mlops,security,70.821,13.259,0.74,71.704,92.082,1
mlops-drift-003-00037,2026-02-06,project-23,cloud-run,us-central1,sandbox,data,reliability,90.077,4.657,0.615,155.201,86.552,1
mlops-drift-003-00038,2026-02-07,project-02,compute,europe-west1,dev,platform,security,42.821,17.534,0.553,135.644,95.036,1
mlops-drift-003-00039,2026-02-08,project-19,compute,asia-south1,prod,data,latency,115.646,3.012,0.643,56.981,78.319,1
mlops-drift-003-00040,2026-02-09,project-07,cloud-sql,us-central1,prod,security,cost,56.987,17.168,0.602,0.0,81.074,1
mlops-drift-003-00041,2026-02-10,project-18,gke,us-central1,prod,data,quality,53.639,3.818,0.332,29.124,43.55,0
mlops-drift-003-00042,2026-02-11,project-16,compute,us-central1,dev,security,security,55.967,7.457,0.388,176.385,76.291,1
mlops-drift-003-00043,2026-02-12,project-06,cloud-run,europe-west1,staging,backend,cost,0.0,28.035,0.582,179.008,100,1
mlops-drift-003-00044,2026-02-13,project-20,vertex-ai,us-east1,sandbox,data,security,20.238,16.521,0.616,72.133,77.712,1
mlops-drift-003-00045,2026-02-14,project-03,bigquery,europe-west1,prod,backend,cost,57.296,8.675,0.489,120.569,74.993,1
mlops-drift-003-00046,2026-02-15,project-24,pubsub,global,sandbox,security,quality,35.861,23.331,0.514,114.741,100,1
mlops-drift-003-00047,2026-02-16,project-14,gke,asia-south1,dev,mlops,quality,53.479,14.241,0.616,79.704,85.13,1
mlops-drift-003-00048,2026-02-17,project-22,cloud-sql,us-east1,staging,backend,quality,10.036,9.618,0.604,55.347,55.166,0
mlops-drift-003-00049,2026-02-18,project-23,cloud-run,us-central1,prod,security,quality,66.427,9.151,0.348,109.985,72.821,1
mlops-drift-003-00050,2026-02-19,project-15,gke,us-central1,sandbox,finops,quality,77.045,4.201,0.497,119.183,71.544,1
mlops-drift-003-00051,2026-02-20,project-05,vertex-ai,asia-south1,dev,platform,reliability,54.05,7.461,0.671,155.44,82.48,1
mlops-drift-003-00052,2026-02-21,project-05,pubsub,us-central1,prod,platform,security,66.399,7.09,0.38,103.245,68.14,1
mlops-drift-003-00053,2026-02-22,project-10,vertex-ai,europe-west1,prod,mlops,cost,59.946,14.204,0.546,93.179,86.822,1
mlops-drift-003-00054,2026-02-23,project-07,cloud-run,asia-south1,staging,finops,security,21.056,6.272,0.279,85.34,44.215,0
mlops-drift-003-00055,2026-02-24,project-02,compute,europe-west1,dev,backend,latency,82.386,6.03,0.788,244.526,100,1
mlops-drift-003-00056,2026-02-25,project-09,cloud-sql,asia-south1,staging,security,security,42.349,9.319,0.248,204.597,75.084,1
mlops-drift-003-00057,2026-02-26,project-02,gke,us-central1,dev,finops,latency,27.748,8.763,0.511,146.776,69.449,1
mlops-drift-003-00058,2026-02-27,project-22,vertex-ai,us-east1,dev,data,quality,58.169,9.297,0.618,74.347,74.524,1
mlops-drift-003-00059,2026-02-28,project-02,bigquery,europe-west1,sandbox,finops,reliability,29.429,6.031,0.886,55.195,63.432,0
mlops-drift-003-00060,2026-03-01,project-04,vertex-ai,us-central1,prod,mlops,cost,40.332,11.426,0.351,88.0,65.895,0
