record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,pipeline_failed
devops-ci-076-00001,2026-01-01,project-17,cloud-run,europe-west1,sandbox,finops,reliability,53.539,13.318,0.63,92.611,85.37,1
devops-ci-076-00002,2026-01-02,project-03,cloud-sql,us-central1,staging,platform,latency,64.622,10.576,0.707,210.565,100,1
devops-ci-076-00003,2026-01-03,project-14,cloud-sql,us-central1,prod,security,security,72.26,14.643,0.78,66.125,96.401,1
devops-ci-076-00004,2026-01-04,project-08,cloud-sql,us-east1,prod,security,security,69.606,17.11,0.557,49.208,90.957,1
devops-ci-076-00005,2026-01-05,project-15,pubsub,asia-south1,prod,backend,reliability,49.299,4.679,0.509,140.851,66.528,0
devops-ci-076-00006,2026-01-06,project-12,compute,us-central1,staging,mlops,security,53.648,8.28,0.545,158.031,80.218,1
devops-ci-076-00007,2026-01-07,project-11,bigquery,us-central1,dev,mlops,cost,65.256,10.742,0.546,103.493,82.107,1
devops-ci-076-00008,2026-01-08,project-15,vertex-ai,us-central1,prod,mlops,latency,87.301,10.361,0.508,72.682,83.11,1
devops-ci-076-00009,2026-01-09,project-08,gke,us-central1,sandbox,data,reliability,51.713,11.364,0.308,115.63,72.258,1
devops-ci-076-00010,2026-01-10,project-09,cloud-run,asia-south1,prod,security,cost,81.129,13.153,0.396,177.451,98.824,1
devops-ci-076-00011,2026-01-11,project-04,cloud-run,asia-south1,staging,finops,cost,45.293,11.533,0.101,56.117,54.482,0
devops-ci-076-00012,2026-01-12,project-07,bigquery,us-east1,prod,platform,reliability,53.174,18.787,0.812,27.961,94.945,1
devops-ci-076-00013,2026-01-13,project-09,bigquery,europe-west1,prod,backend,latency,90.192,4.33,0.44,90.693,70.297,1
devops-ci-076-00014,2026-01-14,project-09,gke,global,sandbox,mlops,quality,51.585,7.664,0.451,219.19,83.688,1
devops-ci-076-00015,2026-01-15,project-23,cloud-sql,europe-west1,prod,data,latency,57.777,27.962,0.385,110.137,100,1
devops-ci-076-00016,2026-01-16,project-03,vertex-ai,us-east1,prod,finops,reliability,62.078,9.008,0.54,149.096,83.389,1
devops-ci-076-00017,2026-01-17,project-19,bigquery,us-central1,prod,finops,cost,58.055,7.455,0.525,100.008,70.674,1
devops-ci-076-00018,2026-01-18,project-06,gke,us-central1,dev,data,quality,52.82,16.962,0.688,240.084,100,1
devops-ci-076-00019,2026-01-19,project-11,vertex-ai,europe-west1,prod,platform,security,57.399,14.115,0.752,227.408,100,1
devops-ci-076-00020,2026-01-20,project-04,gke,us-central1,dev,backend,latency,36.702,13.039,0.299,200.972,83.043,1
devops-ci-076-00021,2026-01-21,project-08,gke,us-east1,prod,security,security,82.404,22.569,0.798,87.541,100,1
devops-ci-076-00022,2026-01-22,project-01,bigquery,us-central1,sandbox,data,quality,46.091,9.49,0.329,225.852,82.727,1
devops-ci-076-00023,2026-01-23,project-07,pubsub,europe-west1,dev,backend,latency,60.201,20.267,0.653,132.614,100,1
devops-ci-076-00024,2026-01-24,project-20,cloud-sql,us-east1,dev,mlops,security,13.943,23.674,0.8,0.0,88.119,1
devops-ci-076-00025,2026-01-25,project-02,vertex-ai,us-central1,staging,backend,quality,64.321,7.697,0.376,154.856,76.215,1
devops-ci-076-00026,2026-01-26,project-16,cloud-sql,global,sandbox,data,reliability,18.723,3.492,0.756,89.387,54.197,0
devops-ci-076-00027,2026-01-27,project-05,bigquery,us-central1,prod,finops,security,81.167,10.241,0.278,142.15,82.764,1
devops-ci-076-00028,2026-01-28,project-15,cloud-run,us-central1,sandbox,data,quality,50.897,11.062,0.576,63.248,73.009,1
devops-ci-076-00029,2026-01-29,project-14,gke,us-east1,prod,security,latency,64.412,12.674,0.726,188.164,100,1
devops-ci-076-00030,2026-01-30,project-12,cloud-run,asia-south1,prod,security,quality,59.297,9.725,0.684,114.942,84.148,1
devops-ci-076-00031,2026-01-31,project-20,bigquery,us-central1,dev,finops,reliability,86.806,11.323,0.416,181.087,97.771,1
devops-ci-076-00032,2026-02-01,project-01,cloud-sql,global,prod,data,security,64.962,10.784,0.465,184.05,91.015,1
devops-ci-076-00033,2026-02-02,project-10,bigquery,us-central1,dev,data,cost,75.287,5.347,0.614,167.531,84.748,1
devops-ci-076-00034,2026-02-03,project-22,bigquery,asia-south1,dev,backend,reliability,54.25,12.022,0.419,62.963,70.886,1
devops-ci-076-00035,2026-02-04,project-10,bigquery,europe-west1,prod,mlops,security,79.603,5.358,0.54,239.359,94.17,1
devops-ci-076-00036,2026-02-05,project-22,pubsub,global,prod,backend,latency,67.775,10.279,0.602,86.085,81.33,1
devops-ci-076-00037,2026-02-06,project-17,pubsub,us-east1,staging,data,quality,29.97,9.271,0.391,138.335,65.981,1
devops-ci-076-00038,2026-02-07,project-09,gke,us-central1,prod,security,cost,57.897,7.209,0.856,176.896,92.842,1
devops-ci-076-00039,2026-02-08,project-12,pubsub,us-east1,staging,backend,latency,14.904,22.324,0.243,90.596,79.023,1
devops-ci-076-00040,2026-02-09,project-20,vertex-ai,us-east1,prod,backend,reliability,82.199,8.854,0.315,72.809,71.072,1
