record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,retraining_needed
mlops-drift-063-00001,2026-01-01,project-08,bigquery,us-east1,prod,data,quality,60.866,8.677,0.958,142.015,95.79,1
mlops-drift-063-00002,2026-01-02,project-15,cloud-sql,global,sandbox,security,latency,46.261,11.192,0.229,97.087,64.48,0
mlops-drift-063-00003,2026-01-03,project-01,vertex-ai,us-east1,prod,security,security,58.539,13.842,0.786,99.839,94.857,1
mlops-drift-063-00004,2026-01-04,project-02,cloud-run,us-central1,prod,platform,reliability,55.114,13.589,0.65,110.405,89.848,1
mlops-drift-063-00005,2026-01-05,project-05,bigquery,europe-west1,sandbox,platform,reliability,53.673,7.362,0.288,138.628,66.26,1
mlops-drift-063-00006,2026-01-06,project-09,pubsub,asia-south1,staging,platform,reliability,55.51,7.082,0.392,154.471,72.2,0
mlops-drift-063-00007,2026-01-07,project-09,pubsub,asia-south1,prod,data,cost,71.051,6.481,0.456,61.057,64.854,1
mlops-drift-063-00008,2026-01-08,project-11,cloud-run,asia-south1,prod,data,quality,83.217,20.681,0.836,113.144,100,1
mlops-drift-063-00009,2026-01-09,project-12,cloud-sql,europe-west1,staging,backend,security,26.37,13.159,0.63,87.221,74.704,1
mlops-drift-063-00010,2026-01-10,project-22,cloud-run,us-central1,prod,mlops,latency,60.416,5.845,0.489,104.447,67.131,1
mlops-drift-063-00011,2026-01-11,project-03,pubsub,global,dev,security,latency,44.357,20.055,0.428,67.437,87.135,1
mlops-drift-063-00012,2026-01-12,project-16,cloud-sql,europe-west1,dev,data,cost,40.395,12.188,0.38,70.112,66.102,1
mlops-drift-063-00013,2026-01-13,project-22,bigquery,us-central1,dev,data,latency,60.112,13.954,0.557,195.428,100,1
mlops-drift-063-00014,2026-01-14,project-18,vertex-ai,asia-south1,prod,backend,security,78.496,7.366,0.734,187.665,97.719,1
mlops-drift-063-00015,2026-01-15,project-24,compute,global,dev,data,security,61.12,11.491,0.788,85.47,88.249,1
mlops-drift-063-00016,2026-01-16,project-18,cloud-run,us-central1,dev,platform,reliability,37.331,9.035,0.293,171.571,69.423,1
mlops-drift-063-00017,2026-01-17,project-14,cloud-sql,us-east1,prod,platform,quality,71.979,6.798,0.539,218.259,91.749,1
mlops-drift-063-00018,2026-01-18,project-01,pubsub,asia-south1,prod,data,latency,82.06,4.101,0.705,207.015,93.155,1
mlops-drift-063-00019,2026-01-19,project-11,bigquery,europe-west1,prod,data,cost,42.911,41.366,0.867,75.537,100,1
mlops-drift-063-00020,2026-01-20,project-19,compute,us-east1,staging,finops,security,42.077,9.309,0.547,106.047,71.058,1
mlops-drift-063-00021,2026-01-21,project-04,compute,us-central1,sandbox,data,reliability,52.581,5.261,0.24,128.398,57.804,0
