record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,evaluation_passed
genai-rag-075-00001,2026-01-01,project-09,bigquery,asia-south1,prod,mlops,cost,83.953,15.602,0.779,210.149,100,1
genai-rag-075-00002,2026-01-02,project-20,pubsub,global,sandbox,finops,latency,62.938,7.316,0.733,192.602,92.842,1
genai-rag-075-00003,2026-01-03,project-20,cloud-sql,global,sandbox,platform,quality,14.858,9.445,0.888,100.019,72.905,1
genai-rag-075-00004,2026-01-04,project-16,bigquery,europe-west1,prod,finops,reliability,63.444,14.75,0.52,159.591,98.096,1
genai-rag-075-00005,2026-01-05,project-11,pubsub,us-central1,prod,backend,reliability,71.399,3.913,0.369,54.087,54.923,0
genai-rag-075-00006,2026-01-06,project-15,gke,europe-west1,sandbox,platform,quality,36.686,16.798,0.81,132.664,99.732,1
genai-rag-075-00007,2026-01-07,project-06,compute,us-central1,dev,data,security,31.956,9.395,0.832,55.093,70.261,1
genai-rag-075-00008,2026-01-08,project-03,pubsub,europe-west1,prod,platform,security,69.521,10.008,0.893,162.801,100,1
genai-rag-075-00009,2026-01-09,project-08,cloud-run,asia-south1,prod,data,reliability,73.421,7.458,0.658,62.924,75.306,1
genai-rag-075-00010,2026-01-10,project-21,vertex-ai,europe-west1,prod,backend,quality,63.466,13.695,0.29,198.285,93.235,1
genai-rag-075-00011,2026-01-11,project-02,bigquery,global,prod,mlops,reliability,71.395,5.815,0.818,138.285,87.353,1
genai-rag-075-00012,2026-01-12,project-21,compute,europe-west1,staging,backend,security,28.837,19.587,0.615,131.55,96.505,1
genai-rag-075-00013,2026-01-13,project-24,pubsub,us-central1,prod,platform,cost,64.398,10.078,0.529,147.874,86.135,1
genai-rag-075-00014,2026-01-14,project-22,vertex-ai,global,prod,security,cost,61.079,10.486,0.568,70.3,75.977,1
genai-rag-075-00015,2026-01-15,project-03,vertex-ai,us-central1,staging,platform,latency,51.217,18.089,0.522,105.59,93.802,1
genai-rag-075-00016,2026-01-16,project-12,compute,asia-south1,dev,backend,latency,44.066,11.863,0.589,132.549,83.048,1
genai-rag-075-00017,2026-01-17,project-21,bigquery,global,prod,backend,quality,21.41,4.458,0.664,43.824,47.526,0
genai-rag-075-00018,2026-01-18,project-12,compute,global,dev,finops,cost,31.739,10.979,0.589,182.048,83.89,1
genai-rag-075-00019,2026-01-19,project-19,vertex-ai,us-east1,dev,platform,security,78.408,7.813,0.444,63.756,70.511,1
genai-rag-075-00020,2026-01-20,project-17,bigquery,us-east1,staging,data,reliability,55.574,12.151,0.367,112.502,77.055,1
genai-rag-075-00021,2026-01-21,project-12,gke,us-east1,dev,finops,reliability,42.495,17.835,0.5,67.26,83.797,1
genai-rag-075-00022,2026-01-22,project-18,cloud-run,us-east1,prod,data,cost,42.388,6.346,0.79,112.698,73.728,0
genai-rag-075-00023,2026-01-23,project-01,cloud-sql,asia-south1,prod,data,security,71.384,11.105,0.621,89.847,85.734,1
genai-rag-075-00024,2026-01-24,project-12,vertex-ai,global,prod,backend,security,57.163,13.796,0.486,115.758,86.089,1
genai-rag-075-00025,2026-01-25,project-15,vertex-ai,global,sandbox,data,quality,75.125,7.135,0.572,284.933,100,1
genai-rag-075-00026,2026-01-26,project-23,compute,asia-south1,prod,mlops,quality,81.603,15.167,0.476,79.871,92.259,1
genai-rag-075-00027,2026-01-27,project-14,bigquery,us-east1,sandbox,backend,cost,43.95,13.178,0.674,112.18,86.081,1
genai-rag-075-00028,2026-01-28,project-22,vertex-ai,europe-west1,prod,platform,security,65.272,11.231,0.571,154.42,91.555,1
genai-rag-075-00029,2026-01-29,project-05,cloud-run,us-central1,prod,platform,latency,75.626,6.243,0.624,89.243,75.891,1
genai-rag-075-00030,2026-01-30,project-04,pubsub,us-central1,dev,finops,security,33.849,15.726,0.722,139.547,94.162,1
genai-rag-075-00031,2026-01-31,project-03,pubsub,us-east1,dev,platform,security,45.031,5.566,0.742,65.897,64.328,0
genai-rag-075-00032,2026-02-01,project-15,pubsub,global,prod,backend,cost,92.355,14.773,0.477,67.014,93.262,1
genai-rag-075-00033,2026-02-02,project-14,bigquery,europe-west1,dev,backend,latency,18.316,5.366,0.417,139.655,53.893,0
genai-rag-075-00034,2026-02-03,project-12,cloud-run,global,prod,platform,reliability,77.304,2.736,0.545,25.657,56.257,0
genai-rag-075-00035,2026-02-04,project-18,vertex-ai,asia-south1,prod,platform,security,43.034,9.946,0.777,111.508,81.726,1
genai-rag-075-00036,2026-02-05,project-13,cloud-sql,us-central1,dev,mlops,latency,54.079,16.818,0.491,57.166,83.691,1
genai-rag-075-00037,2026-02-06,project-11,vertex-ai,europe-west1,prod,security,security,68.308,3.598,0.567,122.493,70.012,1
genai-rag-075-00038,2026-02-07,project-08,pubsub,us-central1,sandbox,mlops,reliability,56.121,14.483,0.665,120.352,94.262,1
genai-rag-075-00039,2026-02-08,project-10,cloud-sql,asia-south1,staging,mlops,reliability,40.719,21.562,0.139,62.153,78.492,1
genai-rag-075-00040,2026-02-09,project-10,pubsub,us-central1,prod,platform,latency,61.13,11.245,0.657,124.771,88.825,1
genai-rag-075-00041,2026-02-10,project-03,cloud-run,us-central1,prod,mlops,security,55.217,6.941,0.353,93.913,61.572,1
genai-rag-075-00042,2026-02-11,project-06,pubsub,europe-west1,prod,platform,reliability,59.429,10.117,0.423,197.895,88.071,1
genai-rag-075-00043,2026-02-12,project-09,cloud-sql,asia-south1,dev,backend,security,0.0,7.198,0.622,194.395,66.915,1
genai-rag-075-00044,2026-02-13,project-02,bigquery,us-east1,prod,finops,security,81.657,13.092,0.38,165.848,96.614,1
genai-rag-075-00045,2026-02-14,project-03,gke,global,prod,mlops,quality,58.212,11.299,0.488,216.335,95.367,1
genai-rag-075-00046,2026-02-15,project-22,pubsub,us-central1,prod,platform,latency,56.127,17.367,0.483,96.697,91.174,1
genai-rag-075-00047,2026-02-16,project-01,vertex-ai,asia-south1,dev,mlops,security,36.588,10.164,0.947,103.965,84.828,1
genai-rag-075-00048,2026-02-17,project-12,pubsub,asia-south1,prod,backend,latency,76.925,6.533,0.56,144.378,82.823,1
genai-rag-075-00049,2026-02-18,project-17,pubsub,global,staging,security,latency,61.784,6.94,0.748,137.55,84.057,1
genai-rag-075-00050,2026-02-19,project-21,cloud-sql,europe-west1,prod,mlops,quality,42.772,9.951,0.739,150.181,85.956,1
genai-rag-075-00051,2026-02-20,project-08,bigquery,us-east1,dev,security,latency,22.036,11.415,0.604,111.826,71.796,1
genai-rag-075-00052,2026-02-21,project-16,cloud-run,us-central1,sandbox,platform,reliability,53.211,20.682,0.347,48.383,86.083,1
genai-rag-075-00053,2026-02-22,project-14,vertex-ai,europe-west1,dev,security,cost,58.297,12.762,0.889,147.323,100,1
genai-rag-075-00054,2026-02-23,project-24,cloud-sql,global,prod,security,reliability,54.372,6.195,0.586,88.755,66.939,1
genai-rag-075-00055,2026-02-24,project-20,pubsub,asia-south1,prod,finops,reliability,68.767,6.37,0.382,163.006,76.073,0
genai-rag-075-00056,2026-02-25,project-05,compute,us-central1,sandbox,data,quality,95.809,12.502,0.563,115.326,99.228,1
genai-rag-075-00057,2026-02-26,project-22,cloud-run,global,dev,finops,cost,36.758,6.335,0.579,94.669,61.718,1
genai-rag-075-00058,2026-02-27,project-16,gke,europe-west1,prod,data,latency,49.068,4.24,0.213,135.087,54.222,0
genai-rag-075-00059,2026-02-28,project-01,cloud-run,global,staging,backend,cost,51.002,7.725,0.635,69.945,68.301,0
genai-rag-075-00060,2026-03-01,project-15,bigquery,us-central1,dev,security,cost,64.386,12.848,0.79,115.066,96.944,1
genai-rag-075-00061,2026-03-02,project-11,cloud-sql,us-east1,sandbox,security,cost,36.096,12.501,0.687,123.158,83.808,1
genai-rag-075-00062,2026-03-03,project-10,gke,asia-south1,prod,security,cost,67.227,4.762,0.398,177.391,74.44,1
genai-rag-075-00063,2026-03-04,project-01,bigquery,us-central1,sandbox,finops,cost,45.977,9.437,0.384,132.263,70.84,1
genai-rag-075-00064,2026-03-05,project-21,bigquery,us-central1,dev,backend,reliability,49.268,3.864,0.588,117.158,63.925,0
genai-rag-075-00065,2026-03-06,project-19,compute,us-east1,sandbox,finops,reliability,62.875,3.965,0.339,181.543,69.598,0
genai-rag-075-00066,2026-03-07,project-07,cloud-sql,us-central1,dev,finops,latency,41.291,8.904,0.443,200.01,79.901,1
genai-rag-075-00067,2026-03-08,project-22,gke,us-east1,prod,backend,security,71.613,8.922,0.765,132.168,91.932,1
genai-rag-075-00068,2026-03-09,project-09,compute,europe-west1,prod,backend,security,61.334,17.766,0.508,223.882,100,1
genai-rag-075-00069,2026-03-10,project-05,cloud-sql,asia-south1,sandbox,security,quality,40.335,10.98,0.172,207.036,75.95,1
