record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,budget_breach
finops-budget-019-00001,2026-01-01,project-01,cloud-run,us-east1,dev,data,reliability,38.313,18.019,0.573,151.832,97.651,1
finops-budget-019-00002,2026-01-02,project-16,gke,asia-south1,prod,backend,latency,79.529,18.485,0.682,104.564,100,1
finops-budget-019-00003,2026-01-03,project-03,pubsub,us-central1,sandbox,mlops,latency,45.963,6.138,0.595,40.464,57.135,0
finops-budget-019-00004,2026-01-04,project-21,cloud-run,asia-south1,dev,data,quality,45.704,7.448,0.491,149.324,72.336,1
finops-budget-019-00005,2026-01-05,project-23,pubsub,us-east1,sandbox,mlops,cost,15.557,7.309,0.541,165.424,65.559,0
finops-budget-019-00006,2026-01-06,project-23,bigquery,us-central1,dev,finops,quality,57.077,6.859,0.481,130.111,71.791,1
finops-budget-019-00007,2026-01-07,project-06,cloud-run,europe-west1,prod,security,reliability,79.299,7.99,0.617,34.539,73.03,1
finops-budget-019-00008,2026-01-08,project-10,pubsub,asia-south1,dev,mlops,cost,70.696,9.191,0.454,158.519,85.197,1
finops-budget-019-00009,2026-01-09,project-22,cloud-run,europe-west1,staging,backend,quality,41.494,7.051,0.383,164.354,68.349,1
finops-budget-019-00010,2026-01-10,project-21,vertex-ai,global,prod,data,cost,86.578,4.924,0.441,0.0,57.227,0
finops-budget-019-00011,2026-01-11,project-15,bigquery,asia-south1,staging,platform,latency,59.082,17.135,0.818,53.657,97.115,1
finops-budget-019-00012,2026-01-12,project-24,cloud-run,us-central1,sandbox,mlops,reliability,72.905,5.39,0.432,115.635,70.077,0
finops-budget-019-00013,2026-01-13,project-16,cloud-run,asia-south1,dev,security,reliability,65.15,7.886,0.598,44.31,68.595,0
finops-budget-019-00014,2026-01-14,project-19,cloud-run,europe-west1,sandbox,mlops,reliability,61.162,8.179,0.819,197.608,97.974,1
finops-budget-019-00015,2026-01-15,project-02,vertex-ai,global,prod,finops,cost,59.525,8.165,0.653,58.931,71.335,1
finops-budget-019-00016,2026-01-16,project-17,gke,global,sandbox,security,cost,39.251,7.426,0.488,0.0,48.145,0
finops-budget-019-00017,2026-01-17,project-05,pubsub,global,prod,security,latency,55.469,7.902,0.448,58.323,62.038,0
finops-budget-019-00018,2026-01-18,project-20,cloud-run,global,dev,platform,security,33.126,7.738,0.492,166.558,71.159,1
finops-budget-019-00019,2026-01-19,project-07,pubsub,us-central1,prod,platform,quality,49.22,7.904,0.646,51.739,65.825,0
finops-budget-019-00020,2026-01-20,project-12,bigquery,global,staging,security,reliability,44.203,9.382,0.667,129.715,79.624,1
finops-budget-019-00021,2026-01-21,project-08,bigquery,us-east1,prod,security,cost,87.254,8.627,0.602,136.39,91.629,1
finops-budget-019-00022,2026-01-22,project-10,pubsub,us-central1,staging,finops,security,59.16,7.021,0.587,145.918,78.913,1
finops-budget-019-00023,2026-01-23,project-13,bigquery,europe-west1,prod,data,quality,57.269,8.547,0.399,122.288,71.786,1
finops-budget-019-00024,2026-01-24,project-13,vertex-ai,us-east1,dev,finops,reliability,1.794,5.114,0.239,172.832,46.13,0
finops-budget-019-00025,2026-01-25,project-14,bigquery,us-central1,prod,mlops,security,98.75,13.121,0.637,93.257,100,1
finops-budget-019-00026,2026-01-26,project-05,vertex-ai,global,sandbox,mlops,security,50.129,12.355,0.531,157.777,87.968,1
finops-budget-019-00027,2026-01-27,project-15,compute,us-central1,prod,security,reliability,64.883,8.54,0.46,173.966,84.106,1
finops-budget-019-00028,2026-01-28,project-04,compute,global,dev,finops,latency,48.065,4.88,0.486,147.441,66.721,1
finops-budget-019-00029,2026-01-29,project-03,cloud-run,us-east1,prod,platform,reliability,59.197,6.885,0.63,161.12,82.331,1
finops-budget-019-00030,2026-01-30,project-18,vertex-ai,us-central1,sandbox,finops,reliability,51.23,6.431,0.409,128.076,65.929,0
finops-budget-019-00031,2026-01-31,project-24,vertex-ai,us-east1,staging,platform,cost,78.121,17.968,0.466,131.988,100,1
finops-budget-019-00032,2026-02-01,project-09,cloud-run,us-central1,prod,platform,latency,95.434,5.613,0.472,137.564,83.08,1
finops-budget-019-00033,2026-02-02,project-06,pubsub,europe-west1,prod,finops,security,92.054,6.518,0.628,191.448,97.327,1
finops-budget-019-00034,2026-02-03,project-14,cloud-sql,us-east1,staging,data,security,56.022,8.471,0.575,134.08,79.052,1
finops-budget-019-00035,2026-02-04,project-07,pubsub,global,prod,data,reliability,51.686,7.311,0.47,137.776,71.691,0
finops-budget-019-00036,2026-02-05,project-22,cloud-run,asia-south1,prod,backend,cost,51.249,10.525,0.012,115.861,59.812,1
finops-budget-019-00037,2026-02-06,project-19,cloud-run,asia-south1,dev,security,security,63.811,6.47,0.638,116.045,76.684,1
finops-budget-019-00038,2026-02-07,project-22,pubsub,global,sandbox,backend,latency,42.297,6.666,0.308,49.06,48.293,0
finops-budget-019-00039,2026-02-08,project-08,cloud-sql,global,dev,platform,security,66.945,6.09,0.585,173.594,83.432,1
finops-budget-019-00040,2026-02-09,project-12,gke,asia-south1,prod,platform,latency,60.653,12.898,0.665,132.807,93.967,1
finops-budget-019-00041,2026-02-10,project-21,bigquery,us-east1,staging,backend,quality,33.158,14.868,0.391,224.292,92.692,1
finops-budget-019-00042,2026-02-11,project-07,gke,us-east1,prod,security,cost,79.997,8.748,0.685,0.0,72.386,1
finops-budget-019-00043,2026-02-12,project-02,pubsub,us-east1,prod,security,quality,37.801,9.105,0.439,121.66,67.582,1
finops-budget-019-00044,2026-02-13,project-04,bigquery,asia-south1,prod,mlops,latency,44.394,11.578,0.758,125.564,87.395,1
finops-budget-019-00045,2026-02-14,project-22,cloud-sql,europe-west1,dev,security,security,25.907,7.809,0.508,82.655,57.122,0
finops-budget-019-00046,2026-02-15,project-09,compute,us-east1,prod,security,reliability,88.708,7.296,0.36,123.03,78.614,1
finops-budget-019-00047,2026-02-16,project-06,gke,us-central1,prod,data,security,82.089,11.587,0.893,167.129,100,1
finops-budget-019-00048,2026-02-17,project-04,bigquery,us-central1,staging,platform,security,46.7,9.58,0.727,102.913,79.151,1
finops-budget-019-00049,2026-02-18,project-12,cloud-sql,europe-west1,prod,finops,security,46.426,6.658,0.584,148.427,73.87,1
finops-budget-019-00050,2026-02-19,project-01,gke,asia-south1,dev,backend,security,32.028,12.35,0.49,38.964,62.859,1
finops-budget-019-00051,2026-02-20,project-08,cloud-sql,global,prod,backend,cost,52.206,10.016,0.267,88.13,63.84,0
finops-budget-019-00052,2026-02-21,project-07,vertex-ai,us-central1,prod,data,security,54.461,4.55,0.349,232.19,75.754,1
finops-budget-019-00053,2026-02-22,project-12,cloud-sql,global,prod,finops,latency,69.651,11.186,0.444,131.307,85.167,1
finops-budget-019-00054,2026-02-23,project-06,compute,europe-west1,staging,platform,quality,52.896,25.202,0.349,117.417,100,1
finops-budget-019-00055,2026-02-24,project-15,compute,asia-south1,prod,mlops,cost,47.369,20.85,0.67,129.762,100,1
finops-budget-019-00056,2026-02-25,project-09,pubsub,us-east1,prod,mlops,quality,63.79,6.721,0.464,163.507,78.094,1
finops-budget-019-00057,2026-02-26,project-20,gke,europe-west1,sandbox,mlops,reliability,24.497,14.322,0.317,181.917,79.617,1
finops-budget-019-00058,2026-02-27,project-11,cloud-run,europe-west1,prod,finops,cost,78.759,6.03,0.859,166.536,95.987,1
finops-budget-019-00059,2026-02-28,project-06,bigquery,global,staging,platform,quality,28.495,7.772,0.838,61.493,66.406,1
finops-budget-019-00060,2026-03-01,project-03,cloud-sql,us-central1,prod,security,cost,41.418,10.185,0.239,111.407,62.873,1
finops-budget-019-00061,2026-03-02,project-13,cloud-sql,global,sandbox,data,reliability,40.568,6.757,0.229,68.249,47.933,0
finops-budget-019-00062,2026-03-03,project-09,gke,asia-south1,prod,backend,latency,70.889,32.316,0.646,65.265,100,1
finops-budget-019-00063,2026-03-04,project-19,compute,us-east1,prod,platform,quality,93.392,10.593,0.419,87.877,84.885,1
finops-budget-019-00064,2026-03-05,project-11,compute,us-east1,prod,security,cost,80.006,6.462,0.635,44.277,71.762,1
finops-budget-019-00065,2026-03-06,project-01,compute,us-central1,staging,finops,reliability,56.196,13.862,0.833,53.609,88.986,1
finops-budget-019-00066,2026-03-07,project-18,cloud-run,us-east1,staging,security,latency,33.966,8.183,0.63,94.061,66.749,1
finops-budget-019-00067,2026-03-08,project-16,gke,us-east1,dev,mlops,security,7.68,4.28,0.289,281.507,63.843,0
finops-budget-019-00068,2026-03-09,project-14,cloud-sql,us-east1,staging,data,latency,68.971,4.164,0.385,58.57,55.872,0
finops-budget-019-00069,2026-03-10,project-13,cloud-sql,us-central1,prod,platform,quality,59.341,18.7,0.492,153.02,100,1
finops-budget-019-00070,2026-03-11,project-03,compute,global,staging,data,reliability,42.797,5.214,0.768,155.796,76.745,1
finops-budget-019-00071,2026-03-12,project-11,cloud-sql,us-central1,prod,platform,security,49.077,5.363,0.556,86.958,61.832,0
finops-budget-019-00072,2026-03-13,project-16,pubsub,global,prod,mlops,cost,78.343,5.675,0.746,166.574,91.064,1
finops-budget-019-00073,2026-03-14,project-07,cloud-sql,us-east1,prod,finops,quality,70.308,9.422,0.729,122.22,89.931,1
finops-budget-019-00074,2026-03-15,project-04,bigquery,us-east1,prod,backend,quality,63.442,6.297,0.809,88.044,78.052,1
finops-budget-019-00075,2026-03-16,project-04,cloud-sql,us-central1,dev,backend,reliability,12.874,5.639,0.632,58.064,48.251,0
finops-budget-019-00076,2026-03-17,project-21,gke,europe-west1,prod,backend,quality,72.743,12.453,0.442,119.823,87.461,1
finops-budget-019-00077,2026-03-18,project-02,vertex-ai,us-east1,sandbox,backend,quality,72.953,20.184,0.798,122.493,100,1
finops-budget-019-00078,2026-03-19,project-20,gke,asia-south1,dev,platform,latency,70.476,2.353,0.631,148.009,73.827,1
finops-budget-019-00079,2026-03-20,project-01,gke,global,prod,security,quality,85.732,11.538,0.843,97.686,100,1
finops-budget-019-00080,2026-03-21,project-06,cloud-run,asia-south1,prod,finops,quality,89.926,10.759,0.898,95.984,100,1
finops-budget-019-00081,2026-03-22,project-01,gke,asia-south1,dev,platform,latency,69.001,10.514,0.507,104.917,81.728,1
finops-budget-019-00082,2026-03-23,project-06,pubsub,asia-south1,staging,mlops,cost,55.075,14.434,0.328,78.199,75.84,1
finops-budget-019-00083,2026-03-24,project-24,cloud-sql,global,dev,data,cost,27.864,10.33,0.72,265.18,97.728,1
finops-budget-019-00084,2026-03-25,project-18,bigquery,asia-south1,staging,security,reliability,57.527,5.171,0.258,134.496,60.844,1
finops-budget-019-00085,2026-03-26,project-01,pubsub,europe-west1,prod,security,quality,47.984,12.17,0.895,110.499,92.631,1
finops-budget-019-00086,2026-03-27,project-08,vertex-ai,global,prod,mlops,latency,89.332,5.409,0.52,81.805,74.017,1
finops-budget-019-00087,2026-03-28,project-18,cloud-run,us-central1,sandbox,backend,reliability,46.106,13.264,0.562,107.916,82.494,1
finops-budget-019-00088,2026-03-29,project-18,compute,europe-west1,staging,data,cost,26.841,8.014,0.362,166.274,65.012,1
finops-budget-019-00089,2026-03-30,project-11,vertex-ai,us-central1,prod,platform,reliability,75.348,6.247,0.59,58.979,70.199,1
finops-budget-019-00090,2026-03-31,project-24,cloud-sql,asia-south1,sandbox,platform,quality,37.712,2.76,0.38,52.774,40.635,0
finops-budget-019-00091,2026-04-01,project-20,pubsub,us-central1,prod,platform,cost,94.811,16.437,0.523,134.358,100,1
finops-budget-019-00092,2026-04-02,project-01,vertex-ai,global,dev,backend,quality,54.089,5.37,0.193,205.541,68.191,1
finops-budget-019-00093,2026-04-03,project-22,pubsub,europe-west1,prod,finops,security,70.746,10.156,0.391,186.238,89.303,1
finops-budget-019-00094,2026-04-04,project-24,cloud-run,asia-south1,staging,mlops,latency,21.927,4.444,0.245,102.362,41.547,0
finops-budget-019-00095,2026-04-05,project-08,gke,asia-south1,staging,backend,quality,39.724,6.479,0.407,90.114,56.408,0
finops-budget-019-00096,2026-04-06,project-01,gke,asia-south1,sandbox,mlops,latency,29.191,15.938,0.185,84.869,66.257,1
finops-budget-019-00097,2026-04-07,project-01,gke,asia-south1,dev,backend,latency,85.165,13.237,0.36,220.311,100,1
finops-budget-019-00098,2026-04-08,project-14,cloud-run,asia-south1,staging,finops,quality,43.935,17.16,0.099,179.075,84.997,1
finops-budget-019-00099,2026-04-09,project-21,compute,asia-south1,prod,finops,quality,50.894,9.631,0.672,151.875,85.954,1
finops-budget-019-00100,2026-04-10,project-06,vertex-ai,us-central1,sandbox,platform,cost,31.328,11.322,0.503,76.867,66.198,0
finops-budget-019-00101,2026-04-11,project-19,vertex-ai,asia-south1,staging,mlops,reliability,48.302,3.663,0.457,159.951,64.774,1
finops-budget-019-00102,2026-04-12,project-21,gke,asia-south1,prod,mlops,quality,106.27,11.428,0.421,8.555,79.842,1
finops-budget-019-00103,2026-04-13,project-06,pubsub,europe-west1,prod,platform,reliability,48.097,11.347,0.669,81.945,78.676,1
finops-budget-019-00104,2026-04-14,project-14,gke,global,prod,security,reliability,43.192,8.871,0.356,37.08,53.684,0
finops-budget-019-00105,2026-04-15,project-07,cloud-run,europe-west1,prod,backend,quality,78.864,7.201,0.772,108.542,87.254,1
finops-budget-019-00106,2026-04-16,project-04,gke,europe-west1,dev,security,cost,61.006,7.993,0.313,95.254,64.849,0
finops-budget-019-00107,2026-04-17,project-11,vertex-ai,global,prod,mlops,quality,48.832,8.817,0.722,73.928,73.715,1
finops-budget-019-00108,2026-04-18,project-23,cloud-sql,us-central1,prod,backend,quality,76.488,15.06,0.756,99.699,100,1
finops-budget-019-00109,2026-04-19,project-23,vertex-ai,us-east1,prod,platform,quality,34.217,7.924,0.568,80.177,62.038,0
finops-budget-019-00110,2026-04-20,project-09,pubsub,europe-west1,prod,data,latency,58.02,5.395,0.58,84.965,65.586,0
finops-budget-019-00111,2026-04-21,project-06,vertex-ai,asia-south1,dev,backend,security,30.911,13.853,0.634,155.5,88.01,1
finops-budget-019-00112,2026-04-22,project-19,gke,global,prod,mlops,security,55.027,8.444,0.445,81.773,66.462,1
finops-budget-019-00113,2026-04-23,project-18,gke,asia-south1,prod,finops,security,50.647,6.349,0.793,185.427,87.337,1
finops-budget-019-00114,2026-04-24,project-17,vertex-ai,global,prod,platform,reliability,51.71,8.817,0.571,119.571,76.094,1
finops-budget-019-00115,2026-04-25,project-05,compute,europe-west1,sandbox,data,quality,30.563,12.483,0.519,63.971,67.318,0
finops-budget-019-00116,2026-04-26,project-17,compute,us-central1,staging,data,reliability,59.804,12.499,0.666,70.611,83.703,1
finops-budget-019-00117,2026-04-27,project-01,gke,global,dev,data,reliability,61.515,9.581,0.543,120.025,80.395,1
finops-budget-019-00118,2026-04-28,project-24,gke,global,prod,security,quality,79.393,17.265,0.333,104.033,94.899,1
finops-budget-019-00119,2026-04-29,project-09,cloud-sql,us-central1,staging,security,reliability,55.866,8.957,0.263,0.0,49.658,0
finops-budget-019-00120,2026-04-30,project-14,cloud-sql,us-central1,staging,platform,quality,59.802,4.392,0.948,55.795,72.495,0
finops-budget-019-00121,2026-05-01,project-16,bigquery,europe-west1,prod,platform,reliability,34.454,8.862,0.598,115.894,70.568,0
finops-budget-019-00122,2026-05-02,project-18,cloud-run,us-east1,prod,data,cost,109.864,17.348,0.422,161.511,100,1
finops-budget-019-00123,2026-05-03,project-10,bigquery,global,prod,finops,quality,55.128,14.721,0.393,103.269,82.459,1
finops-budget-019-00124,2026-05-04,project-12,bigquery,europe-west1,dev,data,reliability,82.445,4.928,0.814,95.686,82.799,1
finops-budget-019-00125,2026-05-05,project-19,gke,europe-west1,prod,backend,latency,42.757,16.998,0.374,0.0,67.717,0
finops-budget-019-00126,2026-05-06,project-09,gke,us-central1,dev,security,cost,39.268,7.184,0.481,93.24,60.939,1
finops-budget-019-00127,2026-05-07,project-03,compute,asia-south1,prod,platform,quality,81.842,13.331,0.394,128.804,92.324,1
finops-budget-019-00128,2026-05-08,project-10,bigquery,us-east1,prod,platform,reliability,55.811,13.861,0.719,40.959,83.014,1
finops-budget-019-00129,2026-05-09,project-03,bigquery,asia-south1,sandbox,backend,quality,32.889,7.63,0.728,175.238,80.35,1
finops-budget-019-00130,2026-05-10,project-08,pubsub,us-east1,prod,security,cost,49.38,10.069,0.571,103.251,75.82,1
finops-budget-019-00131,2026-05-11,project-03,cloud-sql,asia-south1,prod,data,quality,41.068,8.113,0.682,33.566,62.069,0
finops-budget-019-00132,2026-05-12,project-15,cloud-sql,europe-west1,staging,mlops,latency,18.577,8.416,0.513,45.51,50.731,0
finops-budget-019-00133,2026-05-13,project-20,gke,us-east1,dev,platform,reliability,64.119,4.225,0.478,136.301,68.907,1
finops-budget-019-00134,2026-05-14,project-10,cloud-run,global,prod,backend,reliability,76.483,20.804,0.301,207.001,100,1
finops-budget-019-00135,2026-05-15,project-02,pubsub,global,dev,platform,cost,59.811,8.387,0.535,95.341,73.132,1
finops-budget-019-00136,2026-05-16,project-13,cloud-run,us-east1,dev,platform,reliability,46.145,8.219,0.471,59.188,60.445,0
finops-budget-019-00137,2026-05-17,project-14,pubsub,asia-south1,prod,platform,latency,90.903,5.625,0.624,192.293,94.824,1
