record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,model_promoted
vertex-ai-100-00001,2026-01-01,project-06,pubsub,europe-west1,prod,mlops,latency,77.364,12.769,0.18,82.884,75.259,1
vertex-ai-100-00002,2026-01-02,project-20,cloud-run,europe-west1,prod,backend,reliability,73.044,7.358,0.245,163.99,75.224,1
vertex-ai-100-00003,2026-01-03,project-15,gke,europe-west1,prod,mlops,latency,44.162,6.165,0.218,56.765,45.75,0
vertex-ai-100-00004,2026-01-04,project-15,vertex-ai,europe-west1,dev,finops,cost,68.492,11.594,0.605,145.258,93.383,1
vertex-ai-100-00005,2026-01-05,project-21,cloud-sql,us-central1,prod,platform,latency,80.889,10.785,0.504,182.056,97.666,1
vertex-ai-100-00006,2026-01-06,project-21,bigquery,europe-west1,prod,data,latency,57.435,9.036,0.701,68.446,75.703,1
vertex-ai-100-00007,2026-01-07,project-20,cloud-sql,us-east1,prod,backend,reliability,92.4,9.846,0.651,87.494,90.859,1
vertex-ai-100-00008,2026-01-08,project-21,gke,asia-south1,prod,platform,security,53.743,7.666,0.551,132.205,75.262,1
vertex-ai-100-00009,2026-01-09,project-22,vertex-ai,global,dev,finops,latency,53.743,17.63,0.56,81.414,91.42,1
vertex-ai-100-00010,2026-01-10,project-16,gke,us-east1,dev,mlops,security,52.51,19.067,0.702,65.511,96.992,1
vertex-ai-100-00011,2026-01-11,project-04,cloud-sql,global,prod,mlops,security,50.422,16.782,0.604,69.406,88.067,1
vertex-ai-100-00012,2026-01-12,project-18,cloud-sql,us-east1,dev,security,cost,32.35,10.601,0.4,226.831,83.138,1
vertex-ai-100-00013,2026-01-13,project-06,cloud-sql,us-central1,prod,mlops,cost,61.711,10.665,0.315,98.772,71.913,0
vertex-ai-100-00014,2026-01-14,project-09,cloud-sql,europe-west1,dev,mlops,security,55.034,12.886,0.668,249.454,100,1
vertex-ai-100-00015,2026-01-15,project-16,pubsub,global,prod,backend,reliability,47.745,7.483,0.678,128.07,76.578,1
vertex-ai-100-00016,2026-01-16,project-02,cloud-run,us-east1,staging,mlops,cost,47.654,13.792,0.798,90.464,89.983,1
vertex-ai-100-00017,2026-01-17,project-13,vertex-ai,europe-west1,dev,security,reliability,57.702,15.258,0.598,145.438,97.937,1
vertex-ai-100-00018,2026-01-18,project-01,cloud-run,europe-west1,staging,mlops,latency,45.397,19.093,0.446,89.598,89.116,1
vertex-ai-100-00019,2026-01-19,project-18,vertex-ai,europe-west1,prod,mlops,reliability,60.625,8.33,0.883,107.835,87.286,1
vertex-ai-100-00020,2026-01-20,project-04,cloud-sql,asia-south1,dev,data,quality,49.054,7.013,0.538,137.683,72.441,0
vertex-ai-100-00021,2026-01-21,project-04,bigquery,us-central1,prod,data,quality,83.168,9.562,0.577,129.521,90.504,1
vertex-ai-100-00022,2026-01-22,project-21,gke,us-east1,dev,backend,cost,18.548,9.201,0.677,106.014,67.116,1
vertex-ai-100-00023,2026-01-23,project-21,cloud-sql,asia-south1,dev,data,cost,69.493,9.701,0.758,196.899,100,1
vertex-ai-100-00024,2026-01-24,project-01,cloud-run,europe-west1,sandbox,finops,security,40.998,26.393,0.311,137.547,100,1
vertex-ai-100-00025,2026-01-25,project-03,bigquery,europe-west1,staging,data,latency,66.551,9.933,0.452,93.872,75.98,1
vertex-ai-100-00026,2026-01-26,project-03,compute,asia-south1,staging,platform,quality,48.582,2.783,0.531,152.872,64.376,0
vertex-ai-100-00027,2026-01-27,project-12,bigquery,global,staging,mlops,security,77.5,10.851,0.478,258.489,100,1
vertex-ai-100-00028,2026-01-28,project-14,pubsub,asia-south1,prod,security,security,33.721,8.939,0.831,83.24,73.884,0
vertex-ai-100-00029,2026-01-29,project-05,vertex-ai,europe-west1,prod,backend,reliability,70.514,12.713,0.414,77.505,80.136,1
vertex-ai-100-00030,2026-01-30,project-09,compute,us-east1,dev,platform,cost,48.61,8.943,0.798,115.645,82.675,1
vertex-ai-100-00031,2026-01-31,project-08,cloud-run,asia-south1,staging,mlops,quality,26.731,4.631,0.596,90.853,54.271,0
vertex-ai-100-00032,2026-02-01,project-11,pubsub,asia-south1,prod,mlops,latency,61.999,6.895,0.346,134.493,69.512,1
vertex-ai-100-00033,2026-02-02,project-03,cloud-sql,asia-south1,prod,backend,cost,54.164,14.148,0.565,5.86,72.599,0
vertex-ai-100-00034,2026-02-03,project-13,gke,global,dev,data,reliability,38.139,8.771,0.732,106.263,74.931,1
vertex-ai-100-00035,2026-02-04,project-20,gke,europe-west1,dev,finops,cost,48.985,9.012,0.771,20.157,68.097,0
vertex-ai-100-00036,2026-02-05,project-08,vertex-ai,europe-west1,staging,security,quality,61.527,12.808,0.711,153.344,98.667,1
vertex-ai-100-00037,2026-02-06,project-23,vertex-ai,us-east1,dev,finops,security,50.08,9.887,0.714,96.283,79.629,1
vertex-ai-100-00038,2026-02-07,project-05,cloud-run,us-central1,dev,finops,reliability,28.532,15.062,0.448,38.486,66.423,0
vertex-ai-100-00039,2026-02-08,project-21,cloud-run,asia-south1,prod,data,security,50.475,26.144,0.57,132.022,100,1
vertex-ai-100-00040,2026-02-09,project-09,bigquery,europe-west1,staging,platform,security,24.712,6.994,0.714,77.786,61.302,0
vertex-ai-100-00041,2026-02-10,project-06,compute,us-east1,prod,mlops,security,57.302,23.407,0.496,65.482,100,1
vertex-ai-100-00042,2026-02-11,project-16,compute,global,prod,mlops,cost,55.626,7.075,0.894,61.647,76.258,1
vertex-ai-100-00043,2026-02-12,project-23,bigquery,asia-south1,dev,backend,latency,42.206,7.453,0.218,147.177,61.256,0
vertex-ai-100-00044,2026-02-13,project-23,vertex-ai,europe-west1,prod,platform,quality,76.358,5.77,0.221,81.175,59.762,0
vertex-ai-100-00045,2026-02-14,project-16,vertex-ai,europe-west1,dev,backend,reliability,36.746,5.995,0.647,199.594,78.602,1
vertex-ai-100-00046,2026-02-15,project-08,cloud-sql,global,prod,platform,cost,47.503,22.65,0.702,138.949,100,1
vertex-ai-100-00047,2026-02-16,project-17,cloud-sql,asia-south1,prod,security,quality,66.381,7.751,0.435,83.809,68.766,0
vertex-ai-100-00048,2026-02-17,project-05,cloud-run,asia-south1,dev,security,reliability,48.786,6.181,0.809,108.416,75.623,1
vertex-ai-100-00049,2026-02-18,project-24,compute,asia-south1,prod,backend,security,67.147,5.548,0.418,116.126,68.012,1
vertex-ai-100-00050,2026-02-19,project-07,cloud-sql,us-east1,dev,mlops,quality,42.815,17.202,0.34,107.973,82.769,1
vertex-ai-100-00051,2026-02-20,project-08,vertex-ai,us-east1,dev,mlops,quality,25.195,6.555,0.519,179.096,68.396,1
vertex-ai-100-00052,2026-02-21,project-20,cloud-sql,global,sandbox,mlops,latency,48.227,7.19,0.509,119.015,68.827,0
vertex-ai-100-00053,2026-02-22,project-04,bigquery,global,sandbox,backend,latency,40.94,8.474,0.837,168.229,87.93,1
vertex-ai-100-00054,2026-02-23,project-13,pubsub,us-central1,prod,platform,latency,80.689,9.643,0.662,237.509,100,1
vertex-ai-100-00055,2026-02-24,project-03,cloud-run,us-east1,prod,mlops,security,57.76,20.107,0.436,30.879,86.896,1
vertex-ai-100-00056,2026-02-25,project-10,cloud-run,asia-south1,sandbox,platform,latency,48.363,7.163,0.613,138.562,75.303,0
vertex-ai-100-00057,2026-02-26,project-07,cloud-run,europe-west1,dev,mlops,security,63.295,6.137,0.905,80.55,79.895,1
vertex-ai-100-00058,2026-02-27,project-15,compute,us-central1,prod,mlops,cost,68.689,9.129,0.494,150.146,84.528,1
