record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,risk_detected
cloud-security-057-00001,2026-01-01,project-09,pubsub,us-east1,prod,platform,quality,84.238,6.236,0.56,48.439,70.698,0
cloud-security-057-00002,2026-01-02,project-12,vertex-ai,asia-south1,prod,backend,security,103.026,8.455,0.321,88.985,79.999,1
cloud-security-057-00003,2026-01-03,project-02,cloud-sql,us-central1,prod,platform,reliability,94.261,9.653,0.84,29.933,89.28,1
cloud-security-057-00004,2026-01-04,project-23,vertex-ai,global,prod,platform,latency,47.512,11.056,0.522,111.355,76.936,1
cloud-security-057-00005,2026-01-05,project-13,bigquery,us-east1,staging,finops,quality,78.929,3.685,0.882,172.846,92.3,1
cloud-security-057-00006,2026-01-06,project-05,cloud-sql,europe-west1,prod,finops,security,68.415,9.865,0.383,134.948,80.049,1
cloud-security-057-00007,2026-01-07,project-14,cloud-run,global,prod,platform,latency,61.39,13.174,0.54,132.859,90.501,1
cloud-security-057-00008,2026-01-08,project-21,compute,europe-west1,prod,mlops,security,58.769,19.894,0.635,96.352,100,1
cloud-security-057-00009,2026-01-09,project-24,vertex-ai,us-central1,sandbox,security,quality,46.002,8.633,0.601,27.309,61.262,0
cloud-security-057-00010,2026-01-10,project-03,bigquery,asia-south1,dev,backend,quality,62.235,9.822,0.679,195.498,96.975,1
cloud-security-057-00011,2026-01-11,project-01,compute,europe-west1,dev,finops,quality,24.764,7.766,0.579,229.692,80.55,1
cloud-security-057-00012,2026-01-12,project-21,vertex-ai,asia-south1,dev,mlops,cost,51.939,7.406,1.012,103.752,86.01,1
cloud-security-057-00013,2026-01-13,project-21,pubsub,us-east1,staging,platform,security,55.44,13.004,0.521,136.145,87.836,1
cloud-security-057-00014,2026-01-14,project-21,cloud-sql,us-central1,staging,finops,reliability,63.133,13.073,0.752,99.009,93.359,1
cloud-security-057-00015,2026-01-15,project-20,pubsub,us-east1,prod,security,reliability,50.447,5.424,0.508,171.721,73.135,1
cloud-security-057-00016,2026-01-16,project-18,cloud-run,us-central1,dev,security,quality,47.714,6.622,0.438,96.889,61.611,0
cloud-security-057-00017,2026-01-17,project-23,gke,us-east1,prod,security,reliability,32.106,12.162,0.693,76.596,75.04,1
cloud-security-057-00018,2026-01-18,project-11,vertex-ai,us-east1,prod,finops,quality,77.329,4.246,0.283,69.359,56.992,0
cloud-security-057-00019,2026-01-19,project-12,bigquery,us-central1,sandbox,platform,quality,61.974,16.195,0.852,162.864,100,1
cloud-security-057-00020,2026-01-20,project-07,vertex-ai,global,prod,backend,reliability,26.979,11.154,0.641,218.646,89.79,1
cloud-security-057-00021,2026-01-21,project-07,gke,europe-west1,staging,finops,security,44.361,12.45,0.475,163.579,85.057,1
cloud-security-057-00022,2026-01-22,project-01,compute,global,staging,backend,latency,41.149,6.864,0.605,232.661,85.523,1
cloud-security-057-00023,2026-01-23,project-04,bigquery,asia-south1,prod,mlops,cost,66.802,15.734,0.646,75.157,93.664,1
cloud-security-057-00024,2026-01-24,project-14,cloud-run,global,prod,security,quality,76.181,8.599,0.117,193.831,79.09,1
cloud-security-057-00025,2026-01-25,project-13,vertex-ai,global,dev,platform,latency,39.829,9.287,0.411,118.805,67.321,0
cloud-security-057-00026,2026-01-26,project-14,gke,global,dev,platform,security,37.479,9.153,0.764,70.44,71.487,1
cloud-security-057-00027,2026-01-27,project-10,pubsub,us-east1,staging,data,cost,72.678,8.203,0.319,192.067,83.752,1
cloud-security-057-00028,2026-01-28,project-01,vertex-ai,us-east1,dev,backend,quality,53.509,6.309,0.594,8.252,55.443,0
cloud-security-057-00029,2026-01-29,project-02,cloud-run,global,staging,security,cost,43.491,7.044,0.566,143.13,72.341,1
cloud-security-057-00030,2026-01-30,project-20,bigquery,europe-west1,dev,platform,reliability,27.549,8.858,0.588,92.529,64.385,0
cloud-security-057-00031,2026-01-31,project-02,cloud-run,europe-west1,dev,platform,security,36.357,5.162,0.594,32.732,50.333,0
cloud-security-057-00032,2026-02-01,project-22,vertex-ai,us-central1,prod,platform,latency,109.009,10.772,0.637,51.736,93.128,1
cloud-security-057-00033,2026-02-02,project-05,gke,europe-west1,staging,mlops,latency,46.726,7.484,0.349,155.14,68.656,1
cloud-security-057-00034,2026-02-03,project-19,pubsub,europe-west1,dev,backend,security,47.395,6.943,0.556,115.968,69.161,1
cloud-security-057-00035,2026-02-04,project-03,compute,us-central1,prod,data,latency,79.84,8.183,0.575,64.471,76.565,1
cloud-security-057-00036,2026-02-05,project-17,vertex-ai,us-east1,dev,security,quality,62.329,5.962,0.651,109.584,74.492,1
cloud-security-057-00037,2026-02-06,project-15,gke,global,prod,mlops,latency,63.582,5.687,0.602,135.081,76.293,1
cloud-security-057-00038,2026-02-07,project-09,bigquery,europe-west1,dev,backend,security,45.563,4.126,0.356,190.688,65.843,0
cloud-security-057-00039,2026-02-08,project-18,compute,asia-south1,prod,mlops,latency,28.289,7.29,0.509,25.152,48.394,0
cloud-security-057-00040,2026-02-09,project-10,vertex-ai,global,staging,finops,security,56.05,9.259,0.414,93.342,69.324,1
cloud-security-057-00041,2026-02-10,project-19,gke,us-central1,staging,platform,reliability,91.033,9.555,0.583,135.224,94.282,1
cloud-security-057-00042,2026-02-11,project-14,pubsub,global,staging,finops,cost,24.5,11.589,0.473,152.73,74.444,0
cloud-security-057-00043,2026-02-12,project-21,compute,global,sandbox,platform,reliability,17.102,4.634,0.684,147.255,62.213,0
