record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,evaluation_passed
genai-rag-005-00001,2026-01-01,project-06,pubsub,asia-south1,dev,mlops,cost,62.007,5.451,0.858,141.566,85.096,1
genai-rag-005-00002,2026-01-02,project-03,pubsub,europe-west1,prod,security,quality,52.934,5.858,0.313,88.217,56.016,0
genai-rag-005-00003,2026-01-03,project-10,vertex-ai,europe-west1,sandbox,data,reliability,66.008,12.664,0.641,113.251,91.603,1
genai-rag-005-00004,2026-01-04,project-23,gke,us-east1,dev,platform,reliability,34.494,6.922,0.638,280.287,91.429,1
genai-rag-005-00005,2026-01-05,project-15,pubsub,asia-south1,dev,data,cost,31.723,8.279,0.752,156.181,79.517,1
genai-rag-005-00006,2026-01-06,project-18,compute,global,prod,mlops,reliability,48.068,12.608,0.473,107.574,78.485,1
genai-rag-005-00007,2026-01-07,project-03,pubsub,us-central1,prod,security,cost,72.777,7.788,0.857,85.506,86.109,1
genai-rag-005-00008,2026-01-08,project-24,vertex-ai,global,prod,finops,security,75.053,9.69,0.582,164.61,93.254,1
genai-rag-005-00009,2026-01-09,project-10,cloud-run,us-east1,prod,backend,reliability,71.001,15.782,0.47,0.0,78.125,1
genai-rag-005-00010,2026-01-10,project-05,gke,europe-west1,dev,security,security,25.516,6.662,0.36,116.97,54.133,0
genai-rag-005-00011,2026-01-11,project-24,cloud-run,europe-west1,sandbox,platform,quality,30.272,19.721,0.614,57.387,86.47,1
genai-rag-005-00012,2026-01-12,project-09,compute,us-central1,staging,finops,quality,50.558,9.672,0.366,130.971,72.173,0
genai-rag-005-00013,2026-01-13,project-13,gke,us-central1,prod,finops,quality,62.521,9.998,0.503,100.382,77.455,1
genai-rag-005-00014,2026-01-14,project-01,pubsub,us-east1,prod,data,quality,62.685,12.08,0.545,82.259,81.198,1
genai-rag-005-00015,2026-01-15,project-12,pubsub,europe-west1,prod,backend,cost,75.344,9.192,0.812,174.466,100,1
genai-rag-005-00016,2026-01-16,project-05,gke,global,sandbox,mlops,reliability,12.443,5.577,0.636,149.664,61.454,1
genai-rag-005-00017,2026-01-17,project-10,cloud-run,us-east1,prod,finops,quality,105.663,8.568,1.031,159.751,100,1
genai-rag-005-00018,2026-01-18,project-13,pubsub,us-east1,prod,finops,quality,64.494,13.34,0.361,170.362,91.179,1
genai-rag-005-00019,2026-01-19,project-19,bigquery,us-central1,staging,backend,cost,39.441,17.245,0.454,8.829,71.22,1
genai-rag-005-00020,2026-01-20,project-11,compute,asia-south1,staging,platform,security,47.603,4.409,0.497,77.956,55.712,0
genai-rag-005-00021,2026-01-21,project-15,pubsub,global,staging,platform,reliability,35.891,11.669,0.682,131.875,82.891,1
genai-rag-005-00022,2026-01-22,project-20,compute,global,prod,security,latency,81.955,5.114,0.664,121.457,81.569,1
genai-rag-005-00023,2026-01-23,project-16,vertex-ai,us-central1,prod,finops,latency,62.881,10.968,0.528,109.818,82.095,1
genai-rag-005-00024,2026-01-24,project-21,gke,asia-south1,staging,platform,latency,63.951,13.046,0.35,78.818,76.568,1
