record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,cost_anomaly
gcp-cost-011-00001,2026-01-01,project-21,cloud-sql,europe-west1,prod,data,cost,74.66,11.604,0.7,253.581,100,1
gcp-cost-011-00002,2026-01-02,project-24,gke,us-east1,dev,security,latency,48.879,9.195,0.204,175.562,71.305,1
gcp-cost-011-00003,2026-01-03,project-11,pubsub,us-central1,staging,mlops,cost,43.119,10.472,0.505,142.157,77.933,1
gcp-cost-011-00004,2026-01-04,project-06,bigquery,global,dev,platform,quality,35.543,6.445,0.407,96.714,55.828,0
gcp-cost-011-00005,2026-01-05,project-06,vertex-ai,europe-west1,prod,finops,reliability,116.926,11.09,0.545,38.734,91.524,1
gcp-cost-011-00006,2026-01-06,project-01,cloud-run,europe-west1,staging,mlops,reliability,72.477,6.649,0.706,278.061,100,1
gcp-cost-011-00007,2026-01-07,project-13,cloud-sql,asia-south1,prod,mlops,reliability,49.873,8.289,0.662,144.655,81.062,1
gcp-cost-011-00008,2026-01-08,project-13,compute,us-east1,prod,backend,reliability,65.741,6.093,0.629,155.196,81.874,1
gcp-cost-011-00009,2026-01-09,project-06,compute,global,prod,backend,quality,73.03,11.779,0.651,119.716,93.288,1
gcp-cost-011-00010,2026-01-10,project-06,bigquery,europe-west1,dev,data,cost,50.384,15.438,0.553,63.637,82.292,1
gcp-cost-011-00011,2026-01-11,project-11,gke,global,staging,security,latency,38.947,4.119,0.542,177.261,68.063,1
gcp-cost-011-00012,2026-01-12,project-13,cloud-run,europe-west1,staging,mlops,security,32.454,5.8,0.524,92.171,56.674,0
gcp-cost-011-00013,2026-01-13,project-11,pubsub,europe-west1,prod,platform,latency,50.349,10.87,0.271,44.438,58.951,0
gcp-cost-011-00014,2026-01-14,project-03,cloud-sql,global,prod,backend,latency,113.605,4.6,0.537,186.598,96.502,1
gcp-cost-011-00015,2026-01-15,project-09,cloud-run,us-central1,dev,backend,reliability,71.172,8.054,0.36,216.506,87.877,1
gcp-cost-011-00016,2026-01-16,project-18,bigquery,us-central1,dev,finops,reliability,52.335,7.563,0.618,100.843,72.301,1
gcp-cost-011-00017,2026-01-17,project-17,compute,us-central1,prod,platform,latency,55.831,7.465,0.717,50.738,69.453,1
gcp-cost-011-00018,2026-01-18,project-03,vertex-ai,europe-west1,dev,backend,latency,73.067,6.653,0.405,98.77,69.676,1
gcp-cost-011-00019,2026-01-19,project-12,gke,us-central1,prod,backend,latency,63.057,24.426,0.546,139.294,100,1
gcp-cost-011-00020,2026-01-20,project-18,bigquery,global,dev,platform,security,57.156,6.0,0.764,188.383,88.217,1
gcp-cost-011-00021,2026-01-21,project-10,pubsub,us-central1,prod,mlops,security,87.327,12.758,0.409,51.022,82.089,1
gcp-cost-011-00022,2026-01-22,project-20,bigquery,us-central1,staging,mlops,cost,41.351,14.843,0.719,110.288,90.355,1
gcp-cost-011-00023,2026-01-23,project-19,cloud-sql,asia-south1,staging,finops,security,45.591,13.849,0.247,85.29,69.354,0
gcp-cost-011-00024,2026-01-24,project-02,pubsub,us-central1,prod,platform,security,134.101,6.83,0.584,12.69,85.163,1
gcp-cost-011-00025,2026-01-25,project-19,cloud-sql,asia-south1,dev,data,cost,52.667,8.426,0.656,99.446,75.557,0
gcp-cost-011-00026,2026-01-26,project-18,compute,global,prod,security,cost,72.528,3.436,0.471,46.142,56.616,0
gcp-cost-011-00027,2026-01-27,project-17,vertex-ai,global,prod,finops,latency,82.333,19.486,0.432,146.395,100,1
gcp-cost-011-00028,2026-01-28,project-09,gke,us-central1,sandbox,backend,security,56.26,10.973,0.557,125.791,83.134,1
gcp-cost-011-00029,2026-01-29,project-06,pubsub,us-central1,prod,security,latency,63.775,8.049,0.719,80.484,78.004,1
gcp-cost-011-00030,2026-01-30,project-07,vertex-ai,asia-south1,sandbox,backend,security,9.942,15.75,0.82,94.292,82.681,1
gcp-cost-011-00031,2026-01-31,project-02,bigquery,us-east1,dev,finops,cost,65.011,12.778,0.752,0.0,78.889,1
gcp-cost-011-00032,2026-02-01,project-01,compute,us-east1,staging,mlops,quality,84.514,13.582,0.592,132.1,100,1
gcp-cost-011-00033,2026-02-02,project-04,compute,global,dev,backend,quality,23.037,6.283,0.852,132.292,71.836,0
gcp-cost-011-00034,2026-02-03,project-22,pubsub,us-central1,prod,platform,latency,52.984,6.211,0.47,116.5,66.476,1
gcp-cost-011-00035,2026-02-04,project-08,cloud-sql,asia-south1,dev,mlops,security,42.521,20.265,0.62,164.038,100,1
gcp-cost-011-00036,2026-02-05,project-05,gke,us-east1,staging,finops,security,75.557,6.792,0.582,201.301,92.019,1
gcp-cost-011-00037,2026-02-06,project-03,cloud-run,global,prod,platform,reliability,56.318,35.303,0.561,119.277,100,1
gcp-cost-011-00038,2026-02-07,project-02,pubsub,us-east1,staging,finops,quality,65.492,15.678,0.397,182.67,100,1
gcp-cost-011-00039,2026-02-08,project-05,cloud-run,us-east1,prod,security,cost,75.538,8.214,0.455,251.114,98.15,1
gcp-cost-011-00040,2026-02-09,project-08,vertex-ai,europe-west1,prod,platform,cost,71.709,8.793,0.435,159.49,84.099,1
gcp-cost-011-00041,2026-02-10,project-14,compute,us-east1,dev,security,cost,18.78,8.917,0.391,130.007,60.024,1
gcp-cost-011-00042,2026-02-11,project-02,bigquery,us-central1,prod,data,security,95.044,14.832,0.127,119.804,89.79,1
gcp-cost-011-00043,2026-02-12,project-08,bigquery,europe-west1,sandbox,backend,reliability,25.271,16.981,0.549,154.996,90.286,1
gcp-cost-011-00044,2026-02-13,project-23,cloud-sql,us-central1,staging,data,quality,56.588,14.305,0.612,117.661,91.763,1
gcp-cost-011-00045,2026-02-14,project-14,compute,europe-west1,prod,security,quality,58.251,11.735,0.541,117.556,83.848,1
gcp-cost-011-00046,2026-02-15,project-02,vertex-ai,global,staging,mlops,quality,51.244,17.573,0.095,67.173,72.06,0
gcp-cost-011-00047,2026-02-16,project-04,vertex-ai,us-east1,sandbox,data,security,0.0,11.259,0.91,81.044,69.94,1
gcp-cost-011-00048,2026-02-17,project-22,gke,asia-south1,prod,finops,latency,71.083,21.324,0.417,119.539,100,1
gcp-cost-011-00049,2026-02-18,project-10,pubsub,asia-south1,dev,finops,security,68.86,22.838,0.722,76.962,100,1
gcp-cost-011-00050,2026-02-19,project-20,bigquery,us-east1,prod,platform,quality,59.272,9.209,0.161,219.796,79.921,1
gcp-cost-011-00051,2026-02-20,project-21,gke,global,sandbox,mlops,latency,35.221,8.983,0.795,124.085,79.208,1
gcp-cost-011-00052,2026-02-21,project-12,bigquery,us-central1,staging,backend,quality,40.048,13.027,0.84,100.753,88.506,1
gcp-cost-011-00053,2026-02-22,project-02,bigquery,global,dev,data,security,79.591,9.229,0.374,199.768,91.614,1
gcp-cost-011-00054,2026-02-23,project-14,pubsub,global,dev,security,quality,47.227,4.157,0.339,163.692,61.966,1
gcp-cost-011-00055,2026-02-24,project-21,pubsub,global,prod,platform,cost,102.119,4.514,0.834,67.683,85.335,1
gcp-cost-011-00056,2026-02-25,project-01,compute,us-east1,prod,security,reliability,77.265,12.766,0.868,100.542,100,1
gcp-cost-011-00057,2026-02-26,project-02,gke,us-central1,prod,platform,reliability,61.046,15.807,0.747,72.675,94.993,1
gcp-cost-011-00058,2026-02-27,project-20,gke,asia-south1,dev,finops,quality,55.754,9.876,0.433,16.981,60.189,1
gcp-cost-011-00059,2026-02-28,project-20,vertex-ai,us-central1,staging,mlops,latency,43.476,21.289,0.396,116.843,95.791,1
gcp-cost-011-00060,2026-03-01,project-06,cloud-run,us-central1,dev,finops,quality,61.357,10.37,0.432,102.389,75.723,1
gcp-cost-011-00061,2026-03-02,project-06,cloud-sql,us-east1,dev,mlops,latency,25.15,7.69,0.642,138.363,69.394,1
gcp-cost-011-00062,2026-03-03,project-10,vertex-ai,us-east1,dev,backend,cost,22.512,12.563,0.651,156.377,82.783,1
gcp-cost-011-00063,2026-03-04,project-04,gke,us-central1,prod,platform,latency,52.337,12.418,0.547,97.503,80.657,1
gcp-cost-011-00064,2026-03-05,project-22,vertex-ai,asia-south1,sandbox,data,reliability,35.776,11.676,0.598,75.177,71.659,1
gcp-cost-011-00065,2026-03-06,project-03,bigquery,us-east1,staging,security,reliability,80.673,9.955,0.361,55.912,72.253,1
gcp-cost-011-00066,2026-03-07,project-13,cloud-sql,europe-west1,dev,data,quality,48.72,5.277,0.473,35.149,51.046,0
gcp-cost-011-00067,2026-03-08,project-08,bigquery,us-central1,dev,security,security,56.923,7.573,0.379,154.467,73.385,1
gcp-cost-011-00068,2026-03-09,project-11,cloud-run,us-central1,staging,mlops,cost,28.477,8.833,0.241,118.892,56.351,0
gcp-cost-011-00069,2026-03-10,project-16,pubsub,asia-south1,sandbox,security,cost,45.268,12.424,0.356,126.189,75.696,1
gcp-cost-011-00070,2026-03-11,project-02,pubsub,us-central1,prod,backend,security,67.264,3.73,0.852,158.799,85.224,1
gcp-cost-011-00071,2026-03-12,project-12,cloud-sql,us-central1,dev,data,latency,53.683,7.46,0.522,144.089,75.479,0
gcp-cost-011-00072,2026-03-13,project-22,cloud-sql,asia-south1,prod,security,cost,61.551,7.247,0.727,199.765,93.03,1
gcp-cost-011-00073,2026-03-14,project-16,compute,us-central1,dev,mlops,quality,46.609,11.91,0.723,67.855,79.304,1
gcp-cost-011-00074,2026-03-15,project-21,gke,asia-south1,dev,security,security,33.994,14.422,0.289,35.053,60.776,0
gcp-cost-011-00075,2026-03-16,project-13,vertex-ai,us-central1,dev,mlops,reliability,67.16,9.832,0.696,0.0,70.807,0
gcp-cost-011-00076,2026-03-17,project-11,vertex-ai,us-central1,prod,mlops,cost,69.025,12.998,0.487,107.823,87.257,1
gcp-cost-011-00077,2026-03-18,project-10,gke,global,staging,mlops,cost,56.241,8.855,0.957,175.049,99.369,1
gcp-cost-011-00078,2026-03-19,project-02,bigquery,us-east1,staging,mlops,security,27.724,12.808,0.603,165.463,84.824,1
gcp-cost-011-00079,2026-03-20,project-17,compute,asia-south1,prod,platform,security,85.825,19.533,0.698,0.392,100,1
gcp-cost-011-00080,2026-03-21,project-12,cloud-sql,asia-south1,prod,platform,latency,62.14,7.859,0.665,38.653,68.999,0
gcp-cost-011-00081,2026-03-22,project-05,compute,europe-west1,prod,mlops,latency,73.345,6.421,0.605,150.769,83.815,1
gcp-cost-011-00082,2026-03-23,project-20,gke,us-central1,staging,finops,security,34.876,12.63,0.377,132.842,74.244,1
gcp-cost-011-00083,2026-03-24,project-20,compute,global,prod,platform,security,76.092,19.316,0.721,36.202,100,1
gcp-cost-011-00084,2026-03-25,project-06,vertex-ai,us-central1,sandbox,data,quality,34.722,6.322,0.421,185.292,68.661,0
gcp-cost-011-00085,2026-03-26,project-22,vertex-ai,europe-west1,prod,backend,quality,80.27,6.508,0.646,131.902,85.126,1
gcp-cost-011-00086,2026-03-27,project-11,cloud-run,europe-west1,dev,platform,cost,47.466,6.35,0.32,123.874,60.695,0
gcp-cost-011-00087,2026-03-28,project-07,bigquery,europe-west1,prod,platform,cost,44.494,14.121,0.644,161.94,94.678,1
gcp-cost-011-00088,2026-03-29,project-13,vertex-ai,global,staging,finops,cost,37.053,9.13,0.371,171.882,72.323,1
gcp-cost-011-00089,2026-03-30,project-13,bigquery,us-east1,dev,backend,latency,38.131,11.772,0.21,110.902,64.337,1
gcp-cost-011-00090,2026-03-31,project-15,cloud-run,us-east1,prod,security,reliability,65.653,10.58,0.557,160.682,90.593,1
gcp-cost-011-00091,2026-04-01,project-11,cloud-run,us-east1,sandbox,mlops,security,54.63,9.168,0.53,121.339,76.758,1
gcp-cost-011-00092,2026-04-02,project-23,gke,europe-west1,staging,security,latency,45.087,4.784,0.629,107.475,64.632,1
gcp-cost-011-00093,2026-04-03,project-14,bigquery,asia-south1,prod,data,quality,96.305,12.699,0.29,233.953,100,1
gcp-cost-011-00094,2026-04-04,project-08,cloud-run,us-east1,sandbox,data,security,45.246,12.518,0.569,40.966,70.934,1
gcp-cost-011-00095,2026-04-05,project-16,cloud-run,us-east1,dev,platform,quality,36.811,7.872,0.477,62.122,57.006,0
