record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,model_promoted
vertex-ai-010-00001,2026-01-01,project-23,vertex-ai,europe-west1,prod,mlops,reliability,46.48,3.743,0.787,187.818,79.937,1
vertex-ai-010-00002,2026-01-02,project-08,compute,europe-west1,prod,finops,quality,55.498,26.843,0.669,118.327,100,1
vertex-ai-010-00003,2026-01-03,project-13,vertex-ai,europe-west1,staging,mlops,quality,35.152,17.341,0.826,156.183,100,1
vertex-ai-010-00004,2026-01-04,project-06,pubsub,us-east1,dev,data,security,44.3,12.42,0.299,73.424,65.658,1
vertex-ai-010-00005,2026-01-05,project-15,cloud-run,global,sandbox,finops,latency,13.22,11.628,0.434,59.661,55.65,0
vertex-ai-010-00006,2026-01-06,project-12,cloud-sql,us-central1,dev,platform,cost,25.441,11.054,0.536,110.008,69.5,1
vertex-ai-010-00007,2026-01-07,project-24,cloud-run,europe-west1,dev,platform,latency,48.379,8.928,0.394,135.674,71.34,1
vertex-ai-010-00008,2026-01-08,project-22,compute,us-east1,sandbox,finops,reliability,38.038,6.643,0.771,98.765,70.202,0
vertex-ai-010-00009,2026-01-09,project-17,pubsub,global,staging,backend,reliability,31.177,5.657,0.504,169.783,66.512,0
vertex-ai-010-00010,2026-01-10,project-20,compute,us-east1,staging,security,latency,32.587,27.749,0.482,169.082,100,1
vertex-ai-010-00011,2026-01-11,project-15,bigquery,europe-west1,prod,platform,security,75.865,13.5,0.312,104.827,84.26,1
vertex-ai-010-00012,2026-01-12,project-24,gke,europe-west1,staging,backend,latency,87.925,6.478,0.299,59.136,64.978,0
vertex-ai-010-00013,2026-01-13,project-23,cloud-sql,europe-west1,sandbox,mlops,quality,26.49,12.208,0.692,61.313,70.918,1
vertex-ai-010-00014,2026-01-14,project-18,cloud-run,us-central1,prod,backend,security,67.833,9.625,0.362,2.246,59.197,0
vertex-ai-010-00015,2026-01-15,project-05,bigquery,us-central1,sandbox,finops,latency,44.582,14.115,0.119,80.107,64.386,0
vertex-ai-010-00016,2026-01-16,project-18,vertex-ai,us-central1,prod,data,quality,53.148,19.811,0.685,119.257,100,1
vertex-ai-010-00017,2026-01-17,project-05,gke,global,staging,mlops,cost,57.279,13.888,0.518,120.087,88.096,1
vertex-ai-010-00018,2026-01-18,project-05,compute,asia-south1,prod,platform,reliability,58.217,8.983,0.545,123.523,78.425,1
vertex-ai-010-00019,2026-01-19,project-18,pubsub,us-central1,staging,data,security,15.673,10.253,0.873,196.311,88.593,1
vertex-ai-010-00020,2026-01-20,project-23,gke,us-east1,prod,platform,latency,57.871,17.118,0.459,145.918,97.542,1
vertex-ai-010-00021,2026-01-21,project-15,cloud-sql,europe-west1,prod,mlops,reliability,80.785,13.579,0.759,77.238,97.788,1
vertex-ai-010-00022,2026-01-22,project-19,compute,europe-west1,dev,data,latency,31.185,6.713,0.609,231.269,81.62,1
vertex-ai-010-00023,2026-01-23,project-22,bigquery,global,staging,mlops,security,74.045,9.028,0.688,90.661,84.282,1
vertex-ai-010-00024,2026-01-24,project-24,compute,us-east1,dev,mlops,quality,47.577,12.329,0.362,74.412,68.941,1
vertex-ai-010-00025,2026-01-25,project-19,cloud-run,us-central1,sandbox,mlops,reliability,38.262,4.973,0.522,37.104,48.676,0
vertex-ai-010-00026,2026-01-26,project-18,gke,us-east1,dev,data,quality,37.925,8.301,0.48,81.352,61.307,1
vertex-ai-010-00027,2026-01-27,project-07,pubsub,europe-west1,staging,finops,latency,14.06,18.4,0.58,74.973,79.088,1
