record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,retraining_needed
mlops-drift-053-00001,2026-01-01,project-07,bigquery,asia-south1,staging,platform,latency,41.641,18.507,0.899,112.799,100,1
mlops-drift-053-00002,2026-01-02,project-18,cloud-sql,us-east1,dev,finops,cost,31.636,10.359,0.398,72.913,59.807,1
mlops-drift-053-00003,2026-01-03,project-16,pubsub,global,prod,mlops,latency,62.746,10.968,0.185,152.971,76.336,1
mlops-drift-053-00004,2026-01-04,project-23,compute,us-east1,prod,mlops,quality,62.975,6.38,0.256,88.893,58.851,1
mlops-drift-053-00005,2026-01-05,project-06,compute,europe-west1,prod,backend,cost,73.08,12.296,0.602,168.749,99.948,1
mlops-drift-053-00006,2026-01-06,project-03,bigquery,asia-south1,staging,security,quality,55.777,6.056,0.674,238.657,92.047,1
mlops-drift-053-00007,2026-01-07,project-11,bigquery,us-central1,dev,finops,cost,45.477,12.209,0.621,86.312,78.727,1
mlops-drift-053-00008,2026-01-08,project-12,cloud-sql,us-central1,staging,mlops,latency,50.629,12.91,0.559,154.644,89.961,1
mlops-drift-053-00009,2026-01-09,project-13,bigquery,us-central1,dev,mlops,reliability,51.415,7.216,0.445,2.781,50.813,0
mlops-drift-053-00010,2026-01-10,project-21,bigquery,europe-west1,prod,backend,quality,67.688,12.39,0.462,24.977,72.413,1
mlops-drift-053-00011,2026-01-11,project-19,cloud-run,europe-west1,sandbox,mlops,latency,23.507,15.738,0.529,99.002,77.902,1
mlops-drift-053-00012,2026-01-12,project-07,cloud-sql,us-central1,sandbox,platform,latency,50.73,23.613,0.684,107.403,100,1
mlops-drift-053-00013,2026-01-13,project-12,pubsub,us-east1,staging,finops,cost,42.56,17.621,0.638,20.414,81.319,1
mlops-drift-053-00014,2026-01-14,project-15,vertex-ai,global,prod,finops,cost,68.249,7.645,0.597,100.776,77.317,1
mlops-drift-053-00015,2026-01-15,project-18,vertex-ai,global,dev,backend,latency,47.211,17.821,0.505,43.273,82.092,1
mlops-drift-053-00016,2026-01-16,project-13,bigquery,us-central1,sandbox,finops,latency,43.249,10.636,0.551,130.179,78.224,1
mlops-drift-053-00017,2026-01-17,project-09,vertex-ai,global,staging,platform,reliability,12.685,5.052,0.42,235.684,65.298,1
mlops-drift-053-00018,2026-01-18,project-13,cloud-run,europe-west1,prod,data,reliability,73.409,8.0,0.625,153.037,88.553,1
mlops-drift-053-00019,2026-01-19,project-01,cloud-sql,us-east1,prod,finops,quality,77.878,7.673,0.478,145.146,83.058,1
mlops-drift-053-00020,2026-01-20,project-05,cloud-sql,us-central1,staging,platform,cost,31.422,11.32,0.496,146.06,76.071,1
mlops-drift-053-00021,2026-01-21,project-07,cloud-run,global,prod,platform,reliability,102.067,9.525,0.513,74.627,86.787,1
mlops-drift-053-00022,2026-01-22,project-04,compute,europe-west1,dev,finops,security,51.936,8.539,0.378,146.424,72.685,1
mlops-drift-053-00023,2026-01-23,project-24,cloud-sql,europe-west1,dev,backend,security,42.731,7.807,0.335,176.926,70.699,1
mlops-drift-053-00024,2026-01-24,project-06,gke,europe-west1,sandbox,backend,reliability,51.698,7.241,0.686,81.546,70.892,1
mlops-drift-053-00025,2026-01-25,project-09,compute,us-east1,prod,mlops,security,74.902,5.343,0.719,121.048,81.501,1
mlops-drift-053-00026,2026-01-26,project-17,compute,us-east1,dev,data,security,50.255,13.617,0.62,96.443,85.127,1
mlops-drift-053-00027,2026-01-27,project-06,cloud-sql,asia-south1,prod,platform,latency,54.008,4.311,0.514,98.162,61.267,0
mlops-drift-053-00028,2026-01-28,project-14,compute,us-east1,prod,security,quality,50.411,18.437,0.729,8.117,87.362,1
mlops-drift-053-00029,2026-01-29,project-02,pubsub,us-central1,prod,finops,latency,71.524,10.189,0.502,211.362,97.201,1
mlops-drift-053-00030,2026-01-30,project-12,cloud-sql,global,staging,platform,reliability,71.968,13.434,0.507,150.957,96.294,1
mlops-drift-053-00031,2026-01-31,project-20,pubsub,global,staging,data,latency,52.678,16.716,0.018,129.46,76.951,1
mlops-drift-053-00032,2026-02-01,project-16,cloud-run,europe-west1,dev,data,latency,47.897,7.052,0.401,66.229,56.912,0
mlops-drift-053-00033,2026-02-02,project-07,vertex-ai,global,prod,data,latency,32.37,5.17,0.388,138.54,57.177,0
mlops-drift-053-00034,2026-02-03,project-13,gke,europe-west1,dev,mlops,latency,42.931,6.209,0.732,217.349,86.83,1
mlops-drift-053-00035,2026-02-04,project-03,pubsub,asia-south1,sandbox,mlops,security,12.72,6.738,0.76,118.497,64.055,0
mlops-drift-053-00036,2026-02-05,project-05,gke,global,prod,backend,cost,61.099,17.201,0.503,30.578,83.585,1
mlops-drift-053-00037,2026-02-06,project-02,pubsub,asia-south1,prod,data,quality,76.264,3.785,0.499,59.426,61.655,0
mlops-drift-053-00038,2026-02-07,project-12,pubsub,us-central1,dev,mlops,security,18.3,7.704,0.712,74.256,60.13,1
mlops-drift-053-00039,2026-02-08,project-15,vertex-ai,global,dev,finops,security,48.097,4.825,0.549,132.347,66.608,1
mlops-drift-053-00040,2026-02-09,project-08,bigquery,asia-south1,prod,security,quality,77.516,9.792,0.49,136.247,86.998,1
mlops-drift-053-00041,2026-02-10,project-18,vertex-ai,us-central1,prod,platform,latency,81.637,4.501,0.633,150.088,83.118,1
mlops-drift-053-00042,2026-02-11,project-04,vertex-ai,europe-west1,dev,finops,security,89.276,5.443,0.395,171.528,82.786,1
mlops-drift-053-00043,2026-02-12,project-18,cloud-sql,us-central1,sandbox,security,reliability,73.475,3.484,0.603,154.433,77.472,1
mlops-drift-053-00044,2026-02-13,project-14,gke,us-central1,sandbox,data,security,38.092,11.987,0.749,122.581,85.393,1
mlops-drift-053-00045,2026-02-14,project-06,vertex-ai,us-central1,prod,backend,security,45.022,14.795,0.486,46.672,74.096,1
mlops-drift-053-00046,2026-02-15,project-23,cloud-run,asia-south1,dev,finops,latency,40.904,12.79,0.5,155.726,84.37,1
mlops-drift-053-00047,2026-02-16,project-06,bigquery,europe-west1,prod,security,reliability,71.479,5.733,0.401,40.939,58.4,1
mlops-drift-053-00048,2026-02-17,project-10,vertex-ai,global,dev,mlops,cost,40.564,14.187,0.568,175.568,92.784,1
mlops-drift-053-00049,2026-02-18,project-11,gke,europe-west1,sandbox,backend,quality,56.434,8.842,0.642,117.537,79.994,1
mlops-drift-053-00050,2026-02-19,project-04,gke,asia-south1,sandbox,mlops,security,34.501,6.189,0.397,198.035,69.291,0
mlops-drift-053-00051,2026-02-20,project-20,gke,us-east1,prod,platform,quality,83.309,8.162,0.716,148.703,94.949,1
mlops-drift-053-00052,2026-02-21,project-11,bigquery,us-east1,dev,finops,reliability,51.063,5.242,0.666,140.913,73.963,1
mlops-drift-053-00053,2026-02-22,project-21,vertex-ai,us-east1,prod,backend,cost,52.534,6.186,0.587,103.33,68.435,1
mlops-drift-053-00054,2026-02-23,project-19,cloud-sql,asia-south1,sandbox,platform,reliability,32.459,4.354,0.476,141.172,58.768,0
mlops-drift-053-00055,2026-02-24,project-06,vertex-ai,us-central1,prod,finops,quality,76.713,12.718,0.375,164.771,93.679,1
mlops-drift-053-00056,2026-02-25,project-02,vertex-ai,europe-west1,prod,mlops,latency,71.333,12.015,0.735,90.413,91.912,1
mlops-drift-053-00057,2026-02-26,project-04,cloud-run,asia-south1,prod,security,quality,62.234,13.114,0.591,195.795,100,1
mlops-drift-053-00058,2026-02-27,project-12,compute,asia-south1,prod,security,cost,77.467,5.099,0.583,70.372,69.679,1
mlops-drift-053-00059,2026-02-28,project-08,pubsub,europe-west1,prod,platform,reliability,74.586,8.603,0.213,32.721,58.406,0
mlops-drift-053-00060,2026-03-01,project-06,gke,us-east1,staging,finops,quality,78.479,8.365,0.532,95.03,79.465,1
mlops-drift-053-00061,2026-03-02,project-14,cloud-run,europe-west1,prod,platform,latency,59.375,6.458,0.937,216.163,100,1
mlops-drift-053-00062,2026-03-03,project-22,cloud-run,europe-west1,staging,data,security,35.607,15.101,0.513,159.745,88.949,1
mlops-drift-053-00063,2026-03-04,project-19,compute,us-east1,sandbox,finops,quality,40.014,9.736,0.552,139.758,76.424,1
mlops-drift-053-00064,2026-03-05,project-23,bigquery,us-central1,dev,security,reliability,65.304,28.262,0.693,188.743,100,1
mlops-drift-053-00065,2026-03-06,project-13,compute,us-east1,prod,finops,security,117.04,9.444,0.244,105.741,86.961,1
mlops-drift-053-00066,2026-03-07,project-19,cloud-sql,us-central1,prod,platform,reliability,48.588,15.141,0.456,55.002,76.316,0
mlops-drift-053-00067,2026-03-08,project-22,pubsub,global,prod,security,security,79.843,8.622,0.493,42.971,71.585,0
mlops-drift-053-00068,2026-03-09,project-04,cloud-sql,global,staging,mlops,cost,13.479,18.501,0.778,111.808,91.422,1
mlops-drift-053-00069,2026-03-10,project-18,pubsub,global,prod,data,latency,34.979,2.399,0.407,82.423,44.105,0
mlops-drift-053-00070,2026-03-11,project-03,gke,asia-south1,dev,security,latency,43.46,15.658,0.611,139.153,93.424,1
mlops-drift-053-00071,2026-03-12,project-08,pubsub,global,dev,security,quality,55.636,6.557,0.297,172.803,70.368,1
mlops-drift-053-00072,2026-03-13,project-01,pubsub,europe-west1,prod,platform,cost,65.271,4.024,0.551,168.314,76.065,0
mlops-drift-053-00073,2026-03-14,project-01,cloud-sql,global,prod,data,cost,74.41,7.822,0.391,115.425,74.813,1
mlops-drift-053-00074,2026-03-15,project-19,vertex-ai,us-east1,prod,platform,reliability,68.939,6.312,0.608,57.054,68.457,0
mlops-drift-053-00075,2026-03-16,project-07,bigquery,global,prod,mlops,reliability,78.081,3.484,0.571,120.587,73.028,1
mlops-drift-053-00076,2026-03-17,project-02,gke,us-central1,staging,data,quality,22.505,8.482,0.402,201.913,71.184,1
mlops-drift-053-00077,2026-03-18,project-11,pubsub,europe-west1,staging,finops,reliability,29.456,7.656,0.395,146.01,63.292,0
mlops-drift-053-00078,2026-03-19,project-19,pubsub,europe-west1,dev,backend,latency,16.736,8.152,0.708,138.456,69.85,1
mlops-drift-053-00079,2026-03-20,project-01,vertex-ai,asia-south1,sandbox,finops,latency,31.832,10.646,0.441,194.605,79.797,1
mlops-drift-053-00080,2026-03-21,project-20,compute,global,staging,finops,latency,50.412,3.916,0.498,48.019,51.214,0
mlops-drift-053-00081,2026-03-22,project-09,cloud-sql,global,sandbox,platform,cost,64.898,9.393,0.867,144.823,96.096,1
mlops-drift-053-00082,2026-03-23,project-05,cloud-sql,us-east1,sandbox,backend,latency,40.308,13.149,0.566,187.756,91.98,1
mlops-drift-053-00083,2026-03-24,project-22,compute,us-central1,prod,finops,latency,71.972,11.082,0.676,77.571,86.021,1
mlops-drift-053-00084,2026-03-25,project-21,bigquery,asia-south1,dev,mlops,reliability,19.68,8.903,0.708,137.039,72.427,1
mlops-drift-053-00085,2026-03-26,project-23,vertex-ai,asia-south1,dev,mlops,latency,62.711,4.738,0.697,129.127,76.23,1
mlops-drift-053-00086,2026-03-27,project-22,bigquery,asia-south1,staging,data,latency,51.377,5.947,0.433,81.869,58.953,1
mlops-drift-053-00087,2026-03-28,project-12,vertex-ai,global,dev,platform,reliability,25.72,4.879,0.725,97.115,59.924,0
mlops-drift-053-00088,2026-03-29,project-13,compute,global,sandbox,backend,security,73.777,5.657,0.175,80.008,56.814,0
mlops-drift-053-00089,2026-03-30,project-03,pubsub,europe-west1,sandbox,data,reliability,24.713,11.571,0.571,107.937,71.374,1
mlops-drift-053-00090,2026-03-31,project-24,cloud-run,us-central1,sandbox,backend,latency,61.405,8.332,0.517,11.209,60.663,0
mlops-drift-053-00091,2026-04-01,project-05,cloud-run,us-east1,prod,data,latency,40.183,30.332,0.578,197.748,100,1
mlops-drift-053-00092,2026-04-02,project-02,vertex-ai,us-east1,prod,finops,latency,58.366,7.814,0.397,84.645,64.9,1
mlops-drift-053-00093,2026-04-03,project-12,compute,us-central1,prod,finops,reliability,97.76,6.16,0.38,68.534,71.884,1
mlops-drift-053-00094,2026-04-04,project-24,vertex-ai,global,dev,data,reliability,16.985,12.654,0.602,56.741,64.815,0
mlops-drift-053-00095,2026-04-05,project-10,cloud-run,europe-west1,prod,platform,security,42.959,11.362,0.563,79.289,72.815,1
mlops-drift-053-00096,2026-04-06,project-24,cloud-sql,asia-south1,prod,security,reliability,57.674,16.918,0.57,89.562,92.672,1
mlops-drift-053-00097,2026-04-07,project-01,cloud-run,us-east1,prod,finops,cost,95.553,13.646,0.537,74.75,94.98,1
mlops-drift-053-00098,2026-04-08,project-11,vertex-ai,asia-south1,dev,platform,quality,50.27,16.962,0.381,96.415,84.568,1
mlops-drift-053-00099,2026-04-09,project-08,vertex-ai,asia-south1,sandbox,data,cost,52.572,5.377,0.41,147.809,66.852,0
mlops-drift-053-00100,2026-04-10,project-08,cloud-run,us-east1,staging,finops,quality,66.973,16.707,0.79,92.904,100,1
mlops-drift-053-00101,2026-04-11,project-19,bigquery,us-central1,sandbox,backend,latency,30.725,4.289,0.605,152.956,64.243,1
mlops-drift-053-00102,2026-04-12,project-07,cloud-run,us-central1,prod,security,quality,80.388,14.404,0.598,88.491,95.58,1
mlops-drift-053-00103,2026-04-13,project-11,vertex-ai,us-central1,prod,backend,quality,71.05,6.563,0.416,111.778,71.042,1
mlops-drift-053-00104,2026-04-14,project-06,gke,us-east1,sandbox,platform,quality,16.272,12.342,0.271,84.092,56.242,0
mlops-drift-053-00105,2026-04-15,project-10,gke,us-central1,dev,platform,reliability,65.689,12.644,0.464,221.965,100,1
mlops-drift-053-00106,2026-04-16,project-01,cloud-run,us-east1,prod,data,latency,69.602,9.484,0.644,193.947,97.314,1
mlops-drift-053-00107,2026-04-17,project-06,pubsub,us-east1,sandbox,data,security,53.131,15.469,0.415,140.346,89.682,1
mlops-drift-053-00108,2026-04-18,project-07,vertex-ai,us-east1,sandbox,backend,cost,45.778,2.61,0.482,52.392,46.623,0
mlops-drift-053-00109,2026-04-19,project-20,cloud-sql,asia-south1,prod,platform,quality,66.144,12.348,0.464,32.692,72.97,0
mlops-drift-053-00110,2026-04-20,project-13,pubsub,us-east1,dev,data,cost,38.922,9.162,0.448,28.271,54.804,0
mlops-drift-053-00111,2026-04-21,project-16,pubsub,us-east1,dev,security,latency,30.792,6.946,0.699,159.336,74.686,1
mlops-drift-053-00112,2026-04-22,project-13,bigquery,us-central1,prod,platform,quality,92.902,8.782,0.0,194.992,81.443,1
mlops-drift-053-00113,2026-04-23,project-15,compute,us-central1,dev,mlops,quality,30.37,10.982,0.696,73.372,71.314,1
mlops-drift-053-00114,2026-04-24,project-12,gke,us-central1,prod,backend,reliability,25.948,6.964,0.377,73.761,49.283,0
mlops-drift-053-00115,2026-04-25,project-12,pubsub,us-east1,dev,data,latency,50.558,6.485,0.594,134.962,73.299,1
mlops-drift-053-00116,2026-04-26,project-02,cloud-run,us-east1,dev,backend,quality,39.717,7.745,0.894,102.959,78.277,1
mlops-drift-053-00117,2026-04-27,project-01,compute,us-central1,prod,security,cost,92.401,8.198,0.805,137.704,99.726,1
mlops-drift-053-00118,2026-04-28,project-13,pubsub,asia-south1,sandbox,security,cost,22.413,12.015,0.643,70.041,68.599,0
mlops-drift-053-00119,2026-04-29,project-16,gke,europe-west1,staging,platform,latency,22.664,7.119,0.665,90.05,60.951,0
mlops-drift-053-00120,2026-04-30,project-11,gke,asia-south1,staging,backend,reliability,58.988,9.062,0.714,98.195,81.101,1
mlops-drift-053-00121,2026-05-01,project-07,pubsub,us-east1,staging,security,reliability,59.163,8.42,0.537,148.186,80.759,1
mlops-drift-053-00122,2026-05-02,project-08,cloud-sql,global,prod,security,quality,87.189,14.183,0.672,96.305,100,1
mlops-drift-053-00123,2026-05-03,project-16,pubsub,global,staging,platform,latency,36.686,6.697,0.576,16.111,50.976,0
mlops-drift-053-00124,2026-05-04,project-02,cloud-run,asia-south1,sandbox,backend,cost,78.997,8.709,0.786,142.886,96.317,1
mlops-drift-053-00125,2026-05-05,project-02,gke,asia-south1,dev,mlops,security,9.272,5.746,0.539,136.402,55.409,0
mlops-drift-053-00126,2026-05-06,project-01,vertex-ai,asia-south1,prod,security,security,54.327,3.262,0.492,71.008,54.201,0
mlops-drift-053-00127,2026-05-07,project-08,compute,global,prod,platform,security,41.269,9.415,0.459,190.202,80.215,1
mlops-drift-053-00128,2026-05-08,project-02,gke,europe-west1,dev,backend,cost,51.278,6.565,0.427,167.304,72.609,1
mlops-drift-053-00129,2026-05-09,project-12,gke,global,prod,mlops,cost,65.303,3.542,0.757,76.111,68.715,1
mlops-drift-053-00130,2026-05-10,project-24,cloud-run,asia-south1,dev,security,reliability,60.09,16.769,0.185,56.005,74.802,1
mlops-drift-053-00131,2026-05-11,project-16,vertex-ai,global,prod,mlops,quality,85.006,7.279,0.579,178.031,92.964,1
mlops-drift-053-00132,2026-05-12,project-19,gke,us-east1,prod,finops,security,40.27,8.672,0.39,128.061,66.655,0
