record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,retraining_needed
mlops-drift-073-00001,2026-01-01,project-06,gke,global,dev,data,security,26.883,10.294,0.573,93.157,67.069,1
mlops-drift-073-00002,2026-01-02,project-16,gke,global,prod,security,security,57.363,6.494,0.335,151.853,69.1,0
mlops-drift-073-00003,2026-01-03,project-18,vertex-ai,asia-south1,dev,mlops,reliability,50.837,7.785,0.684,136.848,79.855,1
mlops-drift-073-00004,2026-01-04,project-10,bigquery,europe-west1,prod,mlops,quality,63.978,11.09,0.653,99.03,85.566,1
mlops-drift-073-00005,2026-01-05,project-20,cloud-run,us-central1,dev,finops,security,37.146,6.553,0.251,119.772,54.543,0
mlops-drift-073-00006,2026-01-06,project-24,compute,europe-west1,dev,security,security,51.646,11.044,0.679,112.864,84.07,1
mlops-drift-073-00007,2026-01-07,project-02,compute,asia-south1,prod,data,reliability,67.851,8.721,0.436,0.0,59.357,1
mlops-drift-073-00008,2026-01-08,project-19,vertex-ai,global,prod,platform,reliability,36.169,10.333,1.048,80.207,85.146,1
mlops-drift-073-00009,2026-01-09,project-23,compute,us-east1,prod,data,latency,85.704,10.429,0.38,77.527,78.937,1
mlops-drift-073-00010,2026-01-10,project-05,cloud-sql,global,prod,backend,quality,70.667,5.255,0.573,93.423,70.674,1
mlops-drift-073-00011,2026-01-11,project-19,vertex-ai,us-east1,prod,security,reliability,90.621,7.994,0.488,90.42,80.636,1
mlops-drift-073-00012,2026-01-12,project-06,cloud-sql,asia-south1,dev,data,quality,62.567,8.212,0.511,47.823,65.919,0
mlops-drift-073-00013,2026-01-13,project-19,bigquery,asia-south1,staging,backend,quality,41.714,15.476,0.444,24.062,69.76,0
mlops-drift-073-00014,2026-01-14,project-24,vertex-ai,asia-south1,prod,data,reliability,78.938,3.416,0.68,87.002,72.087,0
mlops-drift-073-00015,2026-01-15,project-12,vertex-ai,europe-west1,dev,security,security,66.928,6.289,0.663,152.15,83.493,1
mlops-drift-073-00016,2026-01-16,project-14,pubsub,europe-west1,prod,security,reliability,44.622,8.694,0.249,53.47,52.416,0
mlops-drift-073-00017,2026-01-17,project-10,gke,europe-west1,dev,platform,security,66.285,5.163,0.588,158.437,78.932,1
mlops-drift-073-00018,2026-01-18,project-19,gke,us-east1,staging,finops,reliability,52.47,9.185,0.795,127.244,86.178,1
mlops-drift-073-00019,2026-01-19,project-12,pubsub,europe-west1,dev,data,reliability,69.774,5.584,0.593,140.21,78.653,1
mlops-drift-073-00020,2026-01-20,project-16,gke,europe-west1,dev,data,quality,48.502,7.939,0.87,100.801,80.65,1
mlops-drift-073-00021,2026-01-21,project-07,gke,global,prod,finops,quality,52.673,16.325,0.614,122.926,95.944,1
mlops-drift-073-00022,2026-01-22,project-24,compute,asia-south1,prod,data,quality,73.656,13.418,0.371,0.0,70.073,0
mlops-drift-073-00023,2026-01-23,project-22,vertex-ai,us-central1,prod,data,security,42.223,6.96,0.529,178.464,75.559,1
mlops-drift-073-00024,2026-01-24,project-23,gke,europe-west1,prod,finops,latency,85.074,10.99,1.079,101.854,100,1
mlops-drift-073-00025,2026-01-25,project-12,gke,asia-south1,prod,platform,quality,71.922,7.12,0.755,103.057,83.24,1
