record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,quality_issue
data-quality-008-00001,2026-01-01,project-05,compute,europe-west1,dev,platform,quality,64.467,11.754,0.576,196.071,98.743,1
data-quality-008-00002,2026-01-02,project-13,vertex-ai,us-east1,dev,backend,quality,40.814,9.32,0.614,112.863,73.981,1
data-quality-008-00003,2026-01-03,project-02,compute,asia-south1,prod,mlops,cost,76.908,11.156,0.536,242.977,100,1
data-quality-008-00004,2026-01-04,project-13,cloud-run,us-east1,sandbox,finops,security,57.912,17.945,0.648,13.227,86.75,1
data-quality-008-00005,2026-01-05,project-12,compute,europe-west1,sandbox,mlops,latency,26.904,18.606,0.488,126.762,88.397,1
data-quality-008-00006,2026-01-06,project-18,compute,asia-south1,staging,platform,security,32.616,9.978,0.404,211.53,79.686,1
data-quality-008-00007,2026-01-07,project-10,bigquery,global,prod,platform,quality,62.221,7.418,0.583,150.17,81.391,1
data-quality-008-00008,2026-01-08,project-18,gke,global,sandbox,mlops,security,58.799,13.624,0.554,197.707,100,1
data-quality-008-00009,2026-01-09,project-16,vertex-ai,europe-west1,staging,backend,cost,62.039,6.903,0.884,48.41,75.82,1
data-quality-008-00010,2026-01-10,project-07,cloud-sql,us-central1,prod,data,latency,64.647,9.083,0.405,121.349,75.692,1
data-quality-008-00011,2026-01-11,project-06,bigquery,us-central1,sandbox,backend,reliability,39.906,5.608,0.628,164.151,72.971,0
data-quality-008-00012,2026-01-12,project-24,vertex-ai,europe-west1,prod,security,quality,51.63,7.989,0.765,207.852,93.798,1
data-quality-008-00013,2026-01-13,project-11,cloud-sql,asia-south1,sandbox,data,cost,48.529,6.861,0.478,143.471,70.647,1
data-quality-008-00014,2026-01-14,project-22,compute,europe-west1,prod,platform,quality,75.154,18.47,0.571,119.588,100,1
data-quality-008-00015,2026-01-15,project-12,pubsub,global,prod,backend,security,71.188,7.272,0.527,100.162,74.936,1
data-quality-008-00016,2026-01-16,project-17,compute,global,prod,backend,reliability,84.208,12.629,0.239,188.397,94.78,1
data-quality-008-00017,2026-01-17,project-02,vertex-ai,us-east1,prod,finops,latency,46.954,10.602,0.833,126.969,88.843,1
data-quality-008-00018,2026-01-18,project-04,cloud-sql,us-central1,staging,mlops,latency,41.117,10.046,0.453,71.301,64.085,0
data-quality-008-00019,2026-01-19,project-20,vertex-ai,us-east1,dev,security,latency,58.997,4.819,0.137,157.748,59.693,0
data-quality-008-00020,2026-01-20,project-01,bigquery,us-central1,staging,mlops,security,33.858,8.495,0.456,79.56,59.234,0
data-quality-008-00021,2026-01-21,project-24,gke,us-central1,dev,backend,quality,44.912,14.644,0.649,163.233,96.408,1
data-quality-008-00022,2026-01-22,project-07,gke,global,prod,backend,cost,73.799,11.15,0.47,68.905,78.345,1
